# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+4.6400000000000006e+01 +1.0962476934092704e-03 +1.1090481998746367e-07 -8.6693686589251429e-01 -2.9807759290384068e+10 
+4.6500000000000000e+01 +1.0899557081584779e-03 +1.1053026007763956e-07 -8.6503111360438001e-01 -2.9000679488159008e+10 
+4.6600000000000001e+01 +1.0837053928189914e-03 +1.1093847283591460e-07 -8.6304662525403508e-01 -2.8214788293797222e+10 
+4.6700000000000003e+01 +1.0774964481020703e-03 +1.1251976357668801e-07 -8.6098604184992134e-01 -2.7449651730593750e+10 
+4.6800000000000004e+01 +1.0713285747189734e-03 +1.1566443767994414e-07 -8.5885200440047527e-01 -2.6704835821843952e+10 
+4.6900000000000006e+01 +1.0652014733809562e-03 +1.2076280044286601e-07 -8.5664715391404633e-01 -2.5979906590874977e+10 
+4.7000000000000000e+01 +1.0591148447992786e-03 +1.2820515724051912e-07 -8.5437413139907026e-01 -2.5274430060982513e+10 
+4.7100000000000001e+01 +1.0530683988523245e-03 +1.3818991396664842e-07 -8.5203559524850836e-01 -2.4587945439879177e+10 
+4.7200000000000003e+01 +1.0470618820869937e-03 +1.5014787877499479e-07 -8.4963427339361164e-01 -2.3919884672882233e+10 
+4.7300000000000004e+01 +1.0410950502173118e-03 +1.6331796045849157e-07 -8.4717291115017745e-01 -2.3269652889713696e+10 
+4.7400000000000006e+01 +1.0351676589573013e-03 +1.7693906772809036e-07 -8.4465425383392201e-01 -2.2636655220122364e+10 
+4.7500000000000000e+01 +1.0292794640209917e-03 +1.9025010936524706e-07 -8.4208104676067641e-01 -2.2020296793828636e+10 
+4.7600000000000001e+01 +1.0234302211224091e-03 +2.0248999408829174e-07 -8.3945603524629431e-01 -2.1419982740532154e+10 
+4.7700000000000003e+01 +1.0176196859755756e-03 +2.1289763066228385e-07 -8.3678196460645227e-01 -2.0835118189998417e+10 
+4.7800000000000004e+01 +1.0118476142945217e-03 +2.2071192784408479e-07 -8.3406158015705301e-01 -2.0265108271915707e+10 
+4.7900000000000006e+01 +1.0061137617932692e-03 +2.2517179437006056e-07 -8.3129762721379197e-01 -1.9709358116045307e+10 
+4.8000000000000000e+01 +1.0004178841858465e-03 +2.2551613898231583e-07 -8.2849285109250836e-01 -1.9167272852092693e+10 
+4.8100000000000001e+01 +9.9475973168813045e-04 +2.2125191055753015e-07 -8.2564973419641741e-01 -1.8638320519112759e+10 
+4.8200000000000003e+01 +9.8913903252341191e-04 +2.1295821834917921e-07 -8.2276970727853183e-01 -1.8122220793423527e+10 
+4.8300000000000004e+01 +9.8355550941683391e-04 +2.0148221171661981e-07 -8.1985393817929231e-01 -1.7618756260668598e+10 
+4.8400000000000006e+01 +9.7800888509353670e-04 +1.8767104001265044e-07 -8.1690359473910656e-01 -1.7127709506495453e+10 
+4.8500000000000000e+01 +9.7249888227866541e-04 +1.7237185263188006e-07 -8.1391984479844459e-01 -1.6648863116544607e+10 
+4.8600000000000001e+01 +9.6702522369736005e-04 +1.5643179892218824e-07 -8.1090385619772187e-01 -1.6181999676460787e+10 
+4.8700000000000003e+01 +9.6158763207476446e-04 +1.4069802825768852e-07 -8.0785679677740030e-01 -1.5726901771881260e+10 
+4.8800000000000004e+01 +9.5618583013602049e-04 +1.2601768997560291e-07 -8.0477983437789269e-01 -1.5283351988456919e+10 
+4.8900000000000006e+01 +9.5081954060627003e-04 +1.1323793348693662e-07 -8.0167413683963618e-01 -1.4851132911832005e+10 
+4.9000000000000000e+01 +9.4548848621065732e-04 +1.0320590813137103e-07 -7.9854087200310453e-01 -1.4430027127636650e+10 
+4.9100000000000001e+01 +9.4019239707009280e-04 +9.6554540576300404e-08 -7.9538125040274343e-01 -1.4019800191398184e+10 
+4.9200000000000003e+01 +9.3493103288856661e-04 +9.3059866681916875e-08 -7.9219665334923017e-01 -1.3620149538105577e+10 
+4.9300000000000004e+01 +9.2970416076583787e-04 +9.2283699595954502e-08 -7.8898850484720640e-01 -1.3230755572649700e+10 
+4.9400000000000006e+01 +9.2451154780166551e-04 +9.3787852483363558e-08 -7.8575822890138580e-01 -1.2851298699891584e+10 
+4.9500000000000000e+01 +9.1935296109581048e-04 +9.7134138504175251e-08 -7.8250724951648709e-01 -1.2481459324693718e+10 
+4.9600000000000001e+01 +9.1422816774802955e-04 +1.0188437079792556e-07 -7.7923699069713448e-01 -1.2120917851952810e+10 
+4.9700000000000003e+01 +9.0913693485808250e-04 +1.0760036254924020e-07 -7.7594887644804356e-01 -1.1769354686527946e+10 
+4.9800000000000004e+01 +9.0407902952573029e-04 +1.1384392687552011e-07 -7.7264433077392380e-01 -1.1426450233288265e+10 
+4.9900000000000006e+01 +8.9905421885073066e-04 +1.2017687697368831e-07 -7.6932477767945051e-01 -1.1091884897107283e+10 
+5.0000000000000000e+01 +8.9406226993284370e-04 +1.2616102595294748e-07 -7.6599164116929674e-01 -1.0765339082864355e+10 
+5.0100000000000001e+01 +8.8910294760979522e-04 +1.3143288646544484e-07 -7.6264618389441030e-01 -1.0446536797634872e+10 
+5.0200000000000003e+01 +8.8417600767118538e-04 +1.3592776876943253e-07 -7.5928902309079593e-01 -1.0135376457300077e+10 
+5.0300000000000004e+01 +8.7928120364458198e-04 +1.3965568266282790e-07 -7.5592061464068683e-01 -9.8318000799581680e+09 
+5.0400000000000006e+01 +8.7441828905754880e-04 +1.4262663789353953e-07 -7.5254141442628486e-01 -9.5357496837088032e+09 
+5.0500000000000000e+01 +8.6958701743765690e-04 +1.4485064418816089e-07 -7.4915187832988861e-01 -9.2471672866310387e+09 
+5.0600000000000001e+01 +8.6478714231247062e-04 +1.4633771133641111e-07 -7.4575246223369118e-01 -8.9659949068313484e+09 
+5.0700000000000003e+01 +8.6001841720955775e-04 +1.4709784906488354e-07 -7.4234362201997839e-01 -8.6921745623861942e+09 
+5.0800000000000004e+01 +8.5528059565648576e-04 +1.4714106714690109e-07 -7.3892581357096021e-01 -8.4256482714023695e+09 
+5.0900000000000006e+01 +8.5057343118082117e-04 +1.4647737533939038e-07 -7.3549949276889581e-01 -8.1663580519633141e+09 
+5.1000000000000000e+01 +8.4589667731013057e-04 +1.4511678339189959e-07 -7.3206511549599995e-01 -7.9142459221711178e+09 
+5.1100000000000001e+01 +8.4125009738128986e-04 +1.4308962622686704e-07 -7.2862324302705994e-01 -7.6692181937135353e+09 
+5.1200000000000003e+01 +8.3663349396840203e-04 +1.4050753942467926e-07 -7.2517485820682681e-01 -7.4310383527210569e+09 
+5.1300000000000004e+01 +8.3204667945488029e-04 +1.3750248375254961e-07 -7.2172104927262259e-01 -7.1994341789116173e+09 
+5.1400000000000006e+01 +8.2748946622413389e-04 +1.3420641996949344e-07 -7.1826290446167085e-01 -6.9741334520360823e+09 
+5.1500000000000000e+01 +8.2296166665957909e-04 +1.3075130883206647e-07 -7.1480151201134656e-01 -6.7548639517966528e+09 
+5.1600000000000001e+01 +8.1846309314462392e-04 +1.2726911109928413e-07 -7.1133796015887729e-01 -6.5413534579398146e+09 
+5.1700000000000003e+01 +8.1399355806268227e-04 +1.2389178752032377e-07 -7.0787333714158851e-01 -6.3333297501831799e+09 
+5.1800000000000004e+01 +8.0955287379716587e-04 +1.2075129886485840e-07 -7.0440873119675051e-01 -6.1305206082635002e+09 
+5.1900000000000006e+01 +8.0514085273148577e-04 +1.1797960589272300e-07 -7.0094523056166080e-01 -5.9326538119045525e+09 
+5.2000000000000000e+01 +8.0075730724905511e-04 +1.1570866934817627e-07 -6.9748392347361543e-01 -5.7394571408331938e+09 
+5.2100000000000001e+01 +7.9640204638605058e-04 +1.1402741727001026e-07 -6.9402575899070496e-01 -5.5506899768082132e+09 
+5.2200000000000003e+01 +7.9207486578970635e-04 +1.1285264684727761e-07 -6.9057112945419630e-01 -5.3662381097104473e+09 
+5.2300000000000004e+01 +7.8777555776002469e-04 +1.1205812249388003e-07 -6.8712028802619762e-01 -5.1860189314364433e+09 
+5.2400000000000006e+01 +7.8350391459700442e-04 +1.1151760863929584e-07 -6.8367348786875692e-01 -5.0099498339052954e+09 
+5.2500000000000000e+01 +7.7925972860064740e-04 +1.1110486975071481e-07 -6.8023098214399447e-01 -4.8379482090101433e+09 
+5.2600000000000001e+01 +7.7504279207095384e-04 +1.1069367025023688e-07 -6.7679302401399333e-01 -4.6699314486545105e+09 
+5.2700000000000003e+01 +7.7085289730792353e-04 +1.1015777460751126e-07 -6.7335986664081693e-01 -4.5058169447527847e+09 
+5.2800000000000004e+01 +7.6668983661155789e-04 +1.0937094722414252e-07 -6.6993176318657111e-01 -4.3455220892036238e+09 
+5.2900000000000006e+01 +7.6255340228185552e-04 +1.0820695256486099e-07 -6.6650896681330385e-01 -4.1889642739214158e+09 
+5.3000000000000000e+01 +7.5844338661882010e-04 +1.0653955507308179e-07 -6.6309173068316096e-01 -4.0360608907942743e+09 
+5.3100000000000001e+01 +7.5435958505749325e-04 +1.0430286674975037e-07 -6.5968029506094561e-01 -3.8867396382958817e+09 
+5.3200000000000003e+01 +7.5030180557309519e-04 +1.0167238980461836e-07 -6.5627484862264551e-01 -3.7409694410769153e+09 
+5.3300000000000004e+01 +7.4626985927589038e-04 +9.8883974060715029e-08 -6.5287556714700823e-01 -3.5987295303452368e+09 
+5.3400000000000006e+01 +7.4226355727614163e-04 +9.6173469302538441e-08 -6.4948262641276489e-01 -3.4599991373140612e+09 
+5.3500000000000000e+01 +7.3828271068411208e-04 +9.3776725319505435e-08 -6.4609620219863084e-01 -3.3247574932017927e+09 
+5.3600000000000001e+01 +7.3432713061006660e-04 +9.1929591934645379e-08 -6.4271647028339263e-01 -3.1929838292036414e+09 
+5.3700000000000003e+01 +7.3039662816426693e-04 +9.0867918891465513e-08 -6.3934360644575028e-01 -3.0646573765404458e+09 
+5.3800000000000004e+01 +7.2649101445697837e-04 +9.0827556042098625e-08 -6.3597778646447034e-01 -2.9397573664158497e+09 
+5.3900000000000006e+01 +7.2261010059846244e-04 +9.2044353137020361e-08 -6.3261918611825585e-01 -2.8182630300503669e+09 
+5.4000000000000000e+01 +7.1875369769898467e-04 +9.4754159986962867e-08 -6.2926798118588989e-01 -2.7001535986396937e+09 
+5.4100000000000001e+01 +7.1492162198163805e-04 +9.9079478947124207e-08 -6.2592438908131842e-01 -2.5853917291207132e+09 
+5.4200000000000003e+01 +7.1111371012084112e-04 +1.0468942251572445e-07 -6.2258879375944953e-01 -2.4738737812850785e+09 
+5.4300000000000004e+01 +7.0732980390384229e-04 +1.1113975574610722e-07 -6.1926162081040759e-01 -2.3654795406485963e+09 
+5.4400000000000006e+01 +7.0356974511789027e-04 +1.1798624370555301e-07 -6.1594329582433560e-01 -2.2600887927180729e+09 
+5.4500000000000000e+01 +6.9983337555023378e-04 +1.2478465147896833e-07 -6.1263424439134362e-01 -2.1575813230149932e+09 
+5.4600000000000001e+01 +6.9612053698812080e-04 +1.3109074407624669e-07 -6.0933489210156866e-01 -2.0578369170478654e+09 
+5.4700000000000003e+01 +6.9243107121880177e-04 +1.3646028660893855e-07 -6.0604566454517628e-01 -1.9607353603199263e+09 
+5.4800000000000004e+01 +6.8876482002952358e-04 +1.4044904410620294e-07 -6.0276698731224898e-01 -1.8661564383587437e+09 
+5.4900000000000006e+01 +6.8512162520753517e-04 +1.4261278164802762e-07 -5.9949928599294144e-01 -1.7739799366677978e+09 
+5.5000000000000000e+01 +6.8150132854008603e-04 +1.4250726425906264e-07 -5.9624298617738059e-01 -1.6840856407617607e+09 
+5.5100000000000001e+01 +6.7790377106023572e-04 +1.3984172848620738e-07 -5.9299844748914343e-01 -1.5963677569881079e+09 
+5.5200000000000003e+01 +6.7432879078428958e-04 +1.3493929659111264e-07 -5.8976576568553885e-01 -1.5107781750430427e+09 
+5.5300000000000004e+01 +6.7077622497436389e-04 +1.2827656230111122e-07 -5.8654497055730237e-01 -1.4272832054632764e+09 
+5.5400000000000006e+01 +6.6724591089257557e-04 +1.2033011934353594e-07 -5.8333609189519731e-01 -1.3458491587783024e+09 
+5.5500000000000000e+01 +6.6373768580104146e-04 +1.1157656146129621e-07 -5.8013915948997530e-01 -1.2664423455171273e+09 
+5.5600000000000001e+01 +6.6025138696187763e-04 +1.0249248236901761e-07 -5.7695420313237689e-01 -1.1890290762188950e+09 
+5.5700000000000003e+01 +6.5678685163720143e-04 +9.3554475790753730e-08 -5.7378125261317148e-01 -1.1135756614065292e+09 
+5.5800000000000004e+01 +6.5334391708912927e-04 +8.5239135480071487e-08 -5.7062033772310072e-01 -1.0400484116150385e+09 
+5.5900000000000006e+01 +6.4992242057977743e-04 +7.8023055146267751e-08 -5.6747148825291294e-01 -9.6841363737870085e+08 
+5.6000000000000000e+01 +6.4652219937126317e-04 +7.2382828508477219e-08 -5.6433473399335599e-01 -8.9863764923187554e+08 
+5.6100000000000001e+01 +6.4314309432805740e-04 +6.8666799149678716e-08 -5.6121012885020938e-01 -8.3068211560470700e+08 
+5.6200000000000003e+01 +6.3978496072405002e-04 +6.6710309953282751e-08 -5.5809782318938594e-01 -7.6449013652410567e+08 
+5.6300000000000004e+01 +6.3644765743548978e-04 +6.6220453659575592e-08 -5.5499799149188089e-01 -7.0000016990311599e+08 
+5.6400000000000006e+01 +6.3313104333862001e-04 +6.6904323019501063e-08 -5.5191080823860461e-01 -6.3715067367822111e+08 
+5.6500000000000000e+01 +6.2983497730968816e-04 +6.8469010767196796e-08 -5.4883644791053376e-01 -5.7588010576765597e+08 
+5.6600000000000001e+01 +6.2655931822493843e-04 +7.0621609629832014e-08 -5.4577508498859606e-01 -5.1612692410198331e+08 
+5.6700000000000003e+01 +6.2330392496061642e-04 +7.3069212344003829e-08 -5.4272689395373586e-01 -4.5782958660884595e+08 
+5.6800000000000004e+01 +6.2006865639296894e-04 +7.5518911665574903e-08 -5.3969204928692838e-01 -4.0092655120461351e+08 
+5.6900000000000006e+01 +6.1685337139824202e-04 +7.7677800307367761e-08 -5.3667072546913031e-01 -3.4535627581465811e+08 
+5.7000000000000000e+01 +6.1365792885268171e-04 +7.9252971026884722e-08 -5.3366309698129899e-01 -2.9105721836021543e+08 
+5.7100000000000001e+01 +6.1048218719909279e-04 +8.0020912332920699e-08 -5.3066928270770308e-01 -2.3798348074937600e+08 
+5.7200000000000003e+01 +6.0732600314653061e-04 +8.0035695851345478e-08 -5.2768917914622093e-01 -1.8615174071477756e+08 
+5.7300000000000004e+01 +6.0418923297060872e-04 +7.9420789034744361e-08 -5.2472262719801377e-01 -1.3559431998094097e+08 
+5.7400000000000006e+01 +6.0107173294694153e-04 +7.8299659244703213e-08 -5.2176946776427169e-01 -8.6343540268169671e+07 
+5.7500000000000000e+01 +5.9797335935114358e-04 +7.6795773934217220e-08 -5.1882954174618523e-01 -3.8431723291738778e+07 
+5.7600000000000001e+01 +5.9489396845882842e-04 +7.5032600531687173e-08 -5.1590269004492895e-01 +8.1088092252907427e+06 
+5.7700000000000003e+01 +5.9183341654561077e-04 +7.3133606422473523e-08 -5.1298875356169438e-01 +5.3245735565697327e+07 
+5.7800000000000004e+01 +5.8879155988710550e-04 +7.1222259047684157e-08 -5.1008757319768339e-01 +9.6946734018504381e+07 
+5.7900000000000006e+01 +5.8576825475892562e-04 +6.9422025819733495e-08 -5.0719898985405631e-01 +1.3917948285505477e+08 
+5.8000000000000000e+01 +5.8276335743668716e-04 +6.7856374149396219e-08 -5.0432284443202569e-01 +1.7991166036453414e+08 
+5.8100000000000001e+01 +5.7977672937306200e-04 +6.6622188431706415e-08 -5.0145904537861952e-01 +2.1913015167034948e+08 
+5.8200000000000003e+01 +5.7680825272895782e-04 +6.5710021008163261e-08 -4.9860777132431178e-01 +2.5689866928307751e+08 
+5.8300000000000004e+01 +5.7385781484233954e-04 +6.5083841190588350e-08 -4.9576926844535923e-01 +2.9330013253308004e+08 
+5.8400000000000006e+01 +5.7092530305117325e-04 +6.4707618268258395e-08 -4.9294378291809360e-01 +3.2841746077691519e+08 
+5.8500000000000000e+01 +5.6801060469342552e-04 +6.4545321572670637e-08 -4.9013156091882643e-01 +3.6233357336384177e+08 
+5.8600000000000001e+01 +5.6511360710706179e-04 +6.4560920415236719e-08 -4.8733284862385795e-01 +3.9513138963906354e+08 
+5.8700000000000003e+01 +5.6223419763004731e-04 +6.4718384088512654e-08 -4.8454789220948435e-01 +4.2689382894810843e+08 
+5.8800000000000004e+01 +5.5937226360034851e-04 +6.4981681917437095e-08 -4.8177693785200976e-01 +4.5770381063553137e+08 
+5.8900000000000006e+01 +5.5652769235593096e-04 +6.5314783215881216e-08 -4.7902023172775343e-01 +4.8764425405561960e+08 
+5.9000000000000000e+01 +5.5370037123476002e-04 +6.5681657266153282e-08 -4.7627802001299469e-01 +5.1679807854700744e+08 
+5.9100000000000001e+01 +5.5089018641130540e-04 +6.6045606335480337e-08 -4.7355049289320100e-01 +5.4523713054304266e+08 
+5.9200000000000003e+01 +5.4809701940604664e-04 +6.6367264217167819e-08 -4.7083761659034612e-01 +5.7298896478585398e+08 
+5.9300000000000004e+01 +5.4532075057596918e-04 +6.6606597691899302e-08 -4.6813930133559184e-01 +6.0007006311204016e+08 
+5.9400000000000006e+01 +5.4256126027805540e-04 +6.6723573515354097e-08 -4.6545545736005534e-01 +6.2649690734416926e+08 
+5.9500000000000000e+01 +5.3981842886929041e-04 +6.6678158410008919e-08 -4.6278599489488720e-01 +6.5228597931470394e+08 
+5.9600000000000001e+01 +5.3709213670665779e-04 +6.6430319152448327e-08 -4.6013082417124179e-01 +6.7745376086040521e+08 
+5.9700000000000003e+01 +5.3438226414714081e-04 +6.5940022482365140e-08 -4.5748985542022097e-01 +7.0201673379516292e+08 
+5.9800000000000004e+01 +5.3168869154772403e-04 +6.5167235169785447e-08 -4.5486299887300097e-01 +7.2599137996628165e+08 
+5.9900000000000006e+01 +5.2901129926539114e-04 +6.4071923931447237e-08 -4.5225016476068819e-01 +7.4939418118619156e+08 
+6.0000000000000000e+01 +5.2634996765712615e-04 +6.2614055555412495e-08 -4.4965126331443384e-01 +7.7224161929132926e+08 
+6.0100000000000001e+01 +5.2370457882368446e-04 +6.0785221688179653e-08 -4.4706620453916329e-01 +7.9454439889617980e+08 
+6.0200000000000003e+01 +5.2107502184091110e-04 +5.8703513735049833e-08 -4.4449489753499943e-01 +8.1629011576335108e+08 
+6.0300000000000004e+01 +5.1846118752842097e-04 +5.6518647998291930e-08 -4.4193725117578531e-01 +8.3746058841979289e+08 
+6.0400000000000006e+01 +5.1586296670583036e-04 +5.4380340772796568e-08 -4.3939317433543607e-01 +8.5803763541605616e+08 
+6.0500000000000000e+01 +5.1328025019275623e-04 +5.2438308389936039e-08 -4.3686257588784472e-01 +8.7800307529458153e+08 
+6.0600000000000001e+01 +5.1071292880881358e-04 +5.0842267134763182e-08 -4.3434536470688873e-01 +8.9733872659391654e+08 
+6.0700000000000003e+01 +5.0816089337361804e-04 +4.9741933343569221e-08 -4.3184144966644877e-01 +9.1602640785293329e+08 
+6.0800000000000004e+01 +5.0562403470678723e-04 +4.9287023301816852e-08 -4.2935073964043535e-01 +9.3404793761999285e+08 
+6.0900000000000006e+01 +5.0310224362793603e-04 +4.9627253328581222e-08 -4.2687314350272598e-01 +9.5138513443250740e+08 
+6.1000000000000000e+01 +5.0059541095668074e-04 +5.0912339718342992e-08 -4.2440857012720140e-01 +9.6801981683056557e+08 
+6.1100000000000001e+01 +4.9810342995465094e-04 +5.3223089718831518e-08 -4.2195694962748775e-01 +9.8394147766774452e+08 
+6.1200000000000003e+01 +4.9562620365153432e-04 +5.6364674194015336e-08 -4.1951829707620292e-01 +9.9917030706430948e+08 
+6.1300000000000004e+01 +4.9316363751902988e-04 +6.0073354906184009e-08 -4.1709264878561619e-01 +1.0137341694259524e+09 
+6.1400000000000006e+01 +4.9071563702883980e-04 +6.4085393684032168e-08 -4.1468004106810868e-01 +1.0276609291936455e+09 
+6.1500000000000000e+01 +4.8828210765266362e-04 +6.8137052284110732e-08 -4.1228051023597667e-01 +1.0409784507829753e+09 
+6.1600000000000001e+01 +4.8586295486220286e-04 +7.1964592499452341e-08 -4.0989409260156817e-01 +1.0537145986233162e+09 
+6.1700000000000003e+01 +4.8345808412915685e-04 +7.5304276135386880e-08 -4.0752082447718430e-01 +1.0658972371307414e+09 
+6.1800000000000004e+01 +4.8106740092522673e-04 +7.7892364954203940e-08 -4.0516074217515236e-01 +1.0775542307282991e+09 
+6.1900000000000006e+01 +4.7869081072211334e-04 +7.9465120756724467e-08 -4.0281388200781915e-01 +1.0887134438491752e+09 
+6.2000000000000000e+01 +4.7632821899151702e-04 +7.9758805320814497e-08 -4.0048028028748800e-01 +1.0994027409067671e+09 
+6.2100000000000001e+01 +4.7397953148065720e-04 +7.8596529582594738e-08 -3.9815995576937141e-01 +1.1096473484929833e+09 
+6.2200000000000003e+01 +4.7164465503882804e-04 +7.6148801028812853e-08 -3.9585285698008837e-01 +1.1194619418104565e+09 
+6.2300000000000004e+01 +4.6932349679084480e-04 +7.2672976280696485e-08 -3.9355891488918665e-01 +1.1288585582424395e+09 
+6.2400000000000006e+01 +4.6701596386151956e-04 +6.8426411968491227e-08 -3.9127806046615521e-01 +1.1378492351548290e+09 
+6.2500000000000000e+01 +4.6472196337566692e-04 +6.3666464727361590e-08 -3.8901022468052104e-01 +1.1464460099245527e+09 
+6.2600000000000001e+01 +4.6244140245810022e-04 +5.8650491173206393e-08 -3.8675533850179572e-01 +1.1546609199229407e+09 
+6.2700000000000003e+01 +4.6017418823363337e-04 +5.3635847938320757e-08 -3.8451333289950324e-01 +1.1625060025266771e+09 
+6.2800000000000004e+01 +4.5792022782707991e-04 +4.8879891649671061e-08 -3.8228413884314394e-01 +1.1699932951028755e+09 
+6.2900000000000006e+01 +4.5567942836325308e-04 +4.4639978931764175e-08 -3.8006768730222690e-01 +1.1771348350235155e+09 
+6.3000000000000000e+01 +4.5345169696696689e-04 +4.1173466418124967e-08 -3.7786390924627367e-01 +1.1839426596640639e+09 
+6.3100000000000001e+01 +4.5123694243247607e-04 +3.8670159889739133e-08 -3.7567274572469100e-01 +1.1904304052597835e+09 
+6.3200000000000003e+01 +4.4903508023179449e-04 +3.7049661720305025e-08 -3.7349417810633440e-01 +1.1966181034633009e+09 
+6.3300000000000004e+01 +4.4684602750638089e-04 +3.6164023458445653e-08 -3.7132819784003107e-01 +1.2025273848157482e+09 
+6.3400000000000006e+01 +4.4466970139768903e-04 +3.5865296631468818e-08 -3.6917479637450201e-01 +1.2081798798225727e+09 
+6.3500000000000000e+01 +4.4250601904717655e-04 +3.6005532790866856e-08 -3.6703396515854331e-01 +1.2135972190153368e+09 
+6.3600000000000001e+01 +4.4035489759629948e-04 +3.6436783465177310e-08 -3.6490569564093306e-01 +1.2188010329177351e+09 
+6.3700000000000003e+01 +4.3821625418651353e-04 +3.7011100177608917e-08 -3.6278997927043904e-01 +1.2238129520533822e+09 
+6.3800000000000004e+01 +4.3609000595927483e-04 +3.7580534501379112e-08 -3.6068680749582027e-01 +1.2286546069397280e+09 
+6.3900000000000006e+01 +4.3397607005604005e-04 +3.7997137937561625e-08 -3.5859617176586517e-01 +1.2333476281047666e+09 
+6.4000000000000000e+01 +4.3187436361826457e-04 +3.8112962032320004e-08 -3.5651806352932958e-01 +1.2379136460675702e+09 
+6.4100000000000009e+01 +4.2978480372052140e-04 +3.7817239524303866e-08 -3.5445244836133827e-01 +1.2423654859672530e+09 
+6.4200000000000003e+01 +4.2770730716984543e-04 +3.7147927865129948e-08 -3.5239918834228567e-01 +1.2466807513637304e+09 
+6.4299999999999997e+01 +4.2564179070638908e-04 +3.6180165703819912e-08 -3.5035811967893921e-01 +1.2508282404420693e+09 
+6.4400000000000006e+01 +4.2358817107030308e-04 +3.4989091703332301e-08 -3.4832907857804235e-01 +1.2547767513788202e+09 
+6.4500000000000000e+01 +4.2154636500173946e-04 +3.3649844505720369e-08 -3.4631190124632355e-01 +1.2584950823427482e+09 
+6.4600000000000009e+01 +4.1951628924085028e-04 +3.2237562772712946e-08 -3.4430642389056781e-01 +1.2619520315260575e+09 
+6.4700000000000003e+01 +4.1749786052778680e-04 +3.0827385137345283e-08 -3.4231248271750953e-01 +1.2651163971022165e+09 
+6.4799999999999997e+01 +4.1549099560270089e-04 +2.9494450262985847e-08 -3.4032991393389034e-01 +1.2679569772444515e+09 
+6.4900000000000006e+01 +4.1349561120574297e-04 +2.8313896797836501e-08 -3.3835855374644547e-01 +1.2704425701284208e+09 
+6.5000000000000000e+01 +4.1151162407706654e-04 +2.7360863404445873e-08 -3.3639823836196120e-01 +1.2725419739433279e+09 
+6.5100000000000009e+01 +4.0953895361818223e-04 +2.6692587040146550e-08 -3.3444884057208069e-01 +1.2742342905835655e+09 
+6.5200000000000003e+01 +4.0757752987604338e-04 +2.6294698029964470e-08 -3.3251037950816770e-01 +1.2755398368629096e+09 
+6.5299999999999997e+01 +4.0562728555896269e-04 +2.6134924975673592e-08 -3.3058291088649294e-01 +1.2764892333140321e+09 
+6.5400000000000006e+01 +4.0368815337525317e-04 +2.6180996531106132e-08 -3.2866649042334106e-01 +1.2771131004739041e+09 
+6.5500000000000000e+01 +4.0176006603322850e-04 +2.6400641301315319e-08 -3.2676117383498554e-01 +1.2774420588764141e+09 
+6.5600000000000009e+01 +3.9984295624120072e-04 +2.6761587922507341e-08 -3.2486701683770258e-01 +1.2775067290587761e+09 
+6.5700000000000003e+01 +3.9793675670748378e-04 +2.7231565025149694e-08 -3.2298407514776889e-01 +1.2773377315540681e+09 
+6.5799999999999997e+01 +3.9604140014039052e-04 +2.7778301244218845e-08 -3.2111240448147038e-01 +1.2769656869010448e+09 
+6.5900000000000006e+01 +3.9415681924823289e-04 +2.8369525188867098e-08 -3.1925206055505617e-01 +1.2764212156268637e+09 
+6.6000000000000000e+01 +3.9228294673932510e-04 +2.8972965508007781e-08 -3.1740309908482744e-01 +1.2757349382739294e+09 
+6.6100000000000009e+01 +3.9041971497262405e-04 +2.9558119120371644e-08 -3.1556555205987735e-01 +1.2749339774831064e+09 
+6.6200000000000003e+01 +3.8856705490966046e-04 +3.0101556262525320e-08 -3.1373935656048463e-01 +1.2740314642905581e+09 
+6.6299999999999997e+01 +3.8672489716261126e-04 +3.0581615442492508e-08 -3.1192442593982311e-01 +1.2730370318658235e+09 
+6.6400000000000006e+01 +3.8489317234365110e-04 +3.0976635187562522e-08 -3.1012067355099249e-01 +1.2719603133507445e+09 
+6.6500000000000000e+01 +3.8307181106495605e-04 +3.1264954024204900e-08 -3.0832801274712479e-01 +1.2708109419007473e+09 
+6.6600000000000009e+01 +3.8126074393870103e-04 +3.1424910472330641e-08 -3.0654635688133658e-01 +1.2695985506640000e+09 
+6.6700000000000003e+01 +3.7945990157706259e-04 +3.1434843069886713e-08 -3.0477561930677605e-01 +1.2683327728007550e+09 
+6.6799999999999997e+01 +3.7766921459221571e-04 +3.1273090321617497e-08 -3.0301571337654942e-01 +1.2670232414565439e+09 
+6.6900000000000006e+01 +3.7588861359633596e-04 +3.0917990778177086e-08 -3.0126655244378797e-01 +1.2656795897846854e+09 
+6.7000000000000000e+01 +3.7411802920159925e-04 +3.0347882941850461e-08 -2.9952804986162479e-01 +1.2643114509412541e+09 
+6.7100000000000009e+01 +3.7235739294308158e-04 +2.9557741916339449e-08 -2.9780011973886189e-01 +1.2629247580969372e+09 
+6.7200000000000003e+01 +3.7060664004746538e-04 +2.8609089107306766e-08 -2.9608267920712661e-01 +1.2615106445487490e+09 
+6.7299999999999997e+01 +3.6886570666433194e-04 +2.7580082486170001e-08 -2.9437564615366207e-01 +1.2600565435895400e+09 
