# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=13][T/m^n] 
+5.1000000000000005e+00 +1.6386737642488025e+00 +5.1717155400279453e+06 -9.0554441974309328e+13 +1.3437530903907643e+21 
+5.2000000000000002e+00 +1.6385523804011093e+00 +5.2768246298729591e+06 -1.0889354219318342e+14 +2.1606651389473102e+21 
+5.3000000000000007e+00 +1.6384215150494463e+00 +5.3916907754543060e+06 -1.2898036564654314e+14 +3.0526931545524467e+21 
+5.4000000000000004e+00 +1.6382866495778552e+00 +5.5102607525798623e+06 -1.4970442201244422e+14 +3.9703739804065852e+21 
+5.5000000000000000e+00 +1.6381532653701893e+00 +5.6264813371722568e+06 -1.6995522098225856e+14 +4.8642444601136219e+21 
+5.6000000000000005e+00 +1.6380268438103762e+00 +5.7342993051063530e+06 -1.8862227224171538e+14 +5.6848414371048199e+21 
+5.7000000000000002e+00 +1.6379128662824218e+00 +5.8276614322088184e+06 -2.0459508547104325e+14 +6.3827017546470921e+21 
+5.8000000000000007e+00 +1.6378168141702807e+00 +5.9005144943423551e+06 -2.1676317035471362e+14 +6.9083622561355567e+21 
+5.9000000000000004e+00 +1.6377441688578747e+00 +5.9468052673849249e+06 -2.2401603657884650e+14 +7.2123597850144387e+21 
+6.0000000000000000e+00 +1.6377004117291631e+00 +5.9604805271946434e+06 -2.2524319382733547e+14 +7.2452311846610891e+21 
+6.1000000000000005e+00 +1.6376890857400217e+00 +5.9376106866418291e+06 -2.1972365239865981e+14 +6.9749205528884428e+21 
+6.2000000000000002e+00 +1.6377059801348754e+00 +5.8827607061146237e+06 -2.0829442498833325e+14 +6.4390010033993469e+21 
+6.3000000000000007e+00 +1.6377449457296314e+00 +5.8026191832895763e+06 -1.9218202493889631e+14 +5.6924529053212512e+21 
+6.4000000000000004e+00 +1.6377998333405521e+00 +5.7038747156102564e+06 -1.7261296556516612e+14 +4.7902566269299416e+21 
+6.5000000000000000e+00 +1.6378644937838844e+00 +5.5932159005391402e+06 -1.5081376018460291e+14 +3.7873925365891324e+21 
+6.6000000000000005e+00 +1.6379327778758010e+00 +5.4773313355916217e+06 -1.2801092212113259e+14 +2.7388410028639466e+21 
+6.7000000000000002e+00 +1.6379985364323590e+00 +5.3629096183344498e+06 -1.0543096470369138e+14 +1.6995823944547560e+21 
+6.8000000000000007e+00 +1.6380556202699372e+00 +5.2566393461593892e+06 -8.4300401242033812e+13 +7.2459707950049093e+20 
+6.9000000000000004e+00 +1.6380978802045700e+00 +5.1652091166510982e+06 -6.5845745067440945e+13 -1.3113457322235168e+20 
+7.0000000000000000e+00 +1.6381191670524817e+00 +5.0953075272891726e+06 -5.1293509499363281e+13 -8.1263219529064029e+20 
+7.1000000000000005e+00 +1.6381148798440974e+00 +5.0519109379878575e+06 -4.1555850007185469e+13 -1.2789667385633889e+21 
+7.2000000000000002e+00 +1.6380866104665404e+00 +5.0331467585062766e+06 -3.6287490673149008e+13 -1.5454144356240775e+21 
+7.3000000000000007e+00 +1.6380374990213604e+00 +5.0354301608926663e+06 -3.4828797711930801e+13 -1.6413028398811487e+21 
+7.4000000000000004e+00 +1.6379706856098648e+00 +5.0551763173627565e+06 -3.6520137358668492e+13 -1.5959595041041975e+21 
+7.5000000000000000e+00 +1.6378893103335177e+00 +5.0888004000211665e+06 -4.0701875834735188e+13 -1.4387119814960648e+21 
+7.6000000000000005e+00 +1.6377965132937127e+00 +5.1327175810216805e+06 -4.6714379367578625e+13 -1.1988878250685935e+21 
+7.7000000000000002e+00 +1.6376954345919164e+00 +5.1833430324780401e+06 -5.3898014180243656e+13 -9.0581458796278160e+20 
+7.8000000000000007e+00 +1.6375892143294515e+00 +5.2370919265771769e+06 -6.1593146503489734e+13 -5.8881982309954827e+20 
+7.9000000000000004e+00 +1.6374809926078520e+00 +5.2903794353922037e+06 -6.9140142555677219e+13 -2.7723108376135185e+20 
+8.0000000000000000e+00 +1.6373739095284359e+00 +5.3396207311245613e+06 -7.5879368569735172e+13 -3.7592279537618899e+17 
+8.0999999999999996e+00 +1.6372704259279676e+00 +5.3820058647884950e+06 -8.1291990719948938e+13 +2.1856541080632089e+20 
+8.2000000000000011e+00 +1.6371702855838968e+00 +5.4178244033435984e+06 -8.5422375026602562e+13 +3.8100188590913716e+20 
+8.3000000000000007e+00 +1.6370725530091648e+00 +5.4481407925363667e+06 -8.8455687448094312e+13 +4.9448977512968552e+20 
+8.4000000000000004e+00 +1.6369762927166116e+00 +5.4740194781834055e+06 -9.0577093951653391e+13 +5.6658535136567591e+20 
+8.5000000000000000e+00 +1.6368805692191253e+00 +5.4965249060652787e+06 -9.1971760499704438e+13 +6.0484488735661294e+20 
+8.5999999999999996e+00 +1.6367844470293476e+00 +5.5167215221103961e+06 -9.2824853071771922e+13 +6.1682465636049342e+20 
+8.7000000000000011e+00 +1.6366869906603256e+00 +5.5356737720135916e+06 -9.3321537621118188e+13 +6.1008093085380208e+20 
+8.8000000000000007e+00 +1.6365872646248405e+00 +5.5544461016127244e+06 -9.3646980116446375e+13 +5.9216998376057117e+20 
+8.9000000000000004e+00 +1.6364843334356889e+00 +5.5741029567483068e+06 -9.3986346527456969e+13 +5.7064808804721931e+20 
+9.0000000000000000e+00 +1.6363772616057290e+00 +5.5957087832232760e+06 -9.4524802819578797e+13 +5.5307151655273778e+20 
+9.0999999999999996e+00 +1.6362652818811496e+00 +5.6200979679549225e+06 -9.5409182414758234e+13 +5.4557589900023844e+20 
+9.2000000000000011e+00 +1.6361482999410188e+00 +5.6471846626195842e+06 -9.6632988598513375e+13 +5.4861429383322999e+20 
+9.3000000000000007e+00 +1.6360263896978919e+00 +5.6766529599164538e+06 -9.8151392102669656e+13 +5.6121911607840716e+20 
+9.4000000000000004e+00 +1.6358996250642499e+00 +5.7081869525901377e+06 -9.9919563664313328e+13 +5.8242278092128846e+20 
+9.5000000000000000e+00 +1.6357680799524796e+00 +5.7414707334453743e+06 -1.0189267402753722e+14 +6.1125770375978117e+20 
+9.6000000000000014e+00 +1.6356318282751707e+00 +5.7761883951547761e+06 -1.0402589392089253e+14 +6.4675629951863554e+20 
+9.7000000000000011e+00 +1.6354909439447016e+00 +5.8120240305307480e+06 -1.0627439408947677e+14 +6.8795098362786913e+20 
+9.8000000000000007e+00 +1.6353455008735671e+00 +5.8486617323059747e+06 -1.0859334526885164e+14 +7.3387417122463652e+20 
+9.9000000000000004e+00 +1.6351955729743077e+00 +5.8857855931933690e+06 -1.1093791819268481e+14 +7.8355827739587340e+20 
+1.0000000000000000e+01 +1.6350412341592846e+00 +5.9230797060063984e+06 -1.1326328360571155e+14 +8.3603571755248976e+20 
+1.0100000000000001e+01 +1.6348824838462099e+00 +5.9603389559236960e+06 -1.1553815785706380e+14 +8.9053678303913234e+20 
+1.0200000000000001e+01 +1.6347190234727602e+00 +5.9978013984226650e+06 -1.1778543980788419e+14 +9.4708327174508157e+20 
+1.0300000000000001e+01 +1.6345504799820867e+00 +6.0358158812738061e+06 -1.2004157391530956e+14 +1.0058948572370580e+21 
+1.0400000000000000e+01 +1.6343764803170577e+00 +6.0747312524099629e+06 -1.2234300465476748e+14 +1.0671912136265177e+21 
+1.0500000000000000e+01 +1.6341966514206692e+00 +6.1148963596948460e+06 -1.2472617649424522e+14 +1.1311920148100229e+21 
+1.0600000000000001e+01 +1.6340106202359137e+00 +6.1566600509816734e+06 -1.2722753389972816e+14 +1.1981169346094013e+21 
+1.0700000000000001e+01 +1.6338180137057274e+00 +6.2003711741708312e+06 -1.2988352134338631e+14 +1.2681856470464539e+21 
+1.0800000000000001e+01 +1.6336184587731617e+00 +6.2463785770930788e+06 -1.3273058328934152e+14 +1.3416178258993697e+21 
+1.0900000000000000e+01 +1.6334115823811106e+00 +6.2950311076582698e+06 -1.3580516421002981e+14 +1.4186331451837498e+21 
+1.1000000000000000e+01 +1.6331970114725394e+00 +6.3466776137530003e+06 -1.3914370857620550e+14 +1.4994512788814506e+21 
+1.1100000000000001e+01 +1.6329744381249085e+00 +6.4015429148216546e+06 -1.4276693342467184e+14 +1.5840506175033484e+21 
+1.1200000000000001e+01 +1.6327438149532807e+00 +6.4593557168245725e+06 -1.4663264609203416e+14 +1.6714444187978506e+21 
+1.1300000000000001e+01 +1.6325051597072531e+00 +6.5197206972719133e+06 -1.5068292648078684e+14 +1.7604046570505338e+21 
+1.1400000000000000e+01 +1.6322584901363062e+00 +6.5822425337398136e+06 -1.5485985450082006e+14 +1.8497033067664046e+21 
+1.1500000000000000e+01 +1.6320038239900352e+00 +6.6465259037329024e+06 -1.5910551005376888e+14 +1.9381123422018467e+21 
+1.1600000000000001e+01 +1.6317411790180194e+00 +6.7121754847750580e+06 -1.6336197304379434e+14 +2.0244037376938777e+21 
+1.1700000000000001e+01 +1.6314705729696992e+00 +6.7787959544664556e+06 -1.6757132338358997e+14 +2.1073494678330204e+21 
+1.1800000000000001e+01 +1.6311920235948107e+00 +6.8459919902296122e+06 -1.7167564096541141e+14 +2.1857215065934518e+21 
+1.1900000000000000e+01 +1.6309055486427291e+00 +6.9133682697051531e+06 -1.7561700570662541e+14 +2.2582918287066800e+21 
+1.2000000000000000e+01 +1.6306111658630107e+00 +6.9805294704290954e+06 -1.7933749751271106e+14 +2.3238324085483333e+21 
+1.2100000000000001e+01 +1.6303087718694038e+00 +7.0472472194612324e+06 -1.8280184165079728e+14 +2.3816363648551569e+21 
+1.2200000000000001e+01 +1.6299977787322646e+00 +7.1139609420876298e+06 -1.8606534484993288e+14 +2.4330813942677541e+21 
+1.2300000000000001e+01 +1.6296774773860521e+00 +7.1812770131733427e+06 -1.8920595920731038e+14 +2.4800663379874346e+21 
+1.2400000000000000e+01 +1.6293471587651434e+00 +7.2498018076451607e+06 -1.9230163682775725e+14 +2.5244900374536352e+21 
+1.2500000000000000e+01 +1.6290061138040774e+00 +7.3201417003155025e+06 -1.9543032980196572e+14 +2.5682513336625083e+21 
+1.2600000000000001e+01 +1.6286536334373178e+00 +7.3929030660628742e+06 -1.9866999022943925e+14 +2.6132490678978850e+21 
+1.2700000000000001e+01 +1.6282890085992983e+00 +7.4686922797617139e+06 -2.0209857020799359e+14 +2.6613820813703680e+21 
+1.2800000000000001e+01 +1.6279115302244420e+00 +7.5481157163062263e+06 -2.0579402183849778e+14 +2.7145492153970406e+21 
+1.2900000000000000e+01 +1.6275204892473831e+00 +7.6317797504633740e+06 -2.0983429720703859e+14 +2.7746493108461691e+21 
+1.3000000000000000e+01 +1.6271151766024037e+00 +7.7202907572049890e+06 -2.1429734842298147e+14 +2.8435812092832834e+21 
+1.3100000000000001e+01 +1.6266949597516278e+00 +7.8141026213534065e+06 -2.1924220556347069e+14 +2.9229340816558889e+21 
+1.3200000000000001e+01 +1.6262595122671828e+00 +7.9130592679085592e+06 -2.2465221066366259e+14 +3.0130584190221256e+21 
+1.3300000000000001e+01 +1.6258085842488914e+00 +8.0168521318092160e+06 -2.3049178373645947e+14 +3.1139950421182854e+21 
+1.3400000000000000e+01 +1.6253419257964583e+00 +8.1251726480575399e+06 -2.3672534480184984e+14 +3.2257847718921927e+21 
+1.3500000000000000e+01 +1.6248592870096716e+00 +8.2377122516090712e+06 -2.4331731387456588e+14 +3.3484684291340055e+21 
+1.3600000000000001e+01 +1.6243604179882727e+00 +8.3541623774498226e+06 -2.5023211097285962e+14 +3.4820868347402828e+21 
+1.3700000000000001e+01 +1.6238450688319959e+00 +8.4742144605669156e+06 -2.5743415611519988e+14 +3.6266808096166217e+21 
+1.3800000000000001e+01 +1.6233129896405807e+00 +8.5975599359435998e+06 -2.6488786931938756e+14 +3.7822911746438815e+21 
+1.3900000000000000e+01 +1.6227639305138393e+00 +8.7238902385191843e+06 -2.7255767059813959e+14 +3.9489587505487293e+21 
+1.4000000000000000e+01 +1.6221976415514276e+00 +8.8528968033330515e+06 -2.8040797997610041e+14 +4.1267243584255877e+21 
+1.4100000000000001e+01 +1.6216137956074554e+00 +8.9843586725784615e+06 -2.8840452108597256e+14 +4.3150356374654251e+21 
+1.4200000000000001e+01 +1.6210117565530413e+00 +9.1184053175928928e+06 -2.9651823205619925e+14 +4.5109675012101426e+21 
+1.4300000000000001e+01 +1.6203908110136276e+00 +9.2552538169551995e+06 -3.0472135463371656e+14 +4.7110016816192915e+21 
+1.4400000000000000e+01 +1.6197502456146338e+00 +9.3951212492500283e+06 -3.1298613056586950e+14 +4.9116199106604465e+21 
+1.4500000000000000e+01 +1.6190893469815273e+00 +9.5382246930445656e+06 -3.2128480159850850e+14 +5.1093039202651257e+21 
+1.4600000000000001e+01 +1.6184074017396957e+00 +9.6847812269457560e+06 -3.2958960948164706e+14 +5.3005354424835810e+21 
+1.4700000000000001e+01 +1.6177036965145855e+00 +9.8350079295260310e+06 -3.3787279596136731e+14 +5.4817962092471077e+21 
+1.4800000000000001e+01 +1.6169775179315755e+00 +9.9891218794006333e+06 -3.4610660278887381e+14 +5.6495679526465847e+21 
+1.4900000000000000e+01 +1.6162281526162097e+00 +1.0147340155088162e+07 -3.5426327170419100e+14 +5.8003324044328231e+21 
+1.5000000000000000e+01 +1.6154548871938239e+00 +1.0309879835226553e+07 -3.6231504446103700e+14 +5.9305712967708165e+21 
+1.5100000000000001e+01 +1.6146569116614686e+00 +1.0477062612135582e+07 -3.7027875295457681e+14 +6.0396768774709743e+21 
+1.5200000000000001e+01 +1.6138330295022085e+00 +1.0649628633362180e+07 -3.7834958970444119e+14 +6.1386834587256116e+21 
+1.5300000000000001e+01 +1.6129819475708977e+00 +1.0828422660086408e+07 -3.8676733736596062e+14 +6.2415358681972673e+21 
+1.5400000000000000e+01 +1.6121023727222583e+00 +1.1014289453565320e+07 -3.9577177860341575e+14 +6.3621789338211587e+21 
+1.5500000000000000e+01 +1.6111930118109148e+00 +1.1208073775120551e+07 -4.0560269608865925e+14 +6.5145574837623351e+21 
+1.5600000000000001e+01 +1.6102525716917389e+00 +1.1410620385917701e+07 -4.1649987247525681e+14 +6.7126163456290099e+21 
+1.5700000000000001e+01 +1.6092797592194363e+00 +1.1622774047227247e+07 -4.2870309042914869e+14 +6.9703003474080312e+21 
+1.5800000000000001e+01 +1.6082732812486897e+00 +1.1845379520333217e+07 -4.4245213261773438e+14 +7.3015543171279812e+21 
+1.5900000000000000e+01 +1.6072318446342360e+00 +1.2079281566482412e+07 -4.5798678170408256e+14 +7.7203230826873204e+21 
+1.6000000000000000e+01 +1.6061541562308603e+00 +1.2325324946903637e+07 -4.7554682034946231e+14 +8.2405514719329748e+21 
+1.6100000000000001e+01 +1.6050389390721802e+00 +1.2584146422949968e+07 -4.9529214051408325e+14 +8.8713874503894145e+21 
+1.6199999999999999e+01 +1.6038849809074986e+00 +1.2855550756323919e+07 -5.1706307133954000e+14 +9.6027915338968256e+21 
+1.6300000000000001e+01 +1.6026910856650860e+00 +1.3139134708783600e+07 -5.4062005125887188e+14 +1.0419927375752748e+22 
+1.6400000000000002e+01 +1.6014560572731880e+00 +1.3434495042095331e+07 -5.6572351870573300e+14 +1.1307958629267092e+22 
+1.6500000000000000e+01 +1.6001786996599827e+00 +1.3741228518076243e+07 -5.9213391212009338e+14 +1.2252048947948265e+22 
+1.6600000000000001e+01 +1.5988578167537282e+00 +1.4058931898492245e+07 -6.1961166993596700e+14 +1.3237361985124886e+22 
+1.6699999999999999e+01 +1.5974922124826270e+00 +1.4387201945137698e+07 -6.4791723059033738e+14 +1.4249061394209078e+22 
+1.6800000000000001e+01 +1.5960806907750171e+00 +1.4725635419729929e+07 -6.7681103251156988e+14 +1.5272310828357669e+22 
+1.6900000000000002e+01 +1.5946220555590347e+00 +1.5073829084108902e+07 -7.0605351414213488e+14 +1.6292273941152354e+22 
+1.7000000000000000e+01 +1.5931151107629105e+00 +1.5431379700052056e+07 -7.3540511391712488e+14 +1.7294114385949444e+22 
+1.7100000000000001e+01 +1.5915594001709208e+00 +1.5797356218078565e+07 -7.6458948853938788e+14 +1.8262856138437954e+22 
+1.7199999999999999e+01 +1.5899574269905663e+00 +1.6168716344228340e+07 -7.9318316784593338e+14 +1.9182964465532471e+22 
+1.7300000000000001e+01 +1.5883124342857888e+00 +1.6541889973040024e+07 -8.2072589991330588e+14 +2.0038764955624179e+22 
+1.7400000000000002e+01 +1.5866276651200657e+00 +1.6913306999335866e+07 -8.4675743285093475e+14 +2.0814583198100706e+22 
+1.7500000000000000e+01 +1.5849063625571642e+00 +1.7279397317755345e+07 -8.7081751474678050e+14 +2.1494744781694513e+22 
+1.7600000000000001e+01 +1.5831517696607063e+00 +1.7636590823034119e+07 -8.9244589370032550e+14 +2.2063575295493499e+22 
+1.7699999999999999e+01 +1.5813671294943852e+00 +1.7981317409857560e+07 -9.1118231780496100e+14 +2.2505400328396971e+22 
+1.7800000000000001e+01 +1.5795556851218406e+00 +1.8310006972946201e+07 -9.2656653515809138e+14 +2.2804545469423469e+22 
+1.7900000000000002e+01 +1.5777206796067453e+00 +1.8619089407002293e+07 -9.3813829385534700e+14 +2.2945336307545656e+22 
+1.8000000000000000e+01 +1.5758653560128162e+00 +1.8904994606702033e+07 -9.4543734198916425e+14 +2.2912098431634411e+22 
+1.8100000000000001e+01 +1.5739909242657726e+00 +1.9165731988063723e+07 -9.4822030876831862e+14 +2.2697312718345403e+22 
+1.8199999999999999e+01 +1.5720904617402833e+00 +1.9405629051933184e+07 -9.4711134780562612e+14 +2.2326081193633573e+22 
+1.8300000000000001e+01 +1.5701550126729702e+00 +1.9630592820530724e+07 -9.4295149383387950e+14 +2.1831661171345086e+22 
+1.8400000000000002e+01 +1.5681756213005249e+00 +1.9846530316028897e+07 -9.3658178158017612e+14 +2.1247309965151068e+22 
+1.8500000000000000e+01 +1.5661433318596960e+00 +2.0059348560576517e+07 -9.2884324576944750e+14 +2.0606284888667457e+22 
+1.8600000000000001e+01 +1.5640491885871370e+00 +2.0274954576372977e+07 -9.2057692113205150e+14 +1.9941843255666810e+22 
+1.8699999999999999e+01 +1.5618842357196059e+00 +2.0499255385556769e+07 -9.1262384239135562e+14 +1.9287242379710519e+22 
+1.8800000000000001e+01 +1.5596395174937312e+00 +2.0738158010343127e+07 -9.0582504427969262e+14 +1.8675739574633996e+22 
+1.8900000000000002e+01 +1.5573060781462922e+00 +2.0997569472855754e+07 -9.0102156151869200e+14 +1.8140592153945797e+22 
+1.9000000000000000e+01 +1.5548749619139182e+00 +2.1283396795313753e+07 -8.9905442884121700e+14 +1.7715057431497945e+22 
+1.9100000000000001e+01 +1.5523395937228404e+00 +2.1599806585026227e+07 -9.0053823226229088e+14 +1.7424120871409238e+22 
+1.9200000000000003e+01 +1.5497029212572857e+00 +2.1944003789951734e+07 -9.0518176296074812e+14 +1.7259680539956937e+22 
+1.9300000000000001e+01 +1.5469702728909416e+00 +2.2311452943229891e+07 -9.1246736340828575e+14 +1.7205362654011166e+22 
+1.9400000000000002e+01 +1.5441469769974820e+00 +2.2697618578010198e+07 -9.2187737607794650e+14 +1.7244793430487134e+22 
+1.9500000000000000e+01 +1.5412383619506218e+00 +2.3097965227411371e+07 -9.3289414343866800e+14 +1.7361599086164896e+22 
+1.9600000000000001e+01 +1.5382497561240878e+00 +2.3507957424550764e+07 -9.4500000795983588e+14 +1.7539405837850504e+22 
+1.9700000000000003e+01 +1.5351864878915196e+00 +2.3923059702598449e+07 -9.5767731211668550e+14 +1.7761839902520766e+22 
+1.9800000000000001e+01 +1.5320538856266923e+00 +2.4338736594639007e+07 -9.7040839837453625e+14 +1.8012527496853673e+22 
+1.9900000000000002e+01 +1.5288572777032363e+00 +2.4750452633849479e+07 -9.8267560920952538e+14 +1.8275094837855206e+22 
+2.0000000000000000e+01 +1.5256019924949455e+00 +2.5153672353299990e+07 -9.9396128708510750e+14 +1.8533168142143107e+22 
+2.0100000000000001e+01 +1.5222917766959208e+00 +2.5544477331305686e+07 -1.0038122071084768e+15 +1.8772179438948676e+22 
+2.0200000000000003e+01 +1.5189240502824894e+00 +2.5921417326506216e+07 -1.0120328748831990e+15 +1.8984784005531745e+22 
+2.0300000000000001e+01 +1.5154946515513334e+00 +2.6283659142755833e+07 -1.0184922286530781e+15 +1.9165442931661444e+22 
+2.0400000000000002e+01 +1.5119994187992201e+00 +2.6630369583850238e+07 -1.0230592066547272e+15 +1.9308617306880638e+22 
+2.0500000000000000e+01 +1.5084341903229208e+00 +2.6960715453586932e+07 -1.0256027471252439e+15 +1.9408768220752763e+22 
+2.0600000000000001e+01 +1.5047948044191981e+00 +2.7273863555766363e+07 -1.0259917883018110e+15 +1.9460356762838636e+22 
+2.0700000000000003e+01 +1.5010770993847917e+00 +2.7568980694206607e+07 -1.0240952684240729e+15 +1.9457844022781797e+22 
+2.0800000000000001e+01 +1.4972769135164528e+00 +2.7845233672711637e+07 -1.0197821257294574e+15 +1.9395691090147577e+22 
