# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=13][T/m^n] 
+5.7000000000000002e+00 +1.6392156750712783e+00 +5.8345924713691538e+06 -2.0483971444113541e+14 +6.3892647282174224e+21 
+5.8000000000000007e+00 +1.6391194372635260e+00 +5.9075316394733256e+06 -2.1701943241775434e+14 +6.9153928921870353e+21 
+5.9000000000000004e+00 +1.6390466217066391e+00 +5.9538873126711464e+06 -2.2427991762225816e+14 +7.2196764364915396e+21 
+6.0000000000000000e+00 +1.6390027141221770e+00 +5.9676012898440510e+06 -2.2550976567133128e+14 +7.2526115362681662e+21 
+6.1000000000000005e+00 +1.6389912602160277e+00 +5.9447407776586944e+06 -2.1998739579616044e+14 +6.9821160007676251e+21 
+6.2000000000000002e+00 +1.6390080456314926e+00 +5.8898746139356652e+06 -2.0855052169139397e+14 +6.4457941759287760e+21 
+6.3000000000000007e+00 +1.6390469159965710e+00 +5.8096970440651309e+06 -1.9242668064183288e+14 +5.6986720410780639e+21 
+6.4000000000000004e+00 +1.6391017169390019e+00 +5.7109023135979725e+06 -1.7284340995102450e+14 +4.7957755761123865e+21 
+6.5000000000000000e+00 +1.6391662940866503e+00 +5.6001846680018287e+06 -1.5102824691244359e+14 +3.7921307606152506e+21 
+6.6000000000000005e+00 +1.6392344930673657e+00 +5.4842383527673585e+06 -1.2820872882291488e+14 +2.7427635742839255e+21 
+6.7000000000000002e+00 +1.6393001595089891e+00 +5.3697576133726239e+06 -1.0561239297706331e+14 +1.7026999967364303e+21 
+6.8000000000000007e+00 +1.6393571390392672e+00 +5.2634366953664226e+06 -8.4466776678157281e+13 +7.2696600785947381e+20 
+6.9000000000000004e+00 +1.6393992772861146e+00 +5.1719698441906180e+06 -6.5999417217050250e+13 -1.2941241283545537e+20 
+7.0000000000000000e+00 +1.6394204198773752e+00 +5.1020513053307161e+06 -5.1437851889585031e+13 -8.1140928568762302e+20 
+7.1000000000000005e+00 +1.6394159619172002e+00 +5.0586616360195708e+06 -4.1694996205359875e+13 -1.2780616656191758e+21 
+7.2000000000000002e+00 +1.6393874964152093e+00 +5.0399266403209819e+06 -3.6425278510392719e+13 -1.5446587464497436e+21 
+7.3000000000000007e+00 +1.6393381658573969e+00 +5.0422584340139022e+06 -3.4968505361126750e+13 -1.6405527566766629e+21 
+7.4000000000000004e+00 +1.6392711127297357e+00 +5.0620691328845909e+06 -3.6664483314652047e+13 -1.5950959247799380e+21 
+7.5000000000000000e+00 +1.6391894795180917e+00 +5.0957708527835654e+06 -4.0853018935394445e+13 -1.4376404790201911e+21 
+7.6000000000000005e+00 +1.6390964087085611e+00 +5.1397757094255835e+06 -4.6873918772282438e+13 -1.1975386481229412e+21 
+7.7000000000000002e+00 +1.6389950427870241e+00 +5.1904958186490033e+06 -5.4066989388188969e+13 -9.0414266039804677e+20 
+7.8000000000000007e+00 +1.6388885242395124e+00 +5.2443432962101502e+06 -6.1772037336980297e+13 -5.8680474441940147e+20 
+7.9000000000000004e+00 +1.6387799955518823e+00 +5.2977302579626357e+06 -6.9328869183323086e+13 -2.7487712844231593e+20 
+8.0000000000000000e+00 +1.6386725992102811e+00 +5.3470688195927078e+06 -7.6077291472972391e+13 +2.2879587139290662e+18 
+8.0999999999999996e+00 +1.6385687978721828e+00 +5.3895466621324467e+06 -8.1498033196320078e+13 +2.2149087461884006e+20 
+8.2000000000000011e+00 +1.6384683348815725e+00 +5.4254537273146166e+06 -8.5635513044940047e+13 +3.8414232008028566e+20 
+8.3000000000000007e+00 +1.6383702737541481e+00 +5.4558555219859425e+06 -8.8675072128550922e+13 +4.9780558150116776e+20 
+8.4000000000000004e+00 +1.6382736780054541e+00 +5.4818175530937100e+06 -9.0802051568640562e+13 +5.7004394564072695e+20 
+8.5000000000000000e+00 +1.6381776111513042e+00 +5.5044053274174901e+06 -9.2201792467269703e+13 +6.0842069867173249e+20 
+8.5999999999999996e+00 +1.6380811367071857e+00 +5.5246843519347711e+06 -9.3059635949192391e+13 +6.2049912744848759e+20 
+8.7000000000000011e+00 +1.6379833181887895e+00 +5.5437201335008377e+06 -9.3560923125228781e+13 +6.1384251840830387e+20 
+8.8000000000000007e+00 +1.6378832191117241e+00 +5.5625781790178502e+06 -9.3890995111392266e+13 +5.9601415814113264e+20 
+8.9000000000000004e+00 +1.6377799029916511e+00 +5.5823239953621384e+06 -9.4235193021113344e+13 +5.7457733316620262e+20 
+9.0000000000000000e+00 +1.6376724333441961e+00 +5.6040230894256327e+06 -9.4778857969232625e+13 +5.5709533003815158e+20 
+9.0999999999999996e+00 +1.6375600420290222e+00 +5.6285106729579242e+06 -9.5668957967704328e+13 +5.4970921152174601e+20 
+9.2000000000000011e+00 +1.6374426342814121e+00 +5.6557007774356240e+06 -9.6898968649621031e+13 +5.5287114617991981e+20 
+9.3000000000000007e+00 +1.6373202836808789e+00 +5.6852771390813841e+06 -9.8423992532683219e+13 +5.6561107841557024e+20 
+9.4000000000000004e+00 +1.6371930638066898e+00 +5.7169234942505639e+06 -1.0019913214890534e+14 +5.8695895304522413e+20 
+9.5000000000000000e+00 +1.6370610482384040e+00 +5.7503235791388797e+06 -1.0217949001295692e+14 +6.1594471438147296e+20 
+9.6000000000000014e+00 +1.6369243105552271e+00 +5.7851611301449565e+06 -1.0432016866213303e+14 +6.5159830740539199e+20 
+9.7000000000000011e+00 +1.6367829243366430e+00 +5.8211198835023418e+06 -1.0657627061500641e+14 +6.9294967653871609e+20 
+9.8000000000000007e+00 +1.6366369631619839e+00 +5.8578835755384723e+06 -1.0890289840103697e+14 +7.3902876653324416e+20 
+9.9000000000000004e+00 +1.6364865006106883e+00 +5.8951359425139222e+06 -1.1125515454183850e+14 +7.8886552190131831e+20 
+1.0000000000000000e+01 +1.6363316102620462e+00 +5.9325607207772480e+06 -1.1358814156910153e+14 +8.4148988745789565e+20 
+1.0100000000000001e+01 +1.6361722909429790e+00 +5.9699527653381024e+06 -1.1587056267148466e+14 +8.9613194425118163e+20 
+1.0200000000000001e+01 +1.6360082424699838e+00 +6.0075514063836895e+06 -1.1812552372519498e+14 +9.5282232002976521e+20 
+1.0300000000000001e+01 +1.6358390899069009e+00 +6.0457070929337069e+06 -1.2038973128302083e+14 +1.0117917793643491e+21 
+1.0400000000000000e+01 +1.6356644583177273e+00 +6.0847702739163004e+06 -1.2269989188741341e+14 +1.0732710865173605e+21 
+1.0500000000000000e+01 +1.6354839727664099e+00 +6.1250913982846495e+06 -1.2509271208346873e+14 +1.1374910058275619e+21 
+1.0600000000000001e+01 +1.6352972583168044e+00 +6.1670209150500242e+06 -1.2760489842298025e+14 +1.2046823018347349e+21 
+1.0700000000000001e+01 +1.6351039400330145e+00 +6.2109092730681738e+06 -1.3027315743967623e+14 +1.2750757385315948e+21 
+1.0800000000000001e+01 +1.6349036429787211e+00 +6.2571069214637754e+06 -1.3313419569891608e+14 +1.3489020808767700e+21 
+1.0900000000000000e+01 +1.6346959922181192e+00 +6.3059643090336863e+06 -1.3622471972737334e+14 +1.4263920926451323e+21 
+1.1000000000000000e+01 +1.6344806128149749e+00 +6.3578318848464536e+06 -1.3958143608373952e+14 +1.5077765385905489e+21 
+1.1100000000000001e+01 +1.6342571946850843e+00 +6.4129362909072321e+06 -1.4322536347700003e+14 +1.5930467181038702e+21 
+1.1200000000000001e+01 +1.6340256871512917e+00 +6.4710089416597821e+06 -1.4711476929981322e+14 +1.6812360716629993e+21 
+1.1300000000000001e+01 +1.6337861043881019e+00 +6.5316574447007431e+06 -1.5119223311971478e+14 +1.7711385751187934e+21 
+1.1400000000000000e+01 +1.6335384605703223e+00 +6.5944894074568143e+06 -1.5540033448538712e+14 +1.8615482037660683e+21 
+1.1500000000000000e+01 +1.6332827698724293e+00 +6.6591124375433568e+06 -1.5968165296657697e+14 +1.9512589335234858e+21 
+1.1600000000000001e+01 +1.6330190464690917e+00 +6.7251341424670033e+06 -1.6397876812098388e+14 +2.0390647399548282e+21 
+1.1700000000000001e+01 +1.6327473045350032e+00 +6.7921621297233934e+06 -1.6823425950517134e+14 +2.1237595985909585e+21 
+1.1800000000000001e+01 +1.6324675582446939e+00 +6.8598040068955384e+06 -1.7239070668520491e+14 +2.2041374852406337e+21 
+1.1900000000000000e+01 +1.6321798217727987e+00 +6.9276673815082274e+06 -1.7639068922076975e+14 +2.2789923755256093e+21 
+1.2000000000000000e+01 +1.6318841092940317e+00 +6.9953598610410839e+06 -1.8017678666637625e+14 +2.3471182449114651e+21 
+1.2100000000000001e+01 +1.6315803177868426e+00 +7.0626516909509441e+06 -1.8371344662804356e+14 +2.4077953201241105e+21 
+1.2200000000000001e+01 +1.6312678754456365e+00 +7.1299636679956494e+06 -1.8705258884772303e+14 +2.4622488308121527e+21 
+1.2300000000000001e+01 +1.6309460932688202e+00 +7.1978792267506551e+06 -1.9026800110042106e+14 +2.5121902573259813e+21 
+1.2400000000000000e+01 +1.6306142822545240e+00 +7.2669818019567067e+06 -1.9343347118010478e+14 +2.5593310805863301e+21 
+1.2500000000000000e+01 +1.6302717534012239e+00 +7.3378548281508945e+06 -1.9662278685765397e+14 +2.6053827808246623e+21 
+1.2600000000000001e+01 +1.6299178177070934e+00 +7.4110817400519811e+06 -1.9990973592459091e+14 +2.6520568388891978e+21 
+1.2700000000000001e+01 +1.6295517861704749e+00 +7.4872459722705260e+06 -2.0336810615994278e+14 +2.7010647352517591e+21 
+1.2800000000000001e+01 +1.6291729697897679e+00 +7.5669309593871189e+06 -2.0707168533932247e+14 +2.7541179502811299e+21 
+1.2900000000000000e+01 +1.6287806795631306e+00 +7.6507201361307940e+06 -2.1109426125560656e+14 +2.8129279648698508e+21 
+1.3000000000000000e+01 +1.6283742264889918e+00 +7.7391969370617596e+06 -2.1550962168203362e+14 +2.8792062593149216e+21 
+1.3100000000000001e+01 +1.6279529808842703e+00 +7.8328108225411857e+06 -2.2037598553333284e+14 +2.9545059935513346e+21 
+1.3200000000000001e+01 +1.6275165503410349e+00 +7.9314753553839903e+06 -2.2568929620277588e+14 +3.0397470434122751e+21 
+1.3300000000000001e+01 +1.6270646017699051e+00 +8.0349701241673455e+06 -2.3142992822056841e+14 +3.1356909642296826e+21 
+1.3400000000000000e+01 +1.6265968020815047e+00 +8.1430747174685504e+06 -2.3757825611714453e+14 +3.2430993113461996e+21 
+1.3500000000000000e+01 +1.6261128181864919e+00 +8.2555687238452304e+06 -2.4411465442066675e+14 +3.3627336400355543e+21 
+1.3600000000000001e+01 +1.6256123169956533e+00 +8.3722317317652814e+06 -2.5101949764840216e+14 +3.4953555052338778e+21 
+1.3700000000000001e+01 +1.6250949654195128e+00 +8.4928433298710994e+06 -2.5827316033852794e+14 +3.6417264625216373e+21 
+1.3800000000000001e+01 +1.6245604303689103e+00 +8.6171831066024173e+06 -2.6585601700522512e+14 +3.8026080667440083e+21 
+1.3900000000000000e+01 +1.6240083787543151e+00 +8.7450306506316718e+06 -2.7374844218995494e+14 +3.9787618735773288e+21 
+1.4000000000000000e+01 +1.6234384774865849e+00 +8.8761655503854137e+06 -2.8193081040526775e+14 +4.1709494378160325e+21 
+1.4100000000000001e+01 +1.6228503786587374e+00 +9.0103878405203708e+06 -2.9037245416467888e+14 +4.3787774476407496e+21 
+1.4200000000000001e+01 +1.6222436750941154e+00 +9.1475793395271115e+06 -2.9899853785682319e+14 +4.5972331208337297e+21 
+1.4300000000000001e+01 +1.6216179447983892e+00 +9.2876423120089155e+06 -3.0772318385674444e+14 +4.8201488081066425e+21 
+1.4400000000000000e+01 +1.6209727657772834e+00 +9.4304790225440096e+06 -3.1646051453719350e+14 +5.0413568601124871e+21 
+1.4500000000000000e+01 +1.6203077160366559e+00 +9.5759917356198989e+06 -3.2512465225982019e+14 +5.2546896271579441e+21 
+1.4600000000000001e+01 +1.6196223735821160e+00 +9.7240827158898283e+06 -3.3362971940624662e+14 +5.4539794601679604e+21 
+1.4700000000000001e+01 +1.6189163164193852e+00 +9.8746542279187702e+06 -3.4188983834682269e+14 +5.6330587097074636e+21 
+1.4800000000000001e+01 +1.6181891225542793e+00 +1.0027608536235509e+07 -3.4981913144875150e+14 +5.7857597262645711e+21 
+1.4900000000000000e+01 +1.6174403699924891e+00 +1.0182847905427193e+07 -3.5733172108522288e+14 +5.9059148604954525e+21 
+1.5000000000000000e+01 +1.6166696367397837e+00 +1.0340274600041591e+07 -3.6434172962523719e+14 +5.9873564629362415e+21 
+1.5100000000000001e+01 +1.6158761855559975e+00 +1.0500130027958179e+07 -3.7085132830964669e+14 +6.0288130522883136e+21 
+1.5200000000000001e+01 +1.6150580182174874e+00 +1.0664012170189248e+07 -3.7721488384337612e+14 +6.0485978192005877e+21 
+1.5300000000000001e+01 +1.6142128212547300e+00 +1.0833858151057187e+07 -3.8387481180118812e+14 +6.0699201224350242e+21 
+1.5400000000000000e+01 +1.6133382811981398e+00 +1.1011605094912212e+07 -3.9127352776085006e+14 +6.1159893208420036e+21 
+1.5500000000000000e+01 +1.6124320845781985e+00 +1.1199190126064166e+07 -3.9985344729516512e+14 +6.2100147731150479e+21 
+1.5600000000000001e+01 +1.6114919179254346e+00 +1.1398550368798722e+07 -4.1005698597460106e+14 +6.3752058378867263e+21 
+1.5700000000000001e+01 +1.6105154677702473e+00 +1.1611622947473746e+07 -4.2232655937756250e+14 +6.6347718740214672e+21 
+1.5800000000000001e+01 +1.6095004206431740e+00 +1.1840344986369640e+07 -4.3710458307379075e+14 +7.0119222401268166e+21 
+1.5900000000000000e+01 +1.6084444630745329e+00 +1.2086653609897582e+07 -4.5483347264811312e+14 +7.5298662952662729e+21 
+1.6000000000000000e+01 +1.6073452815949623e+00 +1.2352485942272196e+07 -4.7595564366243594e+14 +8.2118133978068314e+21 
+1.6100000000000001e+01 +1.6062013195981002e+00 +1.2638777451127734e+07 -5.0068656575549962e+14 +9.0694561410955598e+21 
+1.6199999999999999e+01 +1.6050140479304109e+00 +1.2942456977233449e+07 -5.2833392480837400e+14 +1.0068420056398984e+22 
+1.6300000000000001e+01 +1.6037856943015738e+00 +1.3259451704654846e+07 -5.5797846076485012e+14 +1.1162813909538924e+22 
+1.6400000000000002e+01 +1.6025184864213669e+00 +1.3585688817389462e+07 -5.8870091356067638e+14 +1.2306746466091800e+22 
+1.6500000000000000e+01 +1.6012146519995005e+00 +1.3917095499476584e+07 -6.1958202313637600e+14 +1.3454326491777407e+22 
+1.6600000000000001e+01 +1.5998764187456795e+00 +1.4249598934959233e+07 -6.4970252943281650e+14 +1.4559662752323600e+22 
+1.6699999999999999e+01 +1.5985060143694900e+00 +1.4579126307954295e+07 -6.7814317239960775e+14 +1.5576864013726880e+22 
+1.6800000000000001e+01 +1.5971056665808301e+00 +1.4901604802392764e+07 -7.0398469196510025e+14 +1.6460039041344837e+22 
+1.6900000000000002e+01 +1.5956776030893607e+00 +1.5212961602335677e+07 -7.2630782807184388e+14 +1.7163296600949820e+22 
+1.7000000000000000e+01 +1.5942240516047299e+00 +1.5509123891869128e+07 -7.4419332066619475e+14 +1.7640745458444806e+22 
+1.7100000000000001e+01 +1.5927463118603362e+00 +1.5787279743907375e+07 -7.5701694052054688e+14 +1.7861525157552851e+22 
+1.7199999999999999e+01 +1.5912419716840382e+00 +1.6049660787040101e+07 -7.6533458175498688e+14 +1.7854898354620119e+22 
+1.7300000000000001e+01 +1.5897076909273606e+00 +1.6299759538762471e+07 -7.6999716932583275e+14 +1.7665158484142489e+22 
+1.7400000000000002e+01 +1.5881401294419266e+00 +1.6541068516493488e+07 -7.7185562817979188e+14 +1.7336598980311168e+22 
+1.7500000000000000e+01 +1.5865359470792644e+00 +1.6777080237721637e+07 -7.7176088327224088e+14 +1.6913513277591109e+22 
+1.7600000000000001e+01 +1.5848918036908497e+00 +1.7011287219957318e+07 -7.7056385956046525e+14 +1.6440194810493004e+22 
+1.7699999999999999e+01 +1.5832043591281868e+00 +1.7247181980699621e+07 -7.6911548200082900e+14 +1.5960937013507212e+22 
+1.7800000000000001e+01 +1.5814702732428760e+00 +1.7488257037395876e+07 -7.6826667554405225e+14 +1.5520033320959088e+22 
+1.7900000000000002e+01 +1.5796862058864658e+00 +1.7738004907501783e+07 -7.6886836514073138e+14 +1.5161777167152007e+22 
+1.8000000000000000e+01 +1.5778488169104106e+00 +1.7999918108558025e+07 -7.7177147575251075e+14 +1.4930461986743430e+22 
+1.8100000000000001e+01 +1.5759548458913146e+00 +1.8276777301375929e+07 -7.7761417418100375e+14 +1.4858804996550836e+22 
+1.8199999999999999e+01 +1.5740013513053221e+00 +1.8568515720561843e+07 -7.8618359467311775e+14 +1.4933218544664839e+22 
+1.8300000000000001e+01 +1.5719854713537544e+00 +1.8874354743989188e+07 -7.9705411331594500e+14 +1.5128538761353142e+22 
+1.8400000000000002e+01 +1.5699043442377283e+00 +1.9193515749656998e+07 -8.0980010621112862e+14 +1.5419601777323690e+22 
+1.8500000000000000e+01 +1.5677551081584822e+00 +1.9525220115495760e+07 -8.2399594945255900e+14 +1.5781243723052673e+22 
+1.8600000000000001e+01 +1.5655349013172535e+00 +1.9868689219427433e+07 -8.3921601913279888e+14 +1.6188300728970731e+22 
+1.8699999999999999e+01 +1.5632408619152556e+00 +2.0223144439395837e+07 -8.5503469134730338e+14 +1.6615608925602378e+22 
+1.8800000000000001e+01 +1.5608701281537094e+00 +2.0587807153334275e+07 -8.7102634218993288e+14 +1.7038004443416761e+22 
+1.8900000000000002e+01 +1.5584198382337888e+00 +2.0961898739212129e+07 -8.8676534775912712e+14 +1.7430323413028656e+22 
+1.9000000000000000e+01 +1.5558871303566633e+00 +2.1344640574993555e+07 -9.0182608415242588e+14 +1.7767401965021309e+22 
+1.9100000000000001e+01 +1.5532702289220282e+00 +2.1735027138207275e+07 -9.1585997753096325e+14 +1.8030115042193308e+22 
+1.9200000000000003e+01 +1.5505717031226778e+00 +2.2131145305207636e+07 -9.2882665437456112e+14 +1.8223492838132189e+22 
+1.9300000000000001e+01 +1.5477952083498374e+00 +2.2530855051974174e+07 -9.4076279123395925e+14 +1.8358604358868978e+22 
+1.9400000000000002e+01 +1.5449443999947694e+00 +2.2932016354459822e+07 -9.5170506465667200e+14 +1.8446518610334228e+22 
+1.9500000000000000e+01 +1.5420229334486915e+00 +2.3332489188642517e+07 -9.6169015119289462e+14 +1.8498304598536192e+22 
+1.9600000000000001e+01 +1.5390344641029039e+00 +2.3730133530458197e+07 -9.7075472738845462e+14 +1.8525031329359504e+22 
+1.9700000000000003e+01 +1.5359826473485561e+00 +2.4122809355917465e+07 -9.7893546979686612e+14 +1.8537767808904259e+22 
+1.9800000000000001e+01 +1.5328711385768745e+00 +2.4508376641001411e+07 -9.8626905496917638e+14 +1.8547583043212767e+22 
+1.9900000000000002e+01 +1.5297035931791980e+00 +2.4884695361614075e+07 -9.9279215944714862e+14 +1.8565546038040780e+22 
+2.0000000000000000e+01 +1.5264836665466539e+00 +2.5249625493793402e+07 -9.9854145978816688e+14 +1.8602725799617720e+22 
+2.0100000000000001e+01 +1.5232133182010295e+00 +2.5601442874411080e+07 -1.0035231688353108e+15 +1.8666567515588637e+22 
+2.0200000000000003e+01 +1.5198877241864297e+00 +2.5940086783907481e+07 -1.0076216446030682e+15 +1.8750021100151970e+22 
+2.0300000000000001e+01 +1.5165003646772954e+00 +2.6265912363762289e+07 -1.0106907814158085e+15 +1.8842412649660402e+22 
+2.0400000000000002e+01 +1.5130447198482146e+00 +2.6579274755358439e+07 -1.0125844735863686e+15 +1.8933068260111672e+22 
+2.0500000000000000e+01 +1.5095142698737456e+00 +2.6880529100103073e+07 -1.0131566154306419e+15 +1.9011314027600183e+22 
+2.0600000000000001e+01 +1.5059024949284057e+00 +2.7170030539427835e+07 -1.0122611012673481e+15 +1.9066476048306156e+22 
+2.0700000000000003e+01 +1.5022028751867833e+00 +2.7448134214717649e+07 -1.0097518254096849e+15 +1.9087880418240267e+22 
+2.0800000000000001e+01 +1.4984088908233795e+00 +2.7715195267411619e+07 -1.0054826821769999e+15 +1.9064853233597202e+22 
