# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=8][T/m^n] 
+1.3600000000000001e+01 -3.8899313896700138e-03 -1.5789664759847987e+01 +6.1231503518876001e+11 
+1.3700000000000001e+01 -3.8885204713715862e-03 -1.5797078376411504e+01 +6.1283008069274023e+11 
+1.3800000000000001e+01 -3.8870805252599499e-03 -1.5804591057004520e+01 +6.1335048057838330e+11 
+1.3900000000000000e+01 -3.8856110063225655e-03 -1.5812204889284608e+01 +6.1387774851874768e+11 
+1.4000000000000000e+01 -3.8841113695469117e-03 -1.5819921960909166e+01 +6.1441339818684546e+11 
+1.4100000000000001e+01 -3.8825810598343488e-03 -1.5827743768041659e+01 +6.1495859315998169e+11 
+1.4200000000000001e+01 -3.8810194817418251e-03 -1.5835669440869202e+01 +6.1551309663247852e+11 
+1.4300000000000001e+01 -3.8794260297401848e-03 -1.5843697518084769e+01 +6.1607632170287122e+11 
+1.4400000000000000e+01 -3.8778000983002571e-03 -1.5851826538381674e+01 +6.1664768146982703e+11 
+1.4500000000000000e+01 -3.8761410818929001e-03 -1.5860055040452551e+01 +6.1722658903178503e+11 
+1.4600000000000001e+01 -3.8744483749889470e-03 -1.5868381562990686e+01 +6.1781245748739185e+11 
+1.4700000000000001e+01 -3.8727213720592402e-03 -1.5876804644688979e+01 +6.1840469993515405e+11 
+1.4800000000000001e+01 -3.8709594675746242e-03 -1.5885322824240550e+01 +6.1900272947368701e+11 
+1.4900000000000000e+01 -3.8691620560059397e-03 -1.5893934640338314e+01 +6.1960595920151562e+11 
+1.5000000000000000e+01 -3.8673285318240203e-03 -1.5902638631675602e+01 +6.2021380221729663e+11 
+1.5100000000000001e+01 -3.8654582320257359e-03 -1.5911432539419639e+01 +6.2082548999443896e+11 
+1.5200000000000001e+01 -3.8635502637120048e-03 -1.5920310914636282e+01 +6.2143952750639905e+11 
+1.5300000000000001e+01 -3.8616036765097644e-03 -1.5929267510865891e+01 +6.2205423810155103e+11 
+1.5400000000000000e+01 -3.8596175200459565e-03 -1.5938296081648511e+01 +6.2266794512816541e+11 
+1.5500000000000000e+01 -3.8575908439475244e-03 -1.5947390380524373e+01 +6.2327897193460352e+11 
+1.5600000000000001e+01 -3.8555226978413959e-03 -1.5956544161034168e+01 +6.2388564186936145e+11 
+1.5700000000000001e+01 -3.8534121313545241e-03 -1.5965751176717562e+01 +6.2448627828057483e+11 
+1.5800000000000001e+01 -3.8512581941138398e-03 -1.5975005181115122e+01 +6.2507920451670850e+11 
+1.5900000000000000e+01 -3.8490599357462836e-03 -1.5984299927767129e+01 +6.2566274392613696e+11 
+1.6000000000000000e+01 -3.8468164058787909e-03 -1.5993629170213934e+01 +6.2623521985723169e+11 
+1.6100000000000001e+01 -3.8445267293770050e-03 -1.6002986571550409e+01 +6.2679496786622949e+11 
+1.6199999999999999e+01 -3.8421903320612822e-03 -1.6012365433093166e+01 +6.2734037234207544e+11 
+1.6300000000000001e+01 -3.8398067149907058e-03 -1.6021758965712763e+01 +6.2786982988134888e+11 
+1.6400000000000002e+01 -3.8373753792243421e-03 -1.6031160380280220e+01 +6.2838173708080273e+11 
+1.6500000000000000e+01 -3.8348958258212448e-03 -1.6040562887666894e+01 +6.2887449053729651e+11 
+1.6600000000000001e+01 -3.8323675558404931e-03 -1.6049959698743603e+01 +6.2934648684751868e+11 
+1.6699999999999999e+01 -3.8297900703411574e-03 -1.6059344024381236e+01 +6.2979612260816492e+11 
+1.6800000000000001e+01 -3.8271628703823012e-03 -1.6068709075450862e+01 +6.3022179441600928e+11 
+1.6900000000000002e+01 -3.8244854570229753e-03 -1.6078048062824021e+01 +6.3062189886796582e+11 
+1.7000000000000000e+01 -3.8217573313222698e-03 -1.6087354197371013e+01 +6.3099483256054089e+11 
+1.7100000000000001e+01 -3.8189779004024023e-03 -1.6096620868439643e+01 +6.3133964093580054e+11 
+1.7199999999999999e+01 -3.8161461956381926e-03 -1.6105842179284306e+01 +6.3165796481687231e+11 
+1.7300000000000001e+01 -3.8132611544676345e-03 -1.6115012411635171e+01 +6.3195209387180457e+11 
+1.7400000000000002e+01 -3.8103217143287114e-03 -1.6124125847222963e+01 +6.3222431776888196e+11 
+1.7500000000000000e+01 -3.8073268126594109e-03 -1.6133176767778181e+01 +6.3247692617629590e+11 
+1.7600000000000001e+01 -3.8042753868977272e-03 -1.6142159455031383e+01 +6.3271220876228149e+11 
+1.7699999999999999e+01 -3.8011663744816323e-03 -1.6151068190713296e+01 +6.3293245519508191e+11 
+1.7800000000000001e+01 -3.7979987128491186e-03 -1.6159897256554355e+01 +6.3313995514287280e+11 
+1.7900000000000002e+01 -3.7947713394381757e-03 -1.6168640934285129e+01 +6.3333699827388953e+11 
+1.8000000000000000e+01 -3.7914831916867862e-03 -1.6177293505636239e+01 +6.3352587425634924e+11 
+1.8100000000000001e+01 -3.7881332060117952e-03 -1.6185846059058981e+01 +6.3370772673994861e+11 
+1.8199999999999999e+01 -3.7847203147455106e-03 -1.6194276909887364e+01 +6.3387911530031104e+11 
+1.8300000000000001e+01 -3.7812434491990977e-03 -1.6202561180175962e+01 +6.3403545349446118e+11 
+1.8400000000000002e+01 -3.7777015406837244e-03 -1.6210673991979537e+01 +6.3417215487949939e+11 
+1.8500000000000000e+01 -3.7740935205105575e-03 -1.6218590467352673e+01 +6.3428463301245056e+11 
+1.8600000000000001e+01 -3.7704183199907550e-03 -1.6226285728350341e+01 +6.3436830145049536e+11 
+1.8699999999999999e+01 -3.7666748704354978e-03 -1.6233734897026764e+01 +6.3441857375054700e+11 
+1.8800000000000001e+01 -3.7628621031559361e-03 -1.6240913095437090e+01 +6.3443086346982007e+11 
+1.8900000000000002e+01 -3.7589789494632347e-03 -1.6247795445636065e+01 +6.3440058416542505e+11 
+1.9000000000000000e+01 -3.7550243406685772e-03 -1.6254357069677845e+01 +6.3432314939424146e+11 
+1.9100000000000001e+01 -3.7509972684604148e-03 -1.6260573047111592e+01 +6.3419452092463635e+11 
+1.9200000000000003e+01 -3.7468969660363607e-03 -1.6266418287463328e+01 +6.3401285336977319e+11 
+1.9300000000000001e+01 -3.7427227269713360e-03 -1.6271867657753006e+01 +6.3377684955391394e+11 
+1.9400000000000002e+01 -3.7384738448402442e-03 -1.6276896025000799e+01 +6.3348521230140051e+11 
+1.9500000000000000e+01 -3.7341496132180098e-03 -1.6281478256226684e+01 +6.3313664443652600e+11 
+1.9600000000000001e+01 -3.7297493256795381e-03 -1.6285589218450777e+01 +6.3272984878357800e+11 
+1.9700000000000003e+01 -3.7252722757997458e-03 -1.6289203778693089e+01 +6.3226352816687524e+11 
+1.9800000000000001e+01 -3.7207177571535457e-03 -1.6292296803973787e+01 +6.3173638541074707e+11 
+1.9900000000000002e+01 -3.7160850633158422e-03 -1.6294843161313135e+01 +6.3114712333955884e+11 
+2.0000000000000000e+01 -3.7113734878615645e-03 -1.6296817717730757e+01 +6.3049444477748401e+11 
+2.0100000000000001e+01 -3.7065823015195475e-03 -1.6298194891024369e+01 +6.2977735920860815e+11 
+2.0200000000000003e+01 -3.7017106836343670e-03 -1.6298947302100682e+01 +6.2899610275564734e+11 
+2.0300000000000001e+01 -3.6967577907045484e-03 -1.6299047122643710e+01 +6.2815121820106335e+11 
+2.0400000000000002e+01 -3.6917227792285907e-03 -1.6298466524337492e+01 +6.2724324832720923e+11 
+2.0500000000000000e+01 -3.6866048057050101e-03 -1.6297177678866074e+01 +6.2627273591652612e+11 
+2.0600000000000001e+01 -3.6814030266323228e-03 -1.6295152757913460e+01 +6.2524022375142908e+11 
+2.0700000000000003e+01 -3.6761165985090367e-03 -1.6292363933163699e+01 +6.2414625461432056e+11 
+2.0800000000000001e+01 -3.6707446778336634e-03 -1.6288783376301001e+01 +6.2299137128768579e+11 
+2.0900000000000002e+01 -3.6652864211047160e-03 -1.6284383259009306e+01 +6.2177611655390356e+11 
+2.1000000000000000e+01 -3.6597409848207088e-03 -1.6279135752972515e+01 +6.2050103319533972e+11 
+2.1100000000000001e+01 -3.6541075321333428e-03 -1.6273010762244464e+01 +6.1916657149917041e+11 
+2.1200000000000003e+01 -3.6483852528071009e-03 -1.6265969120357148e+01 +6.1777281177140662e+11 
+2.1300000000000001e+01 -3.6425733432596569e-03 -1.6257969393212068e+01 +6.1631974182265674e+11 
+2.1400000000000002e+01 -3.6366709999086705e-03 -1.6248970146711276e+01 +6.1480734946378076e+11 
+2.1500000000000000e+01 -3.6306774191718402e-03 -1.6238929946755746e+01 +6.1323562250524951e+11 
+2.1600000000000001e+01 -3.6245917974668230e-03 -1.6227807359247421e+01 +6.1160454875784253e+11 
+2.1700000000000003e+01 -3.6184133312112858e-03 -1.6215560950088154e+01 +6.0991411603234729e+11 
+2.1800000000000001e+01 -3.6121412168229178e-03 -1.6202149285179203e+01 +6.0816431213932544e+11 
+2.1900000000000002e+01 -3.6057746507193868e-03 -1.6187530930422259e+01 +6.0635512488949951e+11 
+2.2000000000000000e+01 -3.5993128293183565e-03 -1.6171664451719202e+01 +6.0448654209362830e+11 
+2.2100000000000001e+01 -3.5927550458326996e-03 -1.6154505523873489e+01 +6.0255863040421472e+11 
+2.2200000000000003e+01 -3.5861009806560313e-03 -1.6135998257297398e+01 +6.0057177184144067e+11 
+2.2300000000000001e+01 -3.5793504109771536e-03 -1.6116083871305367e+01 +5.9852642726738269e+11 
+2.2400000000000002e+01 -3.5725031139848852e-03 -1.6094703585211377e+01 +5.9642305754401111e+11 
+2.2500000000000000e+01 -3.5655588668680196e-03 -1.6071798618330039e+01 +5.9426212353342554e+11 
+2.2600000000000001e+01 -3.5585174468153722e-03 -1.6047310189975473e+01 +5.9204408609764551e+11 
+2.2700000000000003e+01 -3.5513786310157492e-03 -1.6021179519462038e+01 +5.8976940609873730e+11 
+2.2800000000000001e+01 -3.5441421966579596e-03 -1.5993347826103937e+01 +5.8743854439869165e+11 
+2.2900000000000002e+01 -3.5368079209308029e-03 -1.5963756329215636e+01 +5.8505196185960596e+11 
+2.3000000000000000e+01 -3.5293755810230881e-03 -1.5932346248111394e+01 +5.8261011934352795e+11 
+2.3100000000000001e+01 -3.5218450292413572e-03 -1.5899065794852186e+01 +5.8011415787363330e+11 
+2.3200000000000003e+01 -3.5142164183630384e-03 -1.5863891152486985e+01 +5.7756793911816138e+11 
+2.3300000000000001e+01 -3.5064899762832927e-03 -1.5826805496811588e+01 +5.7497600490650281e+11 
+2.3400000000000002e+01 -3.4986659308972761e-03 -1.5787792003621753e+01 +5.7234289706807141e+11 
+2.3500000000000000e+01 -3.4907445101001514e-03 -1.5746833848713077e+01 +5.6967315743219775e+11 
+2.3600000000000001e+01 -3.4827259417870801e-03 -1.5703914207881482e+01 +5.6697132782837354e+11 
+2.3700000000000003e+01 -3.4746104538532240e-03 -1.5659016256922406e+01 +5.6424195008585681e+11 
+2.3800000000000001e+01 -3.4663982741937327e-03 -1.5612123171632065e+01 +5.6148956603422217e+11 
+2.3900000000000002e+01 -3.4580896307037823e-03 -1.5563218127805618e+01 +5.5871871750266553e+11 
+2.4000000000000000e+01 -3.4496847512785179e-03 -1.5512284301239289e+01 +5.5593394632074072e+11 
+2.4100000000000001e+01 -3.4411838353275706e-03 -1.5459302673580460e+01 +5.5314010849764221e+11 
+2.4200000000000003e+01 -3.4325869683184372e-03 -1.5404245449883039e+01 +5.5034331676164001e+11 
+2.4300000000000001e+01 -3.4238942072330769e-03 -1.5347082641053110e+01 +5.4754999802100073e+11 
+2.4400000000000002e+01 -3.4151056090534516e-03 -1.5287784257996517e+01 +5.4476657918390991e+11 
+2.4500000000000000e+01 -3.4062212307615258e-03 -1.5226320311618986e+01 +5.4199948715849908e+11 
+2.4600000000000001e+01 -3.3972411293392520e-03 -1.5162660812826665e+01 +5.3925514885304218e+11 
+2.4700000000000003e+01 -3.3881653617685893e-03 -1.5096775772525399e+01 +5.3653999117570953e+11 
+2.4800000000000001e+01 -3.3789939850315124e-03 -1.5028635201620734e+01 +5.3386044103458307e+11 
+2.4900000000000002e+01 -3.3697270561099729e-03 -1.4958209111018846e+01 +5.3122292533796027e+11 
+2.5000000000000000e+01 -3.3603646319859243e-03 -1.4885467511625752e+01 +5.2863387099405554e+11 
+2.5100000000000001e+01 -3.3509068937685148e-03 -1.4810386344249505e+01 +5.2609823119458777e+11 
+2.5200000000000003e+01 -3.3413545190755707e-03 -1.4732965269308270e+01 +5.2361506426575629e+11 
+2.5300000000000001e+01 -3.3317083096521022e-03 -1.4653209877122627e+01 +5.2118195481736371e+11 
+2.5400000000000002e+01 -3.3219690672431005e-03 -1.4571125758013450e+01 +5.1879648745931366e+11 
+2.5500000000000000e+01 -3.3121375935935898e-03 -1.4486718502300848e+01 +5.1645624680124261e+11 
+2.5600000000000001e+01 -3.3022146904485611e-03 -1.4399993700305878e+01 +5.1415881745312177e+11 
+2.5700000000000003e+01 -3.2922011595530381e-03 -1.4310956942348605e+01 +5.1190178402459540e+11 
+2.5800000000000001e+01 -3.2820978026520120e-03 -1.4219613818749997e+01 +5.0968273112556201e+11 
+2.5900000000000002e+01 -3.2719054214904891e-03 -1.4125969919830572e+01 +5.0749924336582410e+11 
+2.6000000000000000e+01 -3.2616248178134778e-03 -1.4030030835910919e+01 +5.0534890535518945e+11 
