# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=8][T/m^n] 
+2.8000000000000003e+00 -3.9335431158158945e-03 +1.5947554486321033e+01 +6.8314117534567993e+11 
+2.9000000000000004e+00 -3.9334238867095037e-03 +1.5946629079108845e+01 +6.8356688400372302e+11 
+3.0000000000000000e+00 -3.9333010202895653e-03 +1.5945729868873231e+01 +6.8391942023724243e+11 
+3.1000000000000001e+00 -3.9331749278770940e-03 +1.5944881105568507e+01 +6.8417560160667273e+11 
+3.2000000000000002e+00 -3.9330456158682432e-03 +1.5944083486397540e+01 +6.8433997994323096e+11 
+3.3000000000000003e+00 -3.9329129894279478e-03 +1.5943331820375276e+01 +6.8442404064582324e+11 
+3.4000000000000004e+00 -3.9327769537211418e-03 +1.5942620916516617e+01 +6.8443926911338428e+11 
+3.5000000000000000e+00 -3.9326374139127618e-03 +1.5941945583836649e+01 +6.8439715074477112e+11 
+3.6000000000000001e+00 -3.9324942751677479e-03 +1.5941300631350376e+01 +6.8430917093888708e+11 
+3.7000000000000002e+00 -3.9323474426510340e-03 +1.5940680868072725e+01 +6.8418681509465417e+11 
+3.8000000000000003e+00 -3.9321968215275584e-03 +1.5940081103018766e+01 +6.8404156861094214e+11 
+3.9000000000000004e+00 -3.9320423169622552e-03 +1.5939496145203455e+01 +6.8388491688665967e+11 
+4.0000000000000000e+00 -3.9318838341200679e-03 +1.5938920803641906e+01 +6.8372834532067151e+11 
+4.1000000000000005e+00 -3.9317212630417776e-03 +1.5938350725396557e+01 +6.8358116221466187e+11 
+4.2000000000000002e+00 -3.9315544332716107e-03 +1.5937784909721275e+01 +6.8344396748095789e+11 
+4.2999999999999998e+00 -3.9313831592296296e-03 +1.5937223193917006e+01 +6.8331518393479956e+11 
+4.4000000000000004e+00 -3.9312072553359129e-03 +1.5936665415285240e+01 +6.8319323439123230e+11 
+4.5000000000000000e+00 -3.9310265360105344e-03 +1.5936111411127278e+01 +6.8307654166538208e+11 
+4.6000000000000005e+00 -3.9308408156735579e-03 +1.5935561018744123e+01 +6.8296352857246545e+11 
+4.7000000000000002e+00 -3.9306499087450614e-03 +1.5935014075437293e+01 +6.8285261792753052e+11 
+4.8000000000000007e+00 -3.9304536296451125e-03 +1.5934470418507825e+01 +6.8274223254578113e+11 
+4.9000000000000004e+00 -3.9302517927937899e-03 +1.5933929885257268e+01 +6.8263079524225488e+11 
+5.0000000000000000e+00 -3.9300442126111593e-03 +1.5933392312986644e+01 +6.8251672883216577e+11 
+5.1000000000000005e+00 -3.9298307140329903e-03 +1.5932856089141820e+01 +6.8239908572362634e+11 
+5.2000000000000002e+00 -3.9296111640578259e-03 +1.5932313801746462e+01 +6.8227943669689307e+11 
+5.3000000000000007e+00 -3.9293854401999040e-03 +1.5931756588968826e+01 +6.8215998212520361e+11 
+5.4000000000000004e+00 -3.9291534199734652e-03 +1.5931175588977018e+01 +6.8204292238185547e+11 
+5.5000000000000000e+00 -3.9289149808927459e-03 +1.5930561939939325e+01 +6.8193045784007605e+11 
+5.6000000000000005e+00 -3.9286700004719883e-03 +1.5929906780023950e+01 +6.8182478887312646e+11 
+5.7000000000000002e+00 -3.9284183562254254e-03 +1.5929201247398979e+01 +6.8172811585430933e+11 
+5.8000000000000007e+00 -3.9281599256673029e-03 +1.5928436480232778e+01 +6.8164263915682605e+11 
+5.9000000000000004e+00 -3.9278945863118588e-03 +1.5927603616693549e+01 +6.8157055915394312e+11 
+6.0000000000000000e+00 -3.9276222156733260e-03 +1.5926693794949241e+01 +6.8151407621900452e+11 
+6.1000000000000005e+00 -3.9273427182048527e-03 +1.5925701985845508e+01 +6.8147414432791675e+11 
+6.2000000000000002e+00 -3.9270561061152068e-03 +1.5924638490936047e+01 +6.8144673186787549e+11 
+6.3000000000000007e+00 -3.9267624185520622e-03 +1.5923517444452120e+01 +6.8142656082865955e+11 
+6.4000000000000004e+00 -3.9264616946630927e-03 +1.5922352980624659e+01 +6.8140835320018250e+11 
+6.5000000000000000e+00 -3.9261539735959633e-03 +1.5921159233684641e+01 +6.8138683097233191e+11 
+6.6000000000000005e+00 -3.9258392944983601e-03 +1.5919950337863352e+01 +6.8135671613489966e+11 
+6.7000000000000002e+00 -3.9255176965179517e-03 +1.5918740427391789e+01 +6.8131273067776831e+11 
+6.8000000000000007e+00 -3.9251892188024084e-03 +1.5917543636500920e+01 +6.8124959659083313e+11 
+6.9000000000000004e+00 -3.9248539004994006e-03 +1.5916374099421795e+01 +6.8116203586395068e+11 
+7.0000000000000000e+00 -3.9245117807566073e-03 +1.5915245950385517e+01 +6.8104477048698035e+11 
+7.1000000000000005e+00 -3.9241628196845192e-03 +1.5914167933570313e+01 +6.8089450880980811e+11 
+7.2000000000000002e+00 -3.9238066612448681e-03 +1.5913127232941768e+01 +6.8071590462283777e+11 
+7.3000000000000007e+00 -3.9234428703622086e-03 +1.5912105642412701e+01 +6.8051559807648474e+11 
+7.4000000000000004e+00 -3.9230710119611033e-03 +1.5911084955896206e+01 +6.8030022932106824e+11 
+7.5000000000000000e+00 -3.9226906509660922e-03 +1.5910046967304746e+01 +6.8007643850711267e+11 
+7.6000000000000005e+00 -3.9223013523017360e-03 +1.5908973470551270e+01 +6.7985086578498645e+11 
+7.7000000000000002e+00 -3.9219026808925911e-03 +1.5907846259548743e+01 +6.7963015130504785e+11 
+7.8000000000000007e+00 -3.9214942016632020e-03 +1.5906647128209695e+01 +6.7942093521780823e+11 
+7.9000000000000004e+00 -3.9210754795381327e-03 +1.5905357870447236e+01 +6.7922985767357886e+11 
+8.0000000000000000e+00 -3.9206460794419321e-03 +1.5903960280173994e+01 +6.7906355882283508e+11 
+8.0999999999999996e+00 -3.9202056533262477e-03 +1.5902442544542758e+01 +6.7892643715328235e+11 
+8.2000000000000011e+00 -3.9197542012511201e-03 +1.5900818423665912e+01 +6.7881392450195215e+11 
+8.3000000000000007e+00 -3.9192918103036836e-03 +1.5899108070895922e+01 +6.7871921104311169e+11 
+8.4000000000000004e+00 -3.9188185675710710e-03 +1.5897331639585065e+01 +6.7863548695111938e+11 
+8.5000000000000000e+00 -3.9183345601404174e-03 +1.5895509283085703e+01 +6.7855594240029944e+11 
+8.5999999999999996e+00 -3.9178398750988538e-03 +1.5893661154750141e+01 +6.7847376756497363e+11 
+8.7000000000000011e+00 -3.9173345995335163e-03 +1.5891807407930775e+01 +6.7838215261946130e+11 
+8.8000000000000007e+00 -3.9168188205315410e-03 +1.5889968195980080e+01 +6.7827428773803247e+11 
+8.9000000000000004e+00 -3.9162926251800579e-03 +1.5888163672250229e+01 +6.7814336309507886e+11 
+9.0000000000000000e+00 -3.9157561005662075e-03 +1.5886413990093718e+01 +6.7798256886487561e+11 
+9.0999999999999996e+00 -3.9152092388946898e-03 +1.5884732483708072e+01 +6.7778703452621472e+11 
+9.2000000000000011e+00 -3.9146516528405081e-03 +1.5883105210672136e+01 +6.7755964677559473e+11 
+9.3000000000000007e+00 -3.9140828601962364e-03 +1.5881511409409953e+01 +6.7730523161399194e+11 
+9.4000000000000004e+00 -3.9135023787544342e-03 +1.5879930318345274e+01 +6.7702861504246338e+11 
+9.5000000000000000e+00 -3.9129097263076885e-03 +1.5878341175902497e+01 +6.7673462306186609e+11 
+9.6000000000000014e+00 -3.9123044206485656e-03 +1.5876723220505413e+01 +6.7642808167325696e+11 
+9.7000000000000011e+00 -3.9116859795696336e-03 +1.5875055690578094e+01 +6.7611381687757861e+11 
+9.8000000000000007e+00 -3.9110539208634665e-03 +1.5873317824544539e+01 +6.7579665467582568e+11 
+9.9000000000000004e+00 -3.9104077623226367e-03 +1.5871488860828784e+01 +6.7548142106896680e+11 
+1.0000000000000000e+01 -3.9097470217397141e-03 +1.5869548037854797e+01 +6.7517294205800171e+11 
+1.0100000000000001e+01 -3.9090712611334639e-03 +1.5867479245278545e+01 +6.7487498966666858e+11 
+1.0200000000000001e+01 -3.9083802194273733e-03 +1.5865284977682503e+01 +6.7458712001021350e+11 
+1.0300000000000001e+01 -3.9076736797711313e-03 +1.5862972380881317e+01 +6.7430783522657947e+11 
+1.0400000000000000e+01 -3.9069514253144162e-03 +1.5860548600689308e+01 +6.7403563745380798e+11 
+1.0500000000000000e+01 -3.9062132392069116e-03 +1.5858020782921031e+01 +6.7376902882987842e+11 
+1.0600000000000001e+01 -3.9054589045983013e-03 +1.5855396073390908e+01 +6.7350651149279858e+11 
+1.0700000000000001e+01 -3.9046882046382659e-03 +1.5852681617913360e+01 +6.7324658758059180e+11 
+1.0800000000000001e+01 -3.9039009224764924e-03 +1.5849884562303030e+01 +6.7298775923118799e+11 
+1.0900000000000000e+01 -3.9030968412626559e-03 +1.5847012052374106e+01 +6.7272852858268860e+11 
+1.1000000000000000e+01 -3.9022757441464504e-03 +1.5844071233941390e+01 +6.7246739777297925e+11 
+1.1100000000000001e+01 -3.9014373904174031e-03 +1.5841067701420267e+01 +6.7220315334744495e+11 
+1.1200000000000001e+01 -3.9005814439244816e-03 +1.5838000843631505e+01 +6.7193571948042065e+11 
+1.1300000000000001e+01 -3.8997075446565179e-03 +1.5834868497997110e+01 +6.7166530475355383e+11 
+1.1400000000000000e+01 -3.8988153326023154e-03 +1.5831668501938598e+01 +6.7139211774861865e+11 
+1.1500000000000000e+01 -3.8979044477507087e-03 +1.5828398692878118e+01 +6.7111636704718738e+11 
+1.1600000000000001e+01 -3.8969745300905159e-03 +1.5825056908237498e+01 +6.7083826123094604e+11 
+1.1700000000000001e+01 -3.8960252196105520e-03 +1.5821640985438465e+01 +6.7055800888161206e+11 
+1.1800000000000001e+01 -3.8950561562996464e-03 +1.5818148761903029e+01 +6.7027581858081189e+11 
+1.1900000000000000e+01 -3.8940669801466152e-03 +1.5814578075052939e+01 +6.6999189891025244e+11 
+1.2000000000000000e+01 -3.8930573311402833e-03 +1.5810926762310141e+01 +6.6970645845158630e+11 
+1.2100000000000001e+01 -3.8920268374648139e-03 +1.5807193060599696e+01 +6.6941951791989624e+11 
+1.2200000000000001e+01 -3.8909750800857476e-03 +1.5803376804859335e+01 +6.6913034656404614e+11 
+1.2300000000000001e+01 -3.8899016281639717e-03 +1.5799478229530148e+01 +6.6883802576626074e+11 
+1.2400000000000000e+01 -3.8888060508603700e-03 +1.5795497569053008e+01 +6.6854163690884717e+11 
+1.2500000000000000e+01 -3.8876879173358292e-03 +1.5791435057869007e+01 +6.6824026137402466e+11 
+1.2600000000000001e+01 -3.8865467967512377e-03 +1.5787290930419156e+01 +6.6793298054405652e+11 
+1.2700000000000001e+01 -3.8853822582674761e-03 +1.5783065421144395e+01 +6.6761887580120874e+11 
+1.2800000000000001e+01 -3.8841938710454313e-03 +1.5778758764485740e+01 +6.6729702852773413e+11 
+1.2900000000000000e+01 -3.8829812042459923e-03 +1.5774371194884246e+01 +6.6696652010588049e+11 
+1.3000000000000000e+01 -3.8817438270300417e-03 +1.5769902946780819e+01 +6.6662643191793445e+11 
+1.3100000000000001e+01 -3.8804812971406405e-03 +1.5765353425886177e+01 +6.6627594685201416e+11 
+1.3200000000000001e+01 -3.8791931266495671e-03 +1.5760718722990047e+01 +6.6591465381964758e+11 
+1.3300000000000001e+01 -3.8778788162107682e-03 +1.5755994100151627e+01 +6.6554224323829785e+11 
+1.3400000000000000e+01 -3.8765378664781945e-03 +1.5751174819430256e+01 +6.6515840552539966e+11 
+1.3500000000000000e+01 -3.8751697781057920e-03 +1.5746256142885246e+01 +6.6476283109836169e+11 
+1.3600000000000001e+01 -3.8737740517475173e-03 +1.5741233332575915e+01 +6.6435521037463403e+11 
+1.3700000000000001e+01 -3.8723501880573189e-03 +1.5736101650561706e+01 +6.6393523377158667e+11 
+1.3800000000000001e+01 -3.8708976876891447e-03 +1.5730856358901722e+01 +6.6350259170673718e+11 
+1.3900000000000000e+01 -3.8694160512969464e-03 +1.5725492719655442e+01 +6.6305697459745544e+11 
+1.4000000000000000e+01 -3.8679047795346696e-03 +1.5720005994882046e+01 +6.6259807286120203e+11 
+1.4100000000000001e+01 -3.8663633180176056e-03 +1.5714388886818860e+01 +6.6212689624887573e+11 
+1.4200000000000001e+01 -3.8647908922063556e-03 +1.5708623858414230e+01 +6.6164973184548669e+11 
+1.4300000000000001e+01 -3.8631866725228675e-03 +1.5702690812794483e+01 +6.6117418606953003e+11 
+1.4400000000000000e+01 -3.8615498293890810e-03 +1.5696569653085977e+01 +6.6070786533946704e+11 
+1.4500000000000000e+01 -3.8598795332269440e-03 +1.5690240282415125e+01 +6.6025837607375916e+11 
+1.4600000000000001e+01 -3.8581749544583958e-03 +1.5683682603908085e+01 +6.5983332469095068e+11 
+1.4700000000000001e+01 -3.8564352635053777e-03 +1.5676876520691280e+01 +6.5944031760947961e+11 
+1.4800000000000001e+01 -3.8546596307898295e-03 +1.5669801935890842e+01 +6.5908696124790088e+11 
+1.4900000000000000e+01 -3.8528472267337016e-03 +1.5662438752633317e+01 +6.5878086202462891e+11 
+1.5000000000000000e+01 -3.8509972217589334e-03 +1.5654766874044972e+01 +6.5852962635816138e+11 
+1.5100000000000001e+01 -3.8491088518500765e-03 +1.5646773717301562e+01 +6.5833739690017407e+11 
+1.5200000000000001e+01 -3.8471816152420932e-03 +1.5638476755776301e+01 +6.5819446123515259e+11 
+1.5300000000000001e+01 -3.8452150757325707e-03 +1.5629900976892177e+01 +6.5808764318066968e+11 
+1.5400000000000000e+01 -3.8432087971190798e-03 +1.5621071368071894e+01 +6.5800376655438403e+11 
+1.5500000000000000e+01 -3.8411623431992064e-03 +1.5612012916738399e+01 +6.5792965517387354e+11 
+1.5600000000000001e+01 -3.8390752777705201e-03 +1.5602750610314345e+01 +6.5785213285681738e+11 
+1.5700000000000001e+01 -3.8369471646306072e-03 +1.5593309436222762e+01 +6.5775802342076770e+11 
+1.5800000000000001e+01 -3.8347775675770376e-03 +1.5583714381886196e+01 +6.5763415068343738e+11 
+1.5900000000000000e+01 -3.8325660504073939e-03 +1.5573990434727616e+01 +6.5746733846240454e+11 
+1.6000000000000000e+01 -3.8303121769192555e-03 +1.5564162582169928e+01 +6.5724441057524976e+11 
+1.6100000000000001e+01 -3.8280154519950474e-03 +1.5554248503188889e+01 +6.5695568826786108e+11 
+1.6199999999999999e+01 -3.8256751448565926e-03 +1.5544236642972963e+01 +6.5660548249881409e+11 
+1.6300000000000001e+01 -3.8232904658105833e-03 +1.5534108138263985e+01 +6.5620160165481262e+11 
+1.6400000000000002e+01 -3.8208606251636896e-03 +1.5523844125803341e+01 +6.5575185412269556e+11 
+1.6500000000000000e+01 -3.8183848332225918e-03 +1.5513425742332767e+01 +6.5526404828918494e+11 
+1.6600000000000001e+01 -3.8158623002939752e-03 +1.5502834124593916e+01 +6.5474599254104968e+11 
+1.6699999999999999e+01 -3.8132922366845095e-03 +1.5492050409328206e+01 +6.5420549526511292e+11 
+1.6800000000000001e+01 -3.8106738527008788e-03 +1.5481055733277405e+01 +6.5365036484809155e+11 
+1.6900000000000002e+01 -3.8080063586497662e-03 +1.5469831233183131e+01 +6.5308840967676489e+11 
+1.7000000000000000e+01 -3.8052889648378446e-03 +1.5458358045786955e+01 +6.5252743813789905e+11 
+1.7100000000000001e+01 -3.8025208303165015e-03 +1.5446616474265110e+01 +6.5197487430437817e+11 
+1.7199999999999999e+01 -3.7997009091159562e-03 +1.5434583487532826e+01 +6.5143660499333826e+11 
+1.7300000000000001e+01 -3.7968281040111282e-03 +1.5422235220939747e+01 +6.5091813270808752e+11 
+1.7400000000000002e+01 -3.7939013177769403e-03 +1.5409547809835624e+01 +6.5042495995189783e+11 
+1.7500000000000000e+01 -3.7909194531883204e-03 +1.5396497389570355e+01 +6.4996258922799988e+11 
+1.7600000000000001e+01 -3.7878814130201869e-03 +1.5383060095493532e+01 +6.4953652303972266e+11 
+1.7699999999999999e+01 -3.7847861000474643e-03 +1.5369212062955054e+01 +6.4915226389028625e+11 
+1.7800000000000001e+01 -3.7816324170450782e-03 +1.5354929427304652e+01 +6.4881531428298083e+11 
+1.7900000000000002e+01 -3.7784192667879484e-03 +1.5340188323892052e+01 +6.4853117672108618e+11 
+1.8000000000000000e+01 -3.7751455520509984e-03 +1.5324964888067033e+01 +6.4830535370786133e+11 
+1.8100000000000001e+01 -3.7718102288277766e-03 +1.5309241075547098e+01 +6.4814132909853125e+11 
+1.8199999999999999e+01 -3.7684124659863390e-03 +1.5293022123520924e+01 +6.4803451215602661e+11 
+1.8300000000000001e+01 -3.7649514856133532e-03 +1.5276319089544602e+01 +6.4797829349531921e+11 
+1.8400000000000002e+01 -3.7614265097955088e-03 +1.5259143031174750e+01 +6.4796606373123291e+11 
+1.8500000000000000e+01 -3.7578367606194746e-03 +1.5241505005967532e+01 +6.4799121347871899e+11 
+1.8600000000000001e+01 -3.7541814601719289e-03 +1.5223416071479260e+01 +6.4804713335268677e+11 
+1.8699999999999999e+01 -3.7504598305395567e-03 +1.5204887285266427e+01 +6.4812721396799658e+11 
+1.8800000000000001e+01 -3.7466710938090183e-03 +1.5185929704885032e+01 +6.4822484593964636e+11 
+1.8900000000000002e+01 -3.7428144720670110e-03 +1.5166554387891820e+01 +6.4833341988241833e+11 
+1.9000000000000000e+01 -3.7388891874001956e-03 +1.5146772391842754e+01 +6.4844632641132849e+11 
+1.9100000000000001e+01 -3.7348944413082693e-03 +1.5126590337225574e+01 +6.4855807942574719e+11 
+1.9200000000000003e+01 -3.7308293529429342e-03 +1.5105997096252169e+01 +6.4866768596331091e+11 
+1.9300000000000001e+01 -3.7266930208689169e-03 +1.5084977104065780e+01 +6.4877527634616077e+11 
+1.9400000000000002e+01 -3.7224845436509362e-03 +1.5063514795809654e+01 +6.4888098089641736e+11 
+1.9500000000000000e+01 -3.7182030198537148e-03 +1.5041594606627077e+01 +6.4898492993619080e+11 
+1.9600000000000001e+01 -3.7138475480419783e-03 +1.5019200971661339e+01 +6.4908725378760156e+11 
+1.9700000000000003e+01 -3.7094172267804325e-03 +1.4996318326055349e+01 +6.4918808277287146e+11 
+1.9800000000000001e+01 -3.7049111546338083e-03 +1.4972931104952535e+01 +6.4928754721407422e+11 
+1.9900000000000002e+01 -3.7003284301668289e-03 +1.4949023743496230e+01 +6.4938577743330713e+11 
+2.0000000000000000e+01 -3.6956681519442060e-03 +1.4924580676829384e+01 +6.4948290375279431e+11 
+2.0100000000000001e+01 -3.6909294162999384e-03 +1.4899586320650414e+01 +6.4958046759897205e+11 
+2.0200000000000003e+01 -3.6861113106450875e-03 +1.4874025012877521e+01 +6.4968565481580090e+11 
+2.0300000000000001e+01 -3.6812129201600039e-03 +1.4847881071984252e+01 +6.4980706235150549e+11 
+2.0400000000000002e+01 -3.6762333300250217e-03 +1.4821138816443810e+01 +6.4995328715441907e+11 
+2.0500000000000000e+01 -3.6711716254204793e-03 +1.4793782564729517e+01 +6.5013292617283105e+11 
+2.0600000000000001e+01 -3.6660268915267181e-03 +1.4765796635314762e+01 +6.5035457635500989e+11 
+2.0700000000000003e+01 -3.6607982135240815e-03 +1.4737165346672954e+01 +6.5062683464923206e+11 
+2.0800000000000001e+01 -3.6554846765929107e-03 +1.4707873017277466e+01 +6.5095829800376855e+11 
+2.0900000000000002e+01 -3.6500853659135420e-03 +1.4677903965601583e+01 +6.5135756336692175e+11 
+2.1000000000000000e+01 -3.6445993666663120e-03 +1.4647242510118559e+01 +6.5183322768700684e+11 
+2.1100000000000001e+01 -3.6390257718399445e-03 +1.4615871704354401e+01 +6.5239057973914001e+11 
+2.1200000000000003e+01 -3.6333637056566400e-03 +1.4583769542044715e+01 +6.5302167560607764e+11 
+2.1300000000000001e+01 -3.6276123001469894e-03 +1.4550912751977750e+01 +6.5371526319742065e+11 
+2.1400000000000002e+01 -3.6217706873415676e-03 +1.4517278062941575e+01 +6.5446009042280420e+11 
+2.1500000000000000e+01 -3.6158379992709626e-03 +1.4482842203724475e+01 +6.5524490519182422e+11 
+2.1600000000000001e+01 -3.6098133679657563e-03 +1.4447581903114568e+01 +6.5605845541410791e+11 
+2.1700000000000003e+01 -3.6036959254565335e-03 +1.4411473889900130e+01 +6.5688948899924365e+11 
+2.1800000000000001e+01 -3.5974848037738771e-03 +1.4374494892869258e+01 +6.5772675385687915e+11 
+2.1900000000000002e+01 -3.5911791349483662e-03 +1.4336621640810096e+01 +6.5855899789662878e+11 
+2.2000000000000000e+01 -3.5847780510105914e-03 +1.4297830862511063e+01 +6.5937496902803149e+11 
+2.2100000000000001e+01 -3.5782807535850183e-03 +1.4258103978199378e+01 +6.6016674075874670e+11 
+2.2200000000000003e+01 -3.5716867226716345e-03 +1.4217441173858791e+01 +6.6093968898843689e+11 
+2.2300000000000001e+01 -3.5649955078643457e-03 +1.4175847326912937e+01 +6.6170251521454211e+11 
+2.2400000000000002e+01 -3.5582066587570211e-03 +1.4133327314784660e+01 +6.6246392093475183e+11 
+2.2500000000000000e+01 -3.5513197249435538e-03 +1.4089886014897251e+01 +6.6323260764661536e+11 
+2.2600000000000001e+01 -3.5443342560178229e-03 +1.4045528304673836e+01 +6.6401727684771582e+11 
+2.2700000000000003e+01 -3.5372498015737151e-03 +1.4000259061537673e+01 +6.6482663003561780e+11 
+2.2800000000000001e+01 -3.5300659112051189e-03 +1.3954083162911880e+01 +6.6566936870793054e+11 
+2.2900000000000002e+01 -3.5227821345059137e-03 +1.3907005486219605e+01 +6.6655419436223694e+11 
+2.3000000000000000e+01 -3.5153980210699846e-03 +1.3859030908884030e+01 +6.6748980849611230e+11 
+2.3100000000000001e+01 -3.5079131614598491e-03 +1.3810160794466309e+01 +6.6847870604658203e+11 
+2.3200000000000003e+01 -3.5003273101125300e-03 +1.3760382451079341e+01 +6.6949855570842078e+11 
+2.3300000000000001e+01 -3.4926402624336854e-03 +1.3709679672973824e+01 +6.7052081961591541e+11 
+2.3400000000000002e+01 -3.4848518138289718e-03 +1.3658036254400759e+01 +6.7151695990323132e+11 
+2.3500000000000000e+01 -3.4769617597040386e-03 +1.3605435989610751e+01 +6.7245843870467871e+11 
+2.3600000000000001e+01 -3.4689698954645481e-03 +1.3551862672854746e+01 +6.7331671815445654e+11 
+2.3700000000000003e+01 -3.4608760165161533e-03 +1.3497300098383535e+01 +6.7406326038681030e+11 
+2.3800000000000001e+01 -3.4526799182645084e-03 +1.3441732060447926e+01 +6.7466952753596228e+11 
+2.3900000000000002e+01 -3.4443813961152672e-03 +1.3385142353298621e+01 +6.7510698173621252e+11 
+2.4000000000000000e+01 -3.4359802454740885e-03 +1.3327514771186559e+01 +6.7534708512174170e+11 
+2.4100000000000001e+01 -3.4274762964878183e-03 +1.3268835024027762e+01 +6.7536657241273291e+11 
+2.4200000000000003e+01 -3.4188695182680666e-03 +1.3209096484399053e+01 +6.7516326867316345e+11 
+2.4300000000000001e+01 -3.4101599146676301e-03 +1.3148294440542372e+01 +6.7474027155297986e+11 
+2.4400000000000002e+01 -3.4013474895393161e-03 +1.3086424180699893e+01 +6.7410067870205261e+11 
+2.4500000000000000e+01 -3.3924322467359220e-03 +1.3023480993113568e+01 +6.7324758777033350e+11 
+2.4600000000000001e+01 -3.3834141901102443e-03 +1.2959460166025387e+01 +6.7218409640773718e+11 
+2.4700000000000003e+01 -3.3742933235150941e-03 +1.2894356987677586e+01 +6.7091330226412683e+11 
+2.4800000000000001e+01 -3.3650696508032659e-03 +1.2828166746312061e+01 +6.6943830298946436e+11 
+2.4900000000000002e+01 -3.3557431758275556e-03 +1.2760884730170742e+01 +6.6776219623369580e+11 
+2.5000000000000000e+01 -3.3463139024407689e-03 +1.2692506227495812e+01 +6.6588807964668433e+11 
+2.5100000000000001e+01 -3.3367821963498582e-03 +1.2623040075473220e+01 +6.6380240271027051e+11 
+2.5200000000000003e+01 -3.3271498706783837e-03 +1.2552549307065101e+01 +6.6142502223372705e+11 
+2.5300000000000001e+01 -3.3174191004040608e-03 +1.2481110504177440e+01 +6.5865914685828088e+11 
+2.5400000000000002e+01 -3.3075920605045946e-03 +1.2408800248716222e+01 +6.5540798522513306e+11 
+2.5500000000000000e+01 -3.2976709259577054e-03 +1.2335695122587634e+01 +6.5157474597544531e+11 
+2.5600000000000001e+01 -3.2876578717410954e-03 +1.2261871707697445e+01 +6.4706263775049414e+11 
+2.5700000000000003e+01 -3.2775550728324850e-03 +1.2187406585951937e+01 +6.4177486919139990e+11 
+2.5800000000000001e+01 -3.2673647042095839e-03 +1.2112376339257027e+01 +6.3561464893940759e+11 
+2.5900000000000002e+01 -3.2570889408501040e-03 +1.2036857549518762e+01 +6.2848518563570264e+11 
+2.6000000000000000e+01 -3.2467299577317575e-03 +1.1960926798643186e+01 +6.2028968792148865e+11 
