# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+1.8470000000000002e+02 +9.6726122582299039e-06 -1.9907172651385460e-03 +4.5532959672155473e+06 
+1.8480000000000001e+02 +9.6533840099243117e-06 -1.9843394776791591e-03 +4.5357158359881639e+06 
+1.8490000000000001e+02 +9.6342081007122956e-06 -1.9779844700200228e-03 +4.5179879245313471e+06 
+1.8500000000000000e+02 +9.6150843558483515e-06 -1.9716519744005772e-03 +4.5000497723980807e+06 
+1.8510000000000002e+02 +9.5960126036772886e-06 -1.9653417793259386e-03 +4.4818565941332029e+06 
+1.8520000000000002e+02 +9.5769926849049015e-06 -1.9590538983564210e-03 +4.4634343018202968e+06 
+1.8530000000000001e+02 +9.5580244433272406e-06 -1.9527884013170024e-03 +4.4448264822189361e+06 
+1.8540000000000001e+02 +9.5391077227403870e-06 -1.9465453580329493e-03 +4.4260767221514257e+06 
+1.8550000000000000e+02 +9.5202423669403807e-06 -1.9403248383287374e-03 +4.4072286082125995e+06 
+1.8560000000000002e+02 +9.5014282197232825e-06 -1.9341269120297414e-03 +4.3883257273150533e+06 
+1.8570000000000002e+02 +9.4826651248851714e-06 -1.9279516489607899e-03 +4.3694116661081119e+06 
+1.8580000000000001e+02 +9.4639529262220963e-06 -1.9217991189468585e-03 +4.3505300113507165e+06 
+1.8590000000000001e+02 +9.4452914675301059e-06 -1.9156693918125495e-03 +4.3317243496985305e+06 
+1.8600000000000000e+02 +9.4266805926052794e-06 -1.9095625373833276e-03 +4.3130382680115569e+06 
+1.8610000000000002e+02 +9.4081201445335520e-06 -1.9034785878190379e-03 +4.2945069117514864e+06 
+1.8620000000000002e+02 +9.3896099635604407e-06 -1.8974174246199373e-03 +4.2761316611998696e+06 
+1.8630000000000001e+02 +9.3711498892212882e-06 -1.8913788916202720e-03 +4.2579054550704509e+06 
+1.8640000000000001e+02 +9.3527397610514996e-06 -1.8853628326558367e-03 +4.2398212325930558e+06 
+1.8650000000000000e+02 +9.3343794185864496e-06 -1.8793690915614326e-03 +4.2218719326528227e+06 
+1.8660000000000002e+02 +9.3160687013615318e-06 -1.8733975121724750e-03 +4.2040504942967780e+06 
+1.8670000000000002e+02 +9.2978074489120919e-06 -1.8674479383229291e-03 +4.1863498561610477e+06 
+1.8680000000000001e+02 +9.2795955007735539e-06 -1.8615202138490591e-03 +4.1687629576053503e+06 
+1.8690000000000001e+02 +9.2614326964812689e-06 -1.8556141825852585e-03 +4.1512827373760603e+06 
+1.8700000000000000e+02 +9.2433188755706233e-06 -1.8497296883664730e-03 +4.1339021343899970e+06 
+1.8710000000000002e+02 +9.2252538795556524e-06 -1.8438666002769677e-03 +4.1166192809594087e+06 
+1.8720000000000002e+02 +9.2072375578649455e-06 -1.8380248883933562e-03 +4.0994530812006439e+06 
+1.8730000000000001e+02 +9.1892697619057384e-06 -1.8322045480415395e-03 +4.0824276325906334e+06 
+1.8740000000000001e+02 +9.1713503430852979e-06 -1.8264055745480959e-03 +4.0655670328372610e+06 
+1.8750000000000000e+02 +9.1534791528108582e-06 -1.8206279632384439e-03 +4.0488953792238859e+06 
+1.8760000000000002e+02 +9.1356560424896334e-06 -1.8148717094378353e-03 +4.0324367690303833e+06 
+1.8770000000000002e+02 +9.1178808635289104e-06 -1.8091368084733855e-03 +4.0162153001651769e+06 
+1.8780000000000001e+02 +9.1001534673359134e-06 -1.8034232556702484e-03 +4.0002550698035946e+06 
+1.8790000000000001e+02 +9.0824737053178700e-06 -1.7977310463541077e-03 +3.9845801754143289e+06 
+1.8800000000000000e+02 +9.0648414288820433e-06 -1.7920601758511321e-03 +3.9692147144882497e+06 
+1.8810000000000002e+02 +9.0472564885126458e-06 -1.7864105925832346e-03 +3.9541660919335485e+06 
+1.8820000000000002e+02 +9.0297187310018580e-06 -1.7807820573579761e-03 +3.9393749427297348e+06 
+1.8830000000000001e+02 +9.0122280022187772e-06 -1.7751742840774645e-03 +3.9247652087353817e+06 
+1.8840000000000001e+02 +8.9947841480325654e-06 -1.7695869866456923e-03 +3.9102608324857657e+06 
+1.8850000000000000e+02 +8.9773870143123370e-06 -1.7640198789652076e-03 +3.8957857560127545e+06 
+1.8860000000000002e+02 +8.9600364469272538e-06 -1.7584726749399376e-03 +3.8812639217822445e+06 
+1.8870000000000002e+02 +8.9427322917464269e-06 -1.7529450884721997e-03 +3.8666192717535533e+06 
+1.8880000000000001e+02 +8.9254743946390097e-06 -1.7474368334656405e-03 +3.8517757483146414e+06 
+1.8890000000000001e+02 +8.9082626014741420e-06 -1.7419476238235813e-03 +3.8366572937546261e+06 
+1.8900000000000000e+02 +8.8910967581209434e-06 -1.7364771734488739e-03 +3.8211878502327316e+06 
+1.8910000000000002e+02 +8.8739767141431419e-06 -1.7310252660352732e-03 +3.8053163589042909e+06 
+1.8920000000000002e+02 +8.8569023338827461e-06 -1.7255919644363665e-03 +3.7890917560514691e+06 
+1.8930000000000001e+02 +8.8398734853763750e-06 -1.7201774012972101e-03 +3.7725879771866621e+06 
+1.8940000000000001e+02 +8.8228900366606490e-06 -1.7147817092626595e-03 +3.7558789577069464e+06 
+1.8950000000000000e+02 +8.8059518557721514e-06 -1.7094050209767906e-03 +3.7390386328446576e+06 
+1.8960000000000002e+02 +8.7890588107474961e-06 -1.7040474690844386e-03 +3.7221409380250699e+06 
+1.8970000000000002e+02 +8.7722107696233036e-06 -1.6987091862302613e-03 +3.7052598086075592e+06 
+1.8980000000000001e+02 +8.7554076004361776e-06 -1.6933903050589407e-03 +3.6884691800012412e+06 
+1.8990000000000001e+02 +8.7386491712226996e-06 -1.6880909582143592e-03 +3.6718429873069758e+06 
+1.9000000000000000e+02 +8.7219353500195122e-06 -1.6828112783420243e-03 +3.6554551661971477e+06 
+1.9010000000000002e+02 +8.7052660037324911e-06 -1.6775513567380395e-03 +3.6393661865612450e+06 
+1.9020000000000002e+02 +8.6886409947447151e-06 -1.6723111193067703e-03 +3.6235826571236057e+06 
+1.9030000000000001e+02 +8.6720601843085402e-06 -1.6670904506049492e-03 +3.6080977215055446e+06 
+1.9040000000000001e+02 +8.6555234336763356e-06 -1.6618892351890030e-03 +3.5929045231240341e+06 
+1.9050000000000000e+02 +8.6390306041004609e-06 -1.6567073576153927e-03 +3.5779962055078805e+06 
+1.9060000000000002e+02 +8.6225815568332685e-06 -1.6515447024404095e-03 +3.5633659120278023e+06 
+1.9070000000000002e+02 +8.6061761531271177e-06 -1.6464011542203787e-03 +3.5490067861666693e+06 
+1.9080000000000001e+02 +8.5898142542343831e-06 -1.6412765975122076e-03 +3.5349119715343900e+06 
+1.9090000000000001e+02 +8.5734957214074239e-06 -1.6361709168721682e-03 +3.5210746115305130e+06 
+1.9100000000000000e+02 +8.5572204158985792e-06 -1.6310839968563980e-03 +3.5074878495859508e+06 
+1.9110000000000002e+02 +8.5409881995278575e-06 -1.6260157112358091e-03 +3.4941391071279719e+06 
+1.9120000000000002e+02 +8.5247989363856512e-06 -1.6209658906344785e-03 +3.4809929162085736e+06 
+1.9130000000000001e+02 +8.5086524911299832e-06 -1.6159343548909787e-03 +3.4680080868764278e+06 
+1.9140000000000001e+02 +8.4925487284189003e-06 -1.6109209238443316e-03 +3.4551434293386093e+06 
+1.9150000000000000e+02 +8.4764875129104186e-06 -1.6059254173326591e-03 +3.4423577534844344e+06 
+1.9160000000000002e+02 +8.4604687092625595e-06 -1.6009476551945017e-03 +3.4296098693274083e+06 
+1.9170000000000002e+02 +8.4444921821333543e-06 -1.5959874572682674e-03 +3.4168585869136672e+06 
+1.9180000000000001e+02 +8.4285577961808567e-06 -1.5910446433930916e-03 +3.4040627164474358e+06 
+1.9190000000000001e+02 +8.4126654160630454e-06 -1.5861190334064391e-03 +3.3911810676358640e+06 
+1.9200000000000000e+02 +8.3968149064379739e-06 -1.5812104471474874e-03 +3.3781724507034528e+06 
+1.9210000000000002e+02 +8.3810061342243777e-06 -1.5763187395021014e-03 +3.3650066033971203e+06 
+1.9220000000000002e+02 +8.3652389753837580e-06 -1.5714439055442631e-03 +3.3516969739041692e+06 
+1.9230000000000001e+02 +8.3495133081383762e-06 -1.5665859753965603e-03 +3.3382679384747972e+06 
+1.9240000000000001e+02 +8.3338290107104139e-06 -1.5617449791801125e-03 +3.3247438729774463e+06 
+1.9250000000000000e+02 +8.3181859613221220e-06 -1.5569209470170150e-03 +3.3111491534826839e+06 
+1.9260000000000002e+02 +8.3025840381957212e-06 -1.5521139090293170e-03 +3.2975081561342590e+06 
+1.9270000000000002e+02 +8.2870231195534438e-06 -1.5473238953386760e-03 +3.2838452569067450e+06 
+1.9280000000000001e+02 +8.2715030836175003e-06 -1.5425509360667009e-03 +3.2701848317702813e+06 
+1.9290000000000001e+02 +8.2560238086101316e-06 -1.5377950613355098e-03 +3.2565512568445387e+06 
+1.9300000000000000e+02 +8.2405851727535412e-06 -1.5330563012666389e-03 +3.2429689081224664e+06 
+1.9310000000000002e+02 +8.2251870538305751e-06 -1.5283346645789419e-03 +3.2294582401194279e+06 
+1.9320000000000002e+02 +8.2098293278664723e-06 -1.5236300743774122e-03 +3.2160240208755764e+06 
+1.9330000000000001e+02 +8.1945118704470497e-06 -1.5189424323631094e-03 +3.2026670965812281e+06 
+1.9340000000000001e+02 +8.1792345571581600e-06 -1.5142716402385896e-03 +3.1893883140134318e+06 
+1.9350000000000000e+02 +8.1639972635856403e-06 -1.5096175997049318e-03 +3.1761885193333575e+06 
+1.9360000000000002e+02 +8.1487998653153161e-06 -1.5049802124640656e-03 +3.1630685590928015e+06 
+1.9370000000000002e+02 +8.1336422379330366e-06 -1.5003593802176331e-03 +3.1500292796864235e+06 
+1.9380000000000001e+02 +8.1185242570246390e-06 -1.4957550046675238e-03 +3.1370715276463768e+06 
+1.9390000000000001e+02 +8.1034457981759708e-06 -1.4911669875153260e-03 +3.1241961492836839e+06 
+1.9400000000000000e+02 +8.0884067369728286e-06 -1.4865952304621572e-03 +3.1114039909505504e+06 
+1.9410000000000002e+02 +8.0734069504496996e-06 -1.4820396505646710e-03 +3.0986983283364694e+06 
+1.9420000000000002e+02 +8.0584463214354728e-06 -1.4775002262953814e-03 +3.0860921532346979e+06 
+1.9430000000000001e+02 +8.0435247342076428e-06 -1.4729769514811983e-03 +3.0736008865711200e+06 
+1.9440000000000001e+02 +8.0286420730437147e-06 -1.4684698199491581e-03 +3.0612399493324482e+06 
+1.9450000000000000e+02 +8.0137982222211950e-06 -1.4639788255259684e-03 +3.0490247623282974e+06 
+1.9460000000000002e+02 +7.9989930660175666e-06 -1.4595039620384671e-03 +3.0369707465073620e+06 
+1.9470000000000002e+02 +7.9842264887103634e-06 -1.4550452233140759e-03 +3.0250933229463277e+06 
+1.9480000000000001e+02 +7.9694983745770716e-06 -1.4506026031795576e-03 +3.0134079125384479e+06 
+1.9490000000000001e+02 +7.9548086078952063e-06 -1.4461760954617147e-03 +3.0019299361199499e+06 
+1.9500000000000000e+02 +7.9401570729422555e-06 -1.4417656939874277e-03 +2.9906748146598032e+06 
+1.9510000000000002e+02 +7.9255436532349428e-06 -1.4373713581172561e-03 +2.9796465572872516e+06 
+1.9520000000000002e+02 +7.9109682292468991e-06 -1.4329929093452164e-03 +2.9688035254897173e+06 
+1.9530000000000001e+02 +7.8964306806909483e-06 -1.4286301346985500e-03 +2.9580926688483641e+06 
+1.9540000000000001e+02 +7.8819308872799332e-06 -1.4242828212054604e-03 +2.9474609373318157e+06 
+1.9550000000000000e+02 +7.8674687287266811e-06 -1.4199507558925381e-03 +2.9368552802465619e+06 
+1.9560000000000002e+02 +7.8530440847440196e-06 -1.4156337257875040e-03 +2.9262226473667044e+06 
+1.9570000000000002e+02 +7.8386568350447930e-06 -1.4113315179179135e-03 +2.9155099883868261e+06 
+1.9580000000000001e+02 +7.8243068593418458e-06 -1.4070439193114663e-03 +2.9046642530325567e+06 
+1.9590000000000001e+02 +7.8099940373479883e-06 -1.4027707169951195e-03 +2.8936323908061748e+06 
+1.9600000000000000e+02 +7.7957182487760735e-06 -1.3985116979965740e-03 +2.8823613514339440e+06 
+1.9610000000000002e+02 +7.7814793762523664e-06 -1.3942667013452108e-03 +2.8708151492271614e+06 
+1.9620000000000002e+02 +7.7672773140569162e-06 -1.3900357740778608e-03 +2.8590260569205782e+06 
+1.9630000000000001e+02 +7.7531119593832064e-06 -1.3858190152330127e-03 +2.8470434117851914e+06 
+1.9640000000000001e+02 +7.7389832094247018e-06 -1.3816165238491895e-03 +2.8349165511274799e+06 
+1.9650000000000000e+02 +7.7248909613748994e-06 -1.3774283989651933e-03 +2.8226948123309081e+06 
+1.9660000000000002e+02 +7.7108351124272521e-06 -1.3732547396192237e-03 +2.8104275326037440e+06 
+1.9670000000000002e+02 +7.6968155597752638e-06 -1.3690956448500831e-03 +2.7981640493294518e+06 
+1.9680000000000001e+02 +7.6828322006124348e-06 -1.3649512136971716e-03 +2.7859537000837987e+06 
+1.9690000000000001e+02 +7.6688849321322010e-06 -1.3608215451978284e-03 +2.7738458217756678e+06 
+1.9700000000000000e+02 +7.6549736515280732e-06 -1.3567067383914437e-03 +2.7618897519950834e+06 
+1.9710000000000002e+02 +7.6410982550462841e-06 -1.3526068612593179e-03 +2.7501262781984303e+06 
+1.9720000000000002e+02 +7.6272586351442444e-06 -1.3485218575570916e-03 +2.7385619895191868e+06 
+1.9730000000000001e+02 +7.6134546833321175e-06 -1.3444516399830401e-03 +2.7271949252100070e+06 
+1.9740000000000001e+02 +7.5996862911200531e-06 -1.3403961212351664e-03 +2.7160231244310355e+06 
+1.9750000000000000e+02 +7.5859533500182276e-06 -1.3363552140121524e-03 +2.7050446265733722e+06 
+1.9760000000000002e+02 +7.5722557515367940e-06 -1.3323288310121888e-03 +2.6942574708491191e+06 
+1.9770000000000002e+02 +7.5585933871859303e-06 -1.3283168849337278e-03 +2.6836596965771429e+06 
+1.9780000000000001e+02 +7.5449661484757998e-06 -1.3243192884751897e-03 +2.6732493430417790e+06 
+1.9790000000000001e+02 +7.5313739269165634e-06 -1.3203359543349663e-03 +2.6630244495710805e+06 
+1.9800000000000000e+02 +7.5178166140183863e-06 -1.3163667952111717e-03 +2.6529830553213921e+06 
+1.9810000000000002e+02 +7.5042941018036843e-06 -1.3124117179061990e-03 +2.6431188013282376e+06 
+1.9820000000000002e+02 +7.4908062843438961e-06 -1.3084706056368687e-03 +2.6334077349672336e+06 
+1.9830000000000001e+02 +7.4773530562227118e-06 -1.3045433357243934e-03 +2.6238215054909596e+06 
+1.9840000000000001e+02 +7.4639343120238573e-06 -1.3006297854904533e-03 +2.6143317622806197e+06 
+1.9850000000000000e+02 +7.4505499463309643e-06 -1.2967298322545237e-03 +2.6049101540207542e+06 
+1.9860000000000002e+02 +7.4371998537277876e-06 -1.2928433533393629e-03 +2.5955283304778072e+06 
+1.9870000000000002e+02 +7.4238839287979765e-06 -1.2889702260644351e-03 +2.5861579402729571e+06 
+1.9880000000000001e+02 +7.4106020661252460e-06 -1.2851103277516100e-03 +2.5767706329176165e+06 
+1.9890000000000001e+02 +7.3973541602932744e-06 -1.2812635357213554e-03 +2.5673380573627627e+06 
+1.9900000000000000e+02 +7.3841401058857841e-06 -1.2774297272954678e-03 +2.5578318630653168e+06 
+1.9910000000000002e+02 +7.3709597990658769e-06 -1.2736088011169237e-03 +2.5482304767222134e+06 
+1.9920000000000002e+02 +7.3578131423145920e-06 -1.2698007411242297e-03 +2.5385394377199179e+06 
+1.9930000000000001e+02 +7.3447000396923766e-06 -1.2660055525775496e-03 +2.5287710627999105e+06 
+1.9940000000000001e+02 +7.3316203952596628e-06 -1.2622232407372301e-03 +2.5189376688490873e+06 
+1.9950000000000000e+02 +7.3185741130769141e-06 -1.2584538108638325e-03 +2.5090515727619468e+06 
+1.9960000000000002e+02 +7.3055610972045811e-06 -1.2546972682180634e-03 +2.4991250915125078e+06 
+1.9970000000000002e+02 +7.2925812517031408e-06 -1.2509536180608249e-03 +2.4891705421115384e+06 
+1.9980000000000001e+02 +7.2796344806330100e-06 -1.2472228656520039e-03 +2.4792002413011519e+06 
+1.9990000000000001e+02 +7.2667206880546733e-06 -1.2435050162529200e-03 +2.4692265062163062e+06 
+2.0000000000000000e+02 +7.2538397780285577e-06 -1.2398000751232584e-03 +2.4592616534831626e+06 
+2.0010000000000002e+02 +7.2409916544452770e-06 -1.2361080367979524e-03 +2.4493168717403528e+06 
+2.0020000000000002e+02 +7.2281762205159975e-06 -1.2324288529058621e-03 +2.4393988353300951e+06 
+2.0030000000000001e+02 +7.2153933792820275e-06 -1.2287624643492459e-03 +2.4295130899178595e+06 
+2.0040000000000001e+02 +7.2026430337846837e-06 -1.2251088120312074e-03 +2.4196651815285357e+06 
+2.0050000000000000e+02 +7.1899250870652821e-06 -1.2214678368543260e-03 +2.4098606559723751e+06 
+2.0060000000000002e+02 +7.1772394421651242e-06 -1.2178394797210616e-03 +2.4001050590312746e+06 
+2.0070000000000002e+02 +7.1645860021255394e-06 -1.2142236815343322e-03 +2.3904039366309633e+06 
+2.0080000000000001e+02 +7.1519646699878292e-06 -1.2106203831966241e-03 +2.3807628345561889e+06 
+2.0090000000000001e+02 +7.1393753487933020e-06 -1.2070295256104381e-03 +2.3711872986084917e+06 
+2.0100000000000000e+02 +7.1268179415832888e-06 -1.2034510496788658e-03 +2.3616828747490817e+06 
+2.0110000000000002e+02 +7.1142923524122230e-06 -1.1998849049187448e-03 +2.3522557379369983e+06 
+2.0120000000000002e+02 +7.1017984893870706e-06 -1.1963310753038364e-03 +2.3429145795276323e+06 
+2.0130000000000001e+02 +7.0893362616279421e-06 -1.1927895534225479e-03 +2.3336687200680897e+06 
+2.0140000000000001e+02 +7.0769055782549312e-06 -1.1892603318632241e-03 +2.3245274801612347e+06 
+2.0150000000000000e+02 +7.0645063483881525e-06 -1.1857434032143150e-03 +2.3155001803744482e+06 
+2.0160000000000002e+02 +7.0521384811476869e-06 -1.1822387600637304e-03 +2.3065961411685064e+06 
+2.0170000000000002e+02 +7.0398018856536450e-06 -1.1787463949999106e-03 +2.2978246831253637e+06 
+2.0180000000000001e+02 +7.0274964710261459e-06 -1.1752663006115271e-03 +2.2891951268998412e+06 
+2.0190000000000001e+02 +7.0152221463852635e-06 -1.1717984694863957e-03 +2.2807167929264191e+06 
+2.0200000000000000e+02 +7.0029788208511228e-06 -1.1683428942131278e-03 +2.2723990018217429e+06 
+2.0210000000000002e+02 +6.9907664029611570e-06 -1.1648995420297705e-03 +2.2642433823848581e+06 
+2.0220000000000002e+02 +6.9785847989222415e-06 -1.1614682787749989e-03 +2.2562207969319988e+06 
+2.0230000000000001e+02 +6.9664339143586209e-06 -1.1580489449379257e-03 +2.2482944161664583e+06 
+2.0240000000000001e+02 +6.9543136548944950e-06 -1.1546413810069327e-03 +2.2404274106792216e+06 
+2.0250000000000000e+02 +6.9422239261541066e-06 -1.1512454274709119e-03 +2.2325829510867759e+06 
+2.0260000000000002e+02 +6.9301646337616648e-06 -1.1478609248184264e-03 +2.2247242080002232e+06 
+2.0270000000000002e+02 +6.9181356833414007e-06 -1.1444877135382101e-03 +2.2168143520653555e+06 
+2.0280000000000001e+02 +6.9061369805175428e-06 -1.1411256341190355e-03 +2.2088165538696731e+06 
+2.0290000000000001e+02 +6.8941684309143086e-06 -1.1377745270496342e-03 +2.2006939841053798e+06 
+2.0300000000000000e+02 +6.8822299401559283e-06 -1.1344342328187852e-03 +2.1924098133921325e+06 
+2.0310000000000002e+02 +6.8703214161106478e-06 -1.1311046308888698e-03 +2.1839387632623063e+06 
+2.0320000000000002e+02 +6.8584427756229005e-06 -1.1277857566194182e-03 +2.1753017597504240e+06 
+2.0330000000000001e+02 +6.8465939377810958e-06 -1.1244776843425731e-03 +2.1665312794134193e+06 
+2.0340000000000001e+02 +6.8347748216737014e-06 -1.1211804883918285e-03 +2.1576597992390865e+06 
+2.0350000000000000e+02 +6.8229853463891546e-06 -1.1178942431000355e-03 +2.1487197960967338e+06 
+2.0360000000000002e+02 +6.8112254310158790e-06 -1.1146190227995531e-03 +2.1397437465518480e+06 
+2.0370000000000002e+02 +6.7994949946423399e-06 -1.1113549018237270e-03 +2.1307641276067975e+06 
+2.0380000000000001e+02 +6.7877939563569669e-06 -1.1081019545052851e-03 +2.1218134160239664e+06 
+2.0390000000000001e+02 +6.7761222352482091e-06 -1.1048602551774213e-03 +2.1129240887418855e+06 
+2.0400000000000000e+02 +6.7644797504045021e-06 -1.1016298781726527e-03 +2.1041286224215599e+06 
+2.0410000000000002e+02 +6.7528664201816377e-06 -1.0984108743058271e-03 +2.0954542523780370e+06 
+2.0420000000000002e+02 +6.7412821600047881e-06 -1.0952032003180383e-03 +2.0869072473592451e+06 
+2.0430000000000001e+02 +6.7297268845664726e-06 -1.0920067894324315e-03 +2.0784886346429652e+06 
+2.0440000000000001e+02 +6.7182005085591943e-06 -1.0888215748716087e-03 +2.0701994413216445e+06 
+2.0450000000000000e+02 +6.7067029466754825e-06 -1.0856474898587505e-03 +2.0620406946611833e+06 
+2.0460000000000002e+02 +6.6952341136078387e-06 -1.0824844676164068e-03 +2.0540134217481681e+06 
+2.0470000000000002e+02 +6.6837939240488084e-06 -1.0793324413683452e-03 +2.0461186500544252e+06 
+2.0480000000000001e+02 +6.6723822926908820e-06 -1.0761913443366490e-03 +2.0383574064899199e+06 
+2.0490000000000001e+02 +6.6609991342265744e-06 -1.0730611097443698e-03 +2.0307307183062956e+06 
+2.0500000000000000e+02 +6.6496443633484286e-06 -1.0699416708150969e-03 +2.0232396129085326e+06 
+2.0510000000000002e+02 +6.6383178952031505e-06 -1.0668329581318863e-03 +2.0158817035972972e+06 
+2.0520000000000002e+02 +6.6270196467544037e-06 -1.0637348917231387e-03 +2.0086409495999168e+06 
+2.0530000000000001e+02 +6.6157495354200308e-06 -1.0606473889774868e-03 +2.0014978963120203e+06 
+2.0540000000000001e+02 +6.6045074786179015e-06 -1.0575703672839475e-03 +1.9944330892182598e+06 
+2.0550000000000000e+02 +6.5932933937658661e-06 -1.0545037440312637e-03 +1.9874270737575085e+06 
+2.0560000000000002e+02 +6.5821071982817927e-06 -1.0514474366083934e-03 +1.9804603953768769e+06 
+2.0570000000000002e+02 +6.5709488095835477e-06 -1.0484013624044717e-03 +1.9735135996367345e+06 
+2.0580000000000001e+02 +6.5598181450889676e-06 -1.0453654388076575e-03 +1.9665672317239328e+06 
+2.0590000000000001e+02 +6.5487151222159274e-06 -1.0423395832073630e-03 +1.9596018373230302e+06 
+2.0600000000000000e+02 +6.5376396583822875e-06 -1.0393237129923277e-03 +1.9525979617946488e+06 
+2.0610000000000002e+02 +6.5265916720474370e-06 -1.0363177575813875e-03 +1.9455401512731209e+06 
+2.0620000000000002e+02 +6.5155710858368685e-06 -1.0333216945120711e-03 +1.9384289541138662e+06 
+2.0630000000000001e+02 +6.5045778234176153e-06 -1.0303355133520851e-03 +1.9312689194087908e+06 
+2.0640000000000001e+02 +6.4936118084567282e-06 -1.0273592036696576e-03 +1.9240645963855532e+06 
+2.0650000000000000e+02 +6.4826729646212152e-06 -1.0243927550317796e-03 +1.9168205339158769e+06 
+2.0660000000000002e+02 +6.4717612155781119e-06 -1.0214361570063785e-03 +1.9095412811786321e+06 
+2.0670000000000002e+02 +6.4608764849944600e-06 -1.0184893991612061e-03 +1.9022313872392711e+06 
+2.0680000000000001e+02 +6.4500186965372731e-06 -1.0155524710635611e-03 +1.8948954010506205e+06 
+2.0690000000000001e+02 +6.4391877738736066e-06 -1.0126253622817366e-03 +1.8875378719100372e+06 
+2.0700000000000000e+02 +6.4283836406704724e-06 -1.0097080623828786e-03 +1.8801633487065108e+06 
+2.0710000000000002e+02 +6.4176062206634787e-06 -1.0068005572601631e-03 +1.8727770005350807e+06 
+2.0720000000000002e+02 +6.4068554378624731e-06 -1.0039028181063334e-03 +1.8653864757469380e+06 
+2.0730000000000001e+02 +6.3961312163458878e-06 -1.0010148124400199e-03 +1.8580000428213887e+06 
+2.0740000000000001e+02 +6.3854334801921369e-06 -9.9813650777918843e-04 +1.8506259700229419e+06 
+2.0750000000000000e+02 +6.3747621534796372e-06 -9.9526787164182164e-04 +1.8432725256338480e+06 
+2.0760000000000002e+02 +6.3641171602868208e-06 -9.9240887154678631e-04 +1.8359479782374853e+06 
+2.0770000000000002e+02 +6.3534984246921204e-06 -9.8955947501205106e-04 +1.8286605960521081e+06 
+2.0780000000000001e+02 +6.3429058707739334e-06 -9.8671964955568013e-04 +1.8214186474469316e+06 
+2.0790000000000001e+02 +6.3323394226106841e-06 -9.8388936269565210e-04 +1.8142304006257958e+06 
+2.0800000000000000e+02 +6.3217990042808248e-06 -9.8106858195119695e-04 +1.8071041243371363e+06 
+2.0810000000000002e+02 +6.3112845405263601e-06 -9.7825727885728097e-04 +1.8000475441929288e+06 
+2.0820000000000002e+02 +6.3007959587437405e-06 -9.7545544101883762e-04 +1.7930662160529362e+06 
+2.0830000000000001e+02 +6.2903331869930407e-06 -9.7266306005894612e-04 +1.7861651535319630e+06 
+2.0840000000000001e+02 +6.2798961533343118e-06 -9.6988012759991306e-04 +1.7793493699877232e+06 
+2.0850000000000000e+02 +6.2694847858276148e-06 -9.6710663526425756e-04 +1.7726238788324217e+06 
+2.0860000000000002e+02 +6.2590990125330007e-06 -9.6434257467437989e-04 +1.7659936934497505e+06 
+2.0870000000000002e+02 +6.2487387615105477e-06 -9.6158793745317224e-04 +1.7594638274025579e+06 
+2.0880000000000001e+02 +6.2384039608203059e-06 -9.5884271522312856e-04 +1.7530392941005144e+06 
+2.0890000000000001e+02 +6.2280945385223373e-06 -9.5610689960666441e-04 +1.7467251069444199e+06 
+2.0900000000000000e+02 +6.2178104226766937e-06 -9.5338048222624828e-04 +1.7405262793409349e+06 
+2.0910000000000002e+02 +6.2075515409315851e-06 -9.5066343608247235e-04 +1.7344427668442349e+06 
+2.0920000000000002e+02 +6.1973178192877696e-06 -9.4795565968650529e-04 +1.7284542931038530e+06 
+2.0930000000000001e+02 +6.1871091833341329e-06 -9.4525703292717305e-04 +1.7225355237398990e+06 
+2.0940000000000001e+02 +6.1769255586595666e-06 -9.4256743569347105e-04 +1.7166611244540606e+06 
+2.0950000000000000e+02 +6.1667668708529803e-06 -9.3988674787467551e-04 +1.7108057610256439e+06 
+2.0960000000000002e+02 +6.1566330455032604e-06 -9.3721484935969707e-04 +1.7049440991154686e+06 
+2.0970000000000002e+02 +6.1465240081993045e-06 -9.3455162003742065e-04 +1.6990508043816613e+06 
+2.0980000000000001e+02 +6.1364396845300061e-06 -9.3189693979693524e-04 +1.6931005425517298e+06 
+2.0990000000000001e+02 +6.1263800000842592e-06 -9.2925068852710931e-04 +1.6870679792660596e+06 
+2.1000000000000000e+02 +6.1163448804509675e-06 -9.2661274611726134e-04 +1.6809277803245492e+06 
+2.1010000000000002e+02 +6.1063342529032535e-06 -9.2398302181735095e-04 +1.6746623174915046e+06 
+2.1020000000000002e+02 +6.0963480514511453e-06 -9.2136154232036428e-04 +1.6682847863628815e+06 
+2.1030000000000001e+02 +6.0863862117889315e-06 -9.1874836368129400e-04 +1.6618160889940572e+06 
+2.1040000000000001e+02 +6.0764486696108626e-06 -9.1614354195426533e-04 +1.6552771271567063e+06 
+2.1050000000000000e+02 +6.0665353606112179e-06 -9.1354713319379943e-04 +1.6486888026982204e+06 
+2.1060000000000002e+02 +6.0566462204842700e-06 -9.1095919345457466e-04 +1.6420720175607179e+06 
+2.1070000000000002e+02 +6.0467811849242804e-06 -9.0837977879076805e-04 +1.6354476735218924e+06 
+2.1080000000000001e+02 +6.0369401896255268e-06 -9.0580894525695845e-04 +1.6288366724663612e+06 
