# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+1.8430000000000001e+02 +9.2113729365034176e-06 -1.7946582796677768e-03 +3.7664463474728926e+06 
+1.8440000000000001e+02 +9.1928720708082848e-06 -1.7889890366035877e-03 +3.7508746635347698e+06 
+1.8450000000000000e+02 +9.1744207003939795e-06 -1.7833401270092029e-03 +3.7353064328495739e+06 
+1.8460000000000002e+02 +9.1560187623508649e-06 -1.7777115788312503e-03 +3.7197935433024452e+06 
+1.8470000000000002e+02 +9.1376661937693535e-06 -1.7721034200171223e-03 +3.7043878829733608e+06 
+1.8480000000000001e+02 +9.1193629317398221e-06 -1.7665156785134156e-03 +3.6891413397129294e+06 
+1.8490000000000001e+02 +9.1011089133526084e-06 -1.7609483822662905e-03 +3.6741058012767159e+06 
+1.8500000000000000e+02 +9.0829040756981249e-06 -1.7554015592229175e-03 +3.6593331556572593e+06 
+1.8510000000000002e+02 +9.0647483257385438e-06 -1.7498752037616203e-03 +3.6448585469736103e+06 
+1.8520000000000002e+02 +9.0466414499232623e-06 -1.7443691759859634e-03 +3.6306501438258439e+06 
+1.8530000000000001e+02 +9.0285832045734971e-06 -1.7388833024315567e-03 +3.6166593711021198e+06 
+1.8540000000000001e+02 +9.0105733460104713e-06 -1.7334174096343474e-03 +3.6028376538524888e+06 
+1.8550000000000000e+02 +8.9926116305553895e-06 -1.7279713241298139e-03 +3.5891364169974248e+06 
+1.8560000000000002e+02 +8.9746978145294444e-06 -1.7225448724532133e-03 +3.5755070853699632e+06 
+1.8570000000000002e+02 +8.9568316542538594e-06 -1.7171378811397487e-03 +3.5619010837198189e+06 
+1.8580000000000001e+02 +8.9390129060498508e-06 -1.7117501767254933e-03 +3.5482698371575517e+06 
+1.8590000000000001e+02 +8.9212413262386113e-06 -1.7063815857455270e-03 +3.5345647704503015e+06 
+1.8600000000000000e+02 +8.9035166711413829e-06 -1.7010319347362990e-03 +3.5207373088131747e+06 
+1.8610000000000002e+02 +8.8858387275412177e-06 -1.6957010799710248e-03 +3.5067543112502592e+06 
+1.8620000000000002e+02 +8.8682074040687666e-06 -1.6903889966802662e-03 +3.4926443755278033e+06 
+1.8630000000000001e+02 +8.8506226398165297e-06 -1.6850956898332350e-03 +3.4784515338777388e+06 
+1.8640000000000001e+02 +8.8330843738770325e-06 -1.6798211643992958e-03 +3.4642198184718057e+06 
+1.8650000000000000e+02 +8.8155925453427700e-06 -1.6745654253472002e-03 +3.4499932613968365e+06 
+1.8660000000000002e+02 +8.7981470933062271e-06 -1.6693284776453756e-03 +3.4358158945644712e+06 
+1.8670000000000002e+02 +8.7807479568599802e-06 -1.6641103262645476e-03 +3.4217317506866073e+06 
+1.8680000000000001e+02 +8.7633950750964905e-06 -1.6589109761726408e-03 +3.4077848615095094e+06 
+1.8690000000000001e+02 +8.7460883871082647e-06 -1.6537304323386568e-03 +3.3940192591640484e+06 
+1.8700000000000000e+02 +8.7288278319878200e-06 -1.6485686997317844e-03 +3.3804789758327333e+06 
+1.8710000000000002e+02 +8.7116133216231453e-06 -1.6434257593956280e-03 +3.3671939054786637e+06 
+1.8720000000000002e+02 +8.6944446590840287e-06 -1.6383014966663983e-03 +3.3541373874039692e+06 
+1.8730000000000001e+02 +8.6773216202357487e-06 -1.6331957729559055e-03 +3.3412686231659474e+06 
+1.8740000000000001e+02 +8.6602439809435485e-06 -1.6281084496742907e-03 +3.3285468136521615e+06 
+1.8750000000000000e+02 +8.6432115170727286e-06 -1.6230393882337537e-03 +3.3159311605878188e+06 
+1.8760000000000002e+02 +8.6262240044885186e-06 -1.6179884500440054e-03 +3.3033808646726147e+06 
+1.8770000000000002e+02 +8.6092812190562138e-06 -1.6129554965167853e-03 +3.2908551274869745e+06 
+1.8780000000000001e+02 +8.5923829366410727e-06 -1.6079403890629244e-03 +3.2783131501357919e+06 
+1.8790000000000001e+02 +8.5755289331083788e-06 -1.6029429890939799e-03 +3.2657141340540769e+06 
+1.8800000000000000e+02 +8.5587189843233685e-06 -1.5979631580200469e-03 +3.2530172802032097e+06 
+1.8810000000000002e+02 +8.5419528936759423e-06 -1.5930007778457791e-03 +3.2401947486126823e+06 
+1.8820000000000002e+02 +8.5252305746544323e-06 -1.5880558129490229e-03 +3.2272705344987353e+06 
+1.8830000000000001e+02 +8.5085519682718099e-06 -1.5831282483011674e-03 +3.2142815917528775e+06 
+1.8840000000000001e+02 +8.4919170155410105e-06 -1.5782180688726970e-03 +3.2012648740413673e+06 
+1.8850000000000000e+02 +8.4753256574750205e-06 -1.5733252596357460e-03 +3.1882573355573169e+06 
+1.8860000000000002e+02 +8.4587778350867620e-06 -1.5684498055605247e-03 +3.1752959298735247e+06 
+1.8870000000000002e+02 +8.4422734893892027e-06 -1.5635916916181430e-03 +3.1624176108041988e+06 
+1.8880000000000001e+02 +8.4258125613953391e-06 -1.5587509027812823e-03 +3.1496593328054030e+06 
+1.8890000000000001e+02 +8.4093949921180713e-06 -1.5539274240191987e-03 +3.1370580490485393e+06 
+1.8900000000000000e+02 +8.3930207225703856e-06 -1.5491212403038299e-03 +3.1246507136883852e+06 
+1.8910000000000002e+02 +8.3766896692276963e-06 -1.5443323209518420e-03 +3.1124623062255494e+06 
+1.8920000000000002e+02 +8.3604016504154174e-06 -1.5395605726634658e-03 +3.1004699089911464e+06 
+1.8930000000000001e+02 +8.3441564599213993e-06 -1.5348058864840094e-03 +3.0886386298097544e+06 
+1.8940000000000001e+02 +8.3279538915334735e-06 -1.5300681534585493e-03 +3.0769335764327692e+06 
+1.8950000000000000e+02 +8.3117937390395582e-06 -1.5253472646340261e-03 +3.0653198572407691e+06 
+1.8960000000000002e+02 +8.2956757962274731e-06 -1.5206431110546871e-03 +3.0537625796436290e+06 
+1.8970000000000002e+02 +8.2795998568850976e-06 -1.5159555837666776e-03 +3.0422268517922410e+06 
+1.8980000000000001e+02 +8.2635657148003020e-06 -1.5112845738157240e-03 +3.0306777816360062e+06 
+1.8990000000000001e+02 +8.2475731637609250e-06 -1.5066299722469539e-03 +3.0190804769320223e+06 
+1.9000000000000000e+02 +8.2316219975548559e-06 -1.5019916701064910e-03 +3.0074000457820762e+06 
+1.9010000000000002e+02 +8.2157120348205413e-06 -1.4973695715281440e-03 +2.9956127911094371e+06 
+1.9020000000000002e+02 +8.1998431935990193e-06 -1.4927636330056729e-03 +2.9837397985758986e+06 
+1.9030000000000001e+02 +8.1840154167817868e-06 -1.4881738241175502e-03 +2.9718133476160974e+06 
+1.9040000000000001e+02 +8.1682286472605171e-06 -1.4836001144470825e-03 +2.9598657193405917e+06 
+1.9050000000000000e+02 +8.1524828279267531e-06 -1.4790424735741164e-03 +2.9479291937111905e+06 
+1.9060000000000002e+02 +8.1367779016720918e-06 -1.4745008710799375e-03 +2.9360360511148591e+06 
+1.9070000000000002e+02 +8.1211138113881353e-06 -1.4699752765457521e-03 +2.9242185719762645e+06 
+1.9080000000000001e+02 +8.1054904999664672e-06 -1.4654656595524383e-03 +2.9125090365436096e+06 
+1.9090000000000001e+02 +8.0899079102986777e-06 -1.4609719896811505e-03 +2.9009397252358585e+06 
+1.9100000000000000e+02 +8.0743659852763622e-06 -1.4564942365131231e-03 +2.8895429184342753e+06 
+1.9110000000000002e+02 +8.0588646456826632e-06 -1.4520323608134872e-03 +2.8783405199444657e+06 
+1.9120000000000002e+02 +8.0434037238671330e-06 -1.4475862880892780e-03 +2.8673129292203221e+06 
+1.9130000000000001e+02 +8.0279830300708167e-06 -1.4431559350296900e-03 +2.8564301684953715e+06 
+1.9140000000000001e+02 +8.0126023745347832e-06 -1.4387412183253822e-03 +2.8456622605550238e+06 
+1.9150000000000000e+02 +7.9972615675001438e-06 -1.4343420546675694e-03 +2.8349792283563986e+06 
+1.9160000000000002e+02 +7.9819604192079403e-06 -1.4299583607453796e-03 +2.8243510940626920e+06 
+1.9170000000000002e+02 +7.9666987398992924e-06 -1.4255900532504993e-03 +2.8137478808388510e+06 
+1.9180000000000001e+02 +7.9514763398152707e-06 -1.4212370488731678e-03 +2.8031396112684780e+06 
+1.9190000000000001e+02 +7.9362930291969205e-06 -1.4168992643029577e-03 +2.7924963077669484e+06 
+1.9200000000000000e+02 +7.9211486182853597e-06 -1.4125766162313318e-03 +2.7817879933341518e+06 
+1.9210000000000002e+02 +7.9060429397262446e-06 -1.4082690276972008e-03 +2.7709941249758773e+06 
+1.9220000000000002e+02 +7.8909759157836379e-06 -1.4039764471355911e-03 +2.7601318977490929e+06 
+1.9230000000000001e+02 +7.8759474911261544e-06 -1.3996988293300346e-03 +2.7492279411301012e+06 
+1.9240000000000001e+02 +7.8609576104224576e-06 -1.3954361290645398e-03 +2.7383088846332231e+06 
+1.9250000000000000e+02 +7.8460062183411792e-06 -1.3911883011229213e-03 +2.7274013578130137e+06 
+1.9260000000000002e+02 +7.8310932595509675e-06 -1.3869553002891165e-03 +2.7165319902069210e+06 
+1.9270000000000002e+02 +7.8162186787204439e-06 -1.3827370813462266e-03 +2.7057274111030633e+06 
+1.9280000000000001e+02 +7.8013824205182636e-06 -1.3785335990784292e-03 +2.6950142500968641e+06 
+1.9290000000000001e+02 +7.7865844296130734e-06 -1.3743448082697350e-03 +2.6844191367802625e+06 
+1.9300000000000000e+02 +7.7718246506734879e-06 -1.3701706637034052e-03 +2.6739687005373701e+06 
+1.9310000000000002e+02 +7.7571030084832320e-06 -1.3660111175749755e-03 +2.6636808735665064e+06 
+1.9320000000000002e+02 +7.7424193482861744e-06 -1.3618661117234439e-03 +2.6535387982757655e+06 
+1.9330000000000001e+02 +7.7277734954412822e-06 -1.3577355854006616e-03 +2.6435169201852484e+06 
+1.9340000000000001e+02 +7.7131652753074768e-06 -1.3536194778564609e-03 +2.6335896840917817e+06 
+1.9350000000000000e+02 +7.6985945132437170e-06 -1.3495177283421079e-03 +2.6237315353104915e+06 
+1.9360000000000002e+02 +7.6840610346089478e-06 -1.3454302761085970e-03 +2.6139169190636789e+06 
+1.9370000000000002e+02 +7.6695646647621195e-06 -1.3413570604068608e-03 +2.6041202805821998e+06 
+1.9380000000000001e+02 +7.6551052290621688e-06 -1.3372980204873358e-03 +2.5943160648393417e+06 
+1.9390000000000001e+02 +7.6406825528680357e-06 -1.3332530956010301e-03 +2.5844787171214023e+06 
+1.9400000000000000e+02 +7.6262964615386824e-06 -1.3292222249991254e-03 +2.5745826827026387e+06 
+1.9410000000000002e+02 +7.6119468006132936e-06 -1.3252053489929720e-03 +2.5646107833926999e+06 
+1.9420000000000002e+02 +7.5976334963521110e-06 -1.3212024121385874e-03 +2.5545793486622139e+06 
+1.9430000000000001e+02 +7.5833564951956328e-06 -1.3172133600529408e-03 +2.5445130847601923e+06 
+1.9440000000000001e+02 +7.5691157435843402e-06 -1.3132381383524992e-03 +2.5344366977702728e+06 
+1.9450000000000000e+02 +7.5549111879587332e-06 -1.3092766926543068e-03 +2.5243748939965917e+06 
+1.9460000000000002e+02 +7.5407427747592778e-06 -1.3053289685745673e-03 +2.5143523794153878e+06 
+1.9470000000000002e+02 +7.5266104504264850e-06 -1.3013949117302739e-03 +2.5043938603254114e+06 
+1.9480000000000001e+02 +7.5125141614008428e-06 -1.2974744677385734e-03 +2.4945240430418882e+06 
+1.9490000000000001e+02 +7.4984538541228214e-06 -1.2935675822151685e-03 +2.4847676333763157e+06 
+1.9500000000000000e+02 +7.4844294750329455e-06 -1.2896742007781818e-03 +2.4751493380180704e+06 
+1.9510000000000002e+02 +7.4704409527018108e-06 -1.2857942709582622e-03 +2.4656858495200514e+06 
+1.9520000000000002e+02 +7.4564881442206181e-06 -1.2819277479481153e-03 +2.4563618084170809e+06 
+1.9530000000000001e+02 +7.4425708888106664e-06 -1.2780745888542717e-03 +2.4471538415801837e+06 
+1.9540000000000001e+02 +7.4286890256932982e-06 -1.2742347507845712e-03 +2.4380385763375401e+06 
+1.9550000000000000e+02 +7.4148423940897872e-06 -1.2704081908447712e-03 +2.4289926393029252e+06 
+1.9560000000000002e+02 +7.4010308332214842e-06 -1.2665948661430141e-03 +2.4199926579312431e+06 
+1.9570000000000002e+02 +7.3872541823096740e-06 -1.2627947337856677e-03 +2.4110152590913004e+06 
+1.9580000000000001e+02 +7.3735122805757116e-06 -1.2590077508802628e-03 +2.4020370699056685e+06 
+1.9590000000000001e+02 +7.3598049672408912e-06 -1.2552338745337739e-03 +2.3930347174969176e+06 
+1.9600000000000000e+02 +7.3461320815265365e-06 -1.2514730618531176e-03 +2.3839848288257299e+06 
+1.9610000000000002e+02 +7.3324934807986290e-06 -1.2477252662308387e-03 +2.3748712932990752e+06 
+1.9620000000000002e+02 +7.3188890950020145e-06 -1.2439904262052707e-03 +2.3657070507366774e+06 
+1.9630000000000001e+02 +7.3053188722261849e-06 -1.2402684765998346e-03 +2.3565123031729618e+06 
+1.9640000000000001e+02 +7.2917827605606455e-06 -1.2365593522381502e-03 +2.3473072526806877e+06 
+1.9650000000000000e+02 +7.2782807080949102e-06 -1.2328629879440728e-03 +2.3381121014358941e+06 
+1.9660000000000002e+02 +7.2648126629184775e-06 -1.2291793185411201e-03 +2.3289470514525720e+06 
+1.9670000000000002e+02 +7.2513785731208486e-06 -1.2255082788527201e-03 +2.3198323047974608e+06 
+1.9680000000000001e+02 +7.2379783867915397e-06 -1.2218498037028607e-03 +2.3107880636146022e+06 
+1.9690000000000001e+02 +7.2246120520200539e-06 -1.2182038279152485e-03 +2.3018345300952420e+06 
+1.9700000000000000e+02 +7.2112795168958954e-06 -1.2145702863131842e-03 +2.2929919061199939e+06 
+1.9710000000000002e+02 +7.1979807135011150e-06 -1.2109491207659467e-03 +2.2842741139112613e+06 
+1.9720000000000002e+02 +7.1847155098879178e-06 -1.2073403013233442e-03 +2.2756699553240724e+06 
+1.9730000000000001e+02 +7.1714837581010777e-06 -1.2037438050811677e-03 +2.2671619523369609e+06 
+1.9740000000000001e+02 +7.1582853101853494e-06 -1.2001596091351248e-03 +2.2587326270130505e+06 
+1.9750000000000000e+02 +7.1451200181854816e-06 -1.1965876905800713e-03 +2.2503645010242034e+06 
+1.9760000000000002e+02 +7.1319877341462295e-06 -1.1930280265118175e-03 +2.2420400964447903e+06 
+1.9770000000000002e+02 +7.1188883101123740e-06 -1.1894805940261101e-03 +2.2337419352799575e+06 
+1.9780000000000001e+02 +7.1058215981286774e-06 -1.1859453702185430e-03 +2.2254525394706978e+06 
+1.9790000000000001e+02 +7.0927874502398595e-06 -1.1824223321837445e-03 +2.2171544306948935e+06 
+1.9800000000000000e+02 +7.0797857184907231e-06 -1.1789114570182611e-03 +2.2088301312179510e+06 
+1.9810000000000002e+02 +7.0668162711920148e-06 -1.1754127128736039e-03 +2.2004674319359688e+06 
+1.9820000000000002e+02 +7.0538790417185838e-06 -1.1719260321287053e-03 +2.1920752007758422e+06 
+1.9830000000000001e+02 +7.0409739797113439e-06 -1.1684513382203517e-03 +2.1836675751784239e+06 
+1.9840000000000001e+02 +7.0281010348111516e-06 -1.1649885545837162e-03 +2.1752586919994201e+06 
+1.9850000000000000e+02 +7.0152601566588818e-06 -1.1615376046548308e-03 +2.1668626885171602e+06 
+1.9860000000000002e+02 +7.0024512948954036e-06 -1.1580984118693836e-03 +2.1584937018162454e+06 
+1.9870000000000002e+02 +6.9896743991616132e-06 -1.1546708996635589e-03 +2.1501658691143366e+06 
+1.9880000000000001e+02 +6.9769294190983712e-06 -1.1512549914729638e-03 +2.1418933275335757e+06 
+1.9890000000000001e+02 +6.9642163043465669e-06 -1.1478506107336721e-03 +2.1336902142480630e+06 
+1.9900000000000000e+02 +6.9515350045470628e-06 -1.1444576808811750e-03 +2.1255706663048575e+06 
+1.9910000000000002e+02 +6.9388854550402349e-06 -1.1410761372022201e-03 +2.1175444161254670e+06 
+1.9920000000000002e+02 +6.9262675339644045e-06 -1.1377059623844347e-03 +2.1096035763888923e+06 
+1.9930000000000001e+02 +6.9136811051574058e-06 -1.1343471509665010e-03 +2.1017358550326298e+06 
+1.9940000000000001e+02 +6.9011260324570567e-06 -1.1309996974869785e-03 +2.0939289600117598e+06 
+1.9950000000000000e+02 +6.8886021797011772e-06 -1.1276635964841146e-03 +2.0861705991688953e+06 
+1.9960000000000002e+02 +6.8761094107275837e-06 -1.1243388424964098e-03 +2.0784484804212577e+06 
+1.9970000000000002e+02 +6.8636475893741060e-06 -1.1210254300623402e-03 +2.0707503116836923e+06 
+1.9980000000000001e+02 +6.8512165794785540e-06 -1.1177233537202035e-03 +2.0630638008040395e+06 
+1.9990000000000001e+02 +6.8388162448787735e-06 -1.1144326080091127e-03 +2.0553766559081394e+06 
+2.0000000000000000e+02 +6.8264464494125633e-06 -1.1111531874667966e-03 +2.0476765846561228e+06 
+2.0010000000000002e+02 +6.8141070714742415e-06 -1.1078850735167479e-03 +2.0399551159367550e+06 
+2.0020000000000002e+02 +6.8017980476840884e-06 -1.1046281951211422e-03 +2.0322190621164495e+06 
+2.0030000000000001e+02 +6.7895193292188514e-06 -1.1013824681263727e-03 +2.0244790562752811e+06 
+2.0040000000000001e+02 +6.7772708672553014e-06 -1.0981478083795736e-03 +2.0167457317160419e+06 
+2.0050000000000000e+02 +6.7650526129702037e-06 -1.0949241317273941e-03 +2.0090297215942068e+06 
+2.0060000000000002e+02 +6.7528645175403284e-06 -1.0917113540170435e-03 +2.0013416592678512e+06 
+2.0070000000000002e+02 +6.7407065321424363e-06 -1.0885093910949701e-03 +1.9936921777764976e+06 
+2.0080000000000001e+02 +6.7285786079532825e-06 -1.0853181588080295e-03 +1.9860919104229382e+06 
+2.0090000000000001e+02 +6.7164806961496388e-06 -1.0821375730030976e-03 +1.9785514903569454e+06 
+2.0100000000000000e+02 +6.7044127479082627e-06 -1.0789675495270214e-03 +1.9710815508960432e+06 
+2.0110000000000002e+02 +6.6923747016519241e-06 -1.0758080195374341e-03 +1.9636893607951452e+06 
+2.0120000000000002e+02 +6.6803664447874241e-06 -1.0726589754359891e-03 +1.9563687317163518e+06 
+2.0130000000000001e+02 +6.6683878519675637e-06 -1.0695204249352207e-03 +1.9491101109097966e+06 
+2.0140000000000001e+02 +6.6564387978451715e-06 -1.0663923757482836e-03 +1.9419039458190254e+06 
+2.0150000000000000e+02 +6.6445191570730164e-06 -1.0632748355870623e-03 +1.9347406835441629e+06 
+2.0160000000000002e+02 +6.6326288043039338e-06 -1.0601678121646635e-03 +1.9276107714767982e+06 
+2.0170000000000002e+02 +6.6207676141907144e-06 -1.0570713131934728e-03 +1.9205046568817967e+06 
+2.0180000000000001e+02 +6.6089354613861709e-06 -1.0539853463861016e-03 +1.9134127870175291e+06 
+2.0190000000000001e+02 +6.5971322205431034e-06 -1.0509099194552951e-03 +1.9063256092358252e+06 
+2.0200000000000000e+02 +6.5853577663143144e-06 -1.0478450401133993e-03 +1.8992335707343868e+06 
+2.0210000000000002e+02 +6.5736119863565586e-06 -1.0447906998762788e-03 +1.8921301059688886e+06 
+2.0220000000000002e+02 +6.5618948203423242e-06 -1.0417468254707086e-03 +1.8850205974492240e+06 
+2.0230000000000001e+02 +6.5502062209480489e-06 -1.0387133274267686e-03 +1.8779134148878178e+06 
+2.0240000000000001e+02 +6.5385461408501774e-06 -1.0356901162748297e-03 +1.8708169280609321e+06 
+2.0250000000000000e+02 +6.5269145327251347e-06 -1.0326771025444960e-03 +1.8637395065191016e+06 
+2.0260000000000002e+02 +6.5153113492493696e-06 -1.0296741967662903e-03 +1.8566895201019503e+06 
+2.0270000000000002e+02 +6.5037365430993055e-06 -1.0266813094696803e-03 +1.8496753383136007e+06 
+2.0280000000000001e+02 +6.4921900669513802e-06 -1.0236983511848496e-03 +1.8427053308782000e+06 
+2.0290000000000001e+02 +6.4806718734820477e-06 -1.0207252324422175e-03 +1.8357878676239660e+06 
+2.0300000000000000e+02 +6.4691819153677143e-06 -1.0177618637711512e-03 +1.8289313179972041e+06 
+2.0310000000000002e+02 +6.4577201339353955e-06 -1.0148081735333115e-03 +1.8221412335504948e+06 
+2.0320000000000002e+02 +6.4462864251142518e-06 -1.0118641614127871e-03 +1.8154118919842939e+06 
+2.0330000000000001e+02 +6.4348806734840460e-06 -1.0089298449259547e-03 +1.8087347530738113e+06 
+2.0340000000000001e+02 +6.4235027636245076e-06 -1.0060052415882220e-03 +1.8021012762527356e+06 
+2.0350000000000000e+02 +6.4121525801153673e-06 -1.0030903689153077e-03 +1.7955029211137942e+06 
+2.0360000000000002e+02 +6.4008300075363581e-06 -1.0001852444228652e-03 +1.7889311471801742e+06 
+2.0370000000000002e+02 +6.3895349304672376e-06 -9.9728988562697404e-04 +1.7823774141318840e+06 
+2.0380000000000001e+02 +6.3782672334877237e-06 -9.9440431004283640e-04 +1.7758331813325975e+06 
+2.0390000000000001e+02 +6.3670268011775655e-06 -9.9152853518649580e-04 +1.7692899084738863e+06 
+2.0400000000000000e+02 +6.3558135181164868e-06 -9.8866257857330815e-04 +1.7627390549834198e+06 
+2.0410000000000002e+02 +6.3446272804807429e-06 -9.8580643951325683e-04 +1.7561748684002906e+06 
+2.0420000000000002e+02 +6.3334680308325630e-06 -9.8296004448884832e-04 +1.7496027464680134e+06 
+2.0430000000000001e+02 +6.3223357233306890e-06 -9.8012330177687612e-04 +1.7430308749254160e+06 
+2.0440000000000001e+02 +6.3112303121338614e-06 -9.7729611965420896e-04 +1.7364674395669252e+06 
+2.0450000000000000e+02 +6.3001517514008264e-06 -9.7447840639735531e-04 +1.7299206259747064e+06 
+2.0460000000000002e+02 +6.2890999952903101e-06 -9.7167007028294429e-04 +1.7233986198853690e+06 
+2.0470000000000002e+02 +6.2780749979610494e-06 -9.6887101958731240e-04 +1.7169096068463877e+06 
+2.0480000000000001e+02 +6.2670767135718186e-06 -9.6608116258814491e-04 +1.7104617729300316e+06 
+2.0490000000000001e+02 +6.2561050962813276e-06 -9.6330040756117594e-04 +1.7040633034610581e+06 
+2.0500000000000000e+02 +6.2451601002483200e-06 -9.6052866278339066e-04 +1.6977223843088197e+06 
+2.0510000000000002e+02 +6.2342416695595006e-06 -9.5776585619370910e-04 +1.6914446032936042e+06 
+2.0520000000000002e+02 +6.2233497080134497e-06 -9.5501199438126935e-04 +1.6852251575293923e+06 
+2.0530000000000001e+02 +6.2124841093366686e-06 -9.5226710359679913e-04 +1.6790566460581303e+06 
+2.0540000000000001e+02 +6.2016447672556993e-06 -9.4953121009171539e-04 +1.6729316681389378e+06 
+2.0550000000000000e+02 +6.1908315754970753e-06 -9.4680434011719513e-04 +1.6668428229728001e+06 
+2.0560000000000002e+02 +6.1800444277872989e-06 -9.4408651992411842e-04 +1.6607827096655006e+06 
+2.0570000000000002e+02 +6.1692832178529198e-06 -9.4137777576394350e-04 +1.6547439274961178e+06 
+2.0580000000000001e+02 +6.1585478394204646e-06 -9.3867813388784826e-04 +1.6487190756659533e+06 
+2.0590000000000001e+02 +6.1478381862164441e-06 -9.3598762054671188e-04 +1.6427007532804746e+06 
+2.0600000000000000e+02 +6.1371541519673867e-06 -9.3330626199159504e-04 +1.6366815594655822e+06 
+2.0610000000000002e+02 +6.1264956407020844e-06 -9.3063406409455123e-04 +1.6306562489939276e+06 
+2.0620000000000002e+02 +6.1158625976583173e-06 -9.2797095120816157e-04 +1.6246281977982502e+06 
+2.0630000000000001e+02 +6.1052549783760951e-06 -9.2531682730522013e-04 +1.6186029371687935e+06 
+2.0640000000000001e+02 +6.0946727383954689e-06 -9.2267159635953371e-04 +1.6125859987110256e+06 
+2.0650000000000000e+02 +6.0841158332564554e-06 -9.2003516234365993e-04 +1.6065829136111171e+06 
+2.0660000000000002e+02 +6.0735842184990827e-06 -9.1740742923099501e-04 +1.6005992133820280e+06 
+2.0670000000000002e+02 +6.0630778496633962e-06 -9.1478830099482123e-04 +1.5946404294152223e+06 
+2.0680000000000001e+02 +6.0525966822894141e-06 -9.1217768160810992e-04 +1.5887120930671552e+06 
+2.0690000000000001e+02 +6.0421406719171715e-06 -9.0957547504435198e-04 +1.5828197358773993e+06 
+2.0700000000000000e+02 +6.0317097740866746e-06 -9.0698158527574113e-04 +1.5769688888664339e+06 
+2.0710000000000002e+02 +6.0213039354488765e-06 -9.0439593841642248e-04 +1.5711635699126688e+06 
+2.0720000000000002e+02 +6.0109230670981756e-06 -9.0181854913597083e-04 +1.5654017397673475e+06 
+2.0730000000000001e+02 +6.0005670712399164e-06 -8.9924945424575329e-04 +1.5596798459436500e+06 
+2.0740000000000001e+02 +5.9902358500793891e-06 -8.9668869055543876e-04 +1.5539943353290583e+06 
+2.0750000000000000e+02 +5.9799293058219201e-06 -8.9413629487568173e-04 +1.5483416551704740e+06 
+2.0760000000000002e+02 +5.9696473406728277e-06 -8.9159230401701618e-04 +1.5427182526854945e+06 
+2.0770000000000002e+02 +5.9593898568374290e-06 -8.8905675478975668e-04 +1.5371205750053860e+06 
+2.0780000000000001e+02 +5.9491567565210277e-06 -8.8652968400403901e-04 +1.5315450691942517e+06 
+2.0790000000000001e+02 +5.9389479419289573e-06 -8.8401112847080504e-04 +1.5259881826087676e+06 
+2.0800000000000000e+02 +5.9287633152665163e-06 -8.8150112499996147e-04 +1.5204463622411212e+06 
+2.0810000000000002e+02 +5.9186027878438638e-06 -8.7899968729841956e-04 +1.5149168184885096e+06 
+2.0820000000000002e+02 +5.9084663073904959e-06 -8.7650673665921929e-04 +1.5093998148318101e+06 
+2.0830000000000001e+02 +5.8983538307407207e-06 -8.7402217127098526e-04 +1.5038963777027642e+06 
+2.0840000000000001e+02 +5.8882653147288831e-06 -8.7154588932332195e-04 +1.4984075338138063e+06 
+2.0850000000000000e+02 +5.8782007161892834e-06 -8.6907778900478599e-04 +1.4929343095735505e+06 
+2.0860000000000002e+02 +5.8681599919562699e-06 -8.6661776850520866e-04 +1.4874777318130762e+06 
+2.0870000000000002e+02 +5.8581430988641491e-06 -8.6416572601307232e-04 +1.4820388268861894e+06 
+2.0880000000000001e+02 +5.8481499937472621e-06 -8.6172155971797149e-04 +1.4766186215194229e+06 
+2.0890000000000001e+02 +5.8381806334399182e-06 -8.5928516780864122e-04 +1.4712181421883956e+06 
+2.0900000000000000e+02 +5.8282349747764484e-06 -8.5685644847448869e-04 +1.4658384155676835e+06 
+2.0910000000000002e+02 +5.8183129667898909e-06 -8.5443532462397978e-04 +1.4604803498921909e+06 
+2.0920000000000002e+02 +5.8084145273081235e-06 -8.5202181804312435e-04 +1.4551443801722780e+06 
+2.0930000000000001e+02 +5.7985395663577395e-06 -8.4961597523740338e-04 +1.4498308231099511e+06 
+2.0940000000000001e+02 +5.7886879939653280e-06 -8.4721784271228737e-04 +1.4445399954214734e+06 
+2.0950000000000000e+02 +5.7788597201574781e-06 -8.4482746697316362e-04 +1.4392722137828728e+06 
+2.0960000000000002e+02 +5.7690546549607975e-06 -8.4244489452587874e-04 +1.4340277950149591e+06 
+2.0970000000000002e+02 +5.7592727084018550e-06 -8.4007017187524955e-04 +1.4288070556052593e+06 
+2.0980000000000001e+02 +5.7495137905072584e-06 -8.3770334552719710e-04 +1.4236103124295494e+06 
+2.0990000000000001e+02 +5.7397778113035958e-06 -8.3534446198722356e-04 +1.4184378821999740e+06 
+2.1000000000000000e+02 +5.7300646808174505e-06 -8.3299356776033329e-04 +1.4132900814563332e+06 
+2.1010000000000002e+02 +5.7203743170909758e-06 -8.3065068414199398e-04 +1.4081669575750972e+06 
+2.1020000000000002e+02 +5.7107066702284669e-06 -8.2831573158353088e-04 +1.4030674792082766e+06 
+2.1030000000000001e+02 +5.7010616983497807e-06 -8.2598860532660811e-04 +1.3979903458230093e+06 
+2.1040000000000001e+02 +5.6914393595747572e-06 -8.2366920061193100e-04 +1.3929342565303389e+06 
