# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+6.7299999999999997e+01 +3.4163116446936538e-04 -2.2750589199536306e-01 +1.0909487450831599e+09 
+6.7400000000000006e+01 +3.4009159733324471e-04 -2.2627530222688841e-01 +1.0852282237684233e+09 
+6.7500000000000000e+01 +3.3856020810873723e-04 -2.2505306132688938e-01 +1.0796257250903995e+09 
+6.7600000000000009e+01 +3.3703691616120720e-04 -2.2383865334208056e-01 +1.0740617485993433e+09 
+6.7700000000000003e+01 +3.3552164085601791e-04 -2.2263156231911410e-01 +1.0684567938245854e+09 
+6.7799999999999997e+01 +3.3401430155853497e-04 -2.2143127230472892e-01 +1.0627313603255860e+09 
+6.7900000000000006e+01 +3.3251481763412090e-04 -2.2023726734557428e-01 +1.0568059476302965e+09 
+6.8000000000000000e+01 +3.3102310844814077e-04 -2.1904903148836427e-01 +1.0506010552899452e+09 
+6.8100000000000009e+01 +3.2953910384826116e-04 -2.1786619666433185e-01 +1.0440628850246327e+09 
+6.8200000000000003e+01 +3.2806277561136279e-04 -2.1668898634298162e-01 +1.0372404473019671e+09 
+6.8299999999999997e+01 +3.2659410599662850e-04 -2.1551777187834822e-01 +1.0302084547656881e+09 
+6.8400000000000006e+01 +3.2513307726324145e-04 -2.1435292462450284e-01 +1.0230416200715784e+09 
+6.8500000000000000e+01 +3.2367967167038522e-04 -2.1319481593547013e-01 +1.0158146558567675e+09 
+6.8600000000000009e+01 +3.2223387147724335e-04 -2.1204381716533449e-01 +1.0086022747815804e+09 
+6.8700000000000003e+01 +3.2079565894299866e-04 -2.1090029966811838e-01 +1.0014791894838762e+09 
+6.8799999999999997e+01 +3.1936501632683415e-04 -2.0976463479786978e-01 +9.9452011261136842e+08 
+6.8900000000000006e+01 +3.1794192588793313e-04 -2.0863719390864280e-01 +9.8779975681351399e+08 
+6.9000000000000000e+01 +3.1652636988547948e-04 -2.0751834835449812e-01 +9.8139283474041879e+08 
+6.9100000000000009e+01 +3.1511832180044488e-04 -2.0640833419317209e-01 +9.7535014853064322e+08 
+6.9200000000000003e+01 +3.1371772000095689e-04 -2.0530684629716558e-01 +9.6962685829124582e+08 
+6.9299999999999997e+01 +3.1232449407693247e-04 -2.0421344424268337e-01 +9.6415421362394381e+08 
+6.9400000000000006e+01 +3.1093857361828674e-04 -2.0312768760590136e-01 +9.5886346412210095e+08 
+6.9500000000000000e+01 +3.0955988821493671e-04 -2.0204913596302071e-01 +9.5368585938747501e+08 
+6.9600000000000009e+01 +3.0818836745679859e-04 -2.0097734889023502e-01 +9.4855264901947212e+08 
+6.9700000000000003e+01 +3.0682394093378880e-04 -1.9991188596374557e-01 +9.4339508261936343e+08 
+6.9799999999999997e+01 +3.0546653823582386e-04 -1.9885230675974078e-01 +9.3814440978343236e+08 
+6.9900000000000006e+01 +3.0411608895281950e-04 -1.9779817085441082e-01 +9.3273188011124706e+08 
+7.0000000000000000e+01 +3.0277252267469214e-04 -1.9674903782394002e-01 +9.2708874319714439e+08 
+7.0100000000000009e+01 +3.0143577826691995e-04 -1.9570459350285294e-01 +9.2116837614967799e+08 
+7.0200000000000003e+01 +3.0010583169722834e-04 -1.9466502875895095e-01 +9.1501266610263693e+08 
+7.0299999999999997e+01 +2.9878266820890242e-04 -1.9363066071830937e-01 +9.0868562767819583e+08 
+7.0400000000000006e+01 +2.9746627304522806e-04 -1.9260180650701375e-01 +9.0225127550108385e+08 
+7.0500000000000000e+01 +2.9615663144949193e-04 -1.9157878325116906e-01 +8.9577362420474875e+08 
+7.0600000000000009e+01 +2.9485372866497973e-04 -1.9056190807687870e-01 +8.8931668842243552e+08 
+7.0700000000000003e+01 +2.9355754993497734e-04 -1.8955149811021652e-01 +8.8294448277510202e+08 
+7.0799999999999997e+01 +2.9226808050277175e-04 -1.8854787047730828e-01 +8.7672102190248168e+08 
+7.0900000000000006e+01 +2.9098530561164825e-04 -1.8755134230423706e-01 +8.7071032043056059e+08 
+7.1000000000000000e+01 +2.8970921050489365e-04 -1.8656223071710573e-01 +8.6497639299051583e+08 
+7.1100000000000009e+01 +2.8843977260057269e-04 -1.8558073725339008e-01 +8.5956270440548038e+08 
+7.1200000000000003e+01 +2.8717693801586874e-04 -1.8460660109614110e-01 +8.5443052028997302e+08 
+7.1299999999999997e+01 +2.8592064504274356e-04 -1.8363944583977601e-01 +8.4952055644718385e+08 
+7.1400000000000006e+01 +2.8467083197315942e-04 -1.8267889507873483e-01 +8.4477352868642652e+08 
+7.1500000000000000e+01 +2.8342743709907834e-04 -1.8172457240743387e-01 +8.4013015281226981e+08 
+7.1600000000000009e+01 +2.8219039871246271e-04 -1.8077610142031597e-01 +8.3553114463475728e+08 
+7.1700000000000003e+01 +2.8095965510527456e-04 -1.7983310571180278e-01 +8.3091721995861995e+08 
+7.1799999999999997e+01 +2.7973514456947648e-04 -1.7889520887633090e-01 +8.2622909459272540e+08 
+7.1900000000000006e+01 +2.7851680539702942e-04 -1.7796203450831360e-01 +8.2140748434083152e+08 
+7.2000000000000000e+01 +2.7730457587989653e-04 -1.7703320620218946e-01 +8.1639310501152194e+08 
+7.2100000000000009e+01 +2.7609840254226689e-04 -1.7610845557319721e-01 +8.1114570342484987e+08 
+7.2200000000000003e+01 +2.7489826483723524e-04 -1.7518794631971263e-01 +8.0570115042416012e+08 
+7.2299999999999997e+01 +2.7370415045012354e-04 -1.7427195016090644e-01 +8.0011434785927951e+08 
+7.2400000000000006e+01 +2.7251604706625448e-04 -1.7336073881599753e-01 +7.9444019759771538e+08 
+7.2500000000000000e+01 +2.7133394237095033e-04 -1.7245458400416383e-01 +7.8873360149156535e+08 
+7.2600000000000009e+01 +2.7015782404953296e-04 -1.7155375744459647e-01 +7.8304946139986122e+08 
+7.2700000000000003e+01 +2.6898767978732419e-04 -1.7065853085646313e-01 +7.7744267917101049e+08 
+7.2799999999999997e+01 +2.6782349726964569e-04 -1.6976917595894486e-01 +7.7196815666039562e+08 
+7.2900000000000006e+01 +2.6666526418182184e-04 -1.6888596447129503e-01 +7.6668079574541831e+08 
+7.3000000000000000e+01 +2.6551296820917286e-04 -1.6800916811263689e-01 +7.6163549826163125e+08 
+7.3100000000000009e+01 +2.6436659004461450e-04 -1.6713895957868347e-01 +7.5686948404681695e+08 
+7.3200000000000003e+01 +2.6322608241143768e-04 -1.6627511547120746e-01 +7.5234924485266650e+08 
+7.3299999999999997e+01 +2.6209139104052683e-04 -1.6541731336849702e-01 +7.4802359040889156e+08 
+7.3400000000000006e+01 +2.6096246166276542e-04 -1.6456523084882194e-01 +7.4384133043822885e+08 
+7.3500000000000000e+01 +2.5983924000903873e-04 -1.6371854549048737e-01 +7.3975127467679727e+08 
+7.3600000000000009e+01 +2.5872167181023001e-04 -1.6287693487174734e-01 +7.3570223284157526e+08 
+7.3700000000000003e+01 +2.5760970279722336e-04 -1.6204007657089872e-01 +7.3164301466774905e+08 
+7.3799999999999997e+01 +2.5650327870090317e-04 -1.6120764816621511e-01 +7.2752242987801480e+08 
+7.3900000000000006e+01 +2.5540234525215321e-04 -1.6037932723597806e-01 +7.2328928820082712e+08 
+7.4000000000000000e+01 +2.5430684818185872e-04 -1.5955479135848516e-01 +7.1889239936800647e+08 
+7.4100000000000009e+01 +2.5321674054806586e-04 -1.5873381080883175e-01 +7.1429699800005710e+08 
+7.4200000000000003e+01 +2.5213200471747659e-04 -1.5791652664949632e-01 +7.0953401832615292e+08 
+7.4299999999999997e+01 +2.5105263038395433e-04 -1.5710317263975232e-01 +7.0465081946279299e+08 
+7.4400000000000006e+01 +2.4997860724136433e-04 -1.5629398253892490e-01 +6.9969476054275823e+08 
+7.4500000000000000e+01 +2.4890992498357049e-04 -1.5548919010629153e-01 +6.9471320068204093e+08 
+7.4600000000000009e+01 +2.4784657330443704e-04 -1.5468902910114549e-01 +6.8975349900239182e+08 
+7.4700000000000003e+01 +2.4678854189782865e-04 -1.5389373328279213e-01 +6.8486301463136041e+08 
+7.4799999999999997e+01 +2.4573582045760904e-04 -1.5310353641051161e-01 +6.8008910668625712e+08 
+7.4900000000000006e+01 +2.4468839867764327e-04 -1.5231867224362181e-01 +6.7547913429755116e+08 
+7.5000000000000000e+01 +2.4364626625179519e-04 -1.5153937454139751e-01 +6.7108045658091044e+08 
+7.5100000000000009e+01 +2.4260940661134444e-04 -1.5076579193450354e-01 +6.6692514166294646e+08 
+7.5200000000000003e+01 +2.4157777813723074e-04 -1.4999773253899690e-01 +6.6298409365629840e+08 
+7.5299999999999997e+01 +2.4055133294780987e-04 -1.4923491934231140e-01 +6.5921292567704701e+08 
+7.5400000000000006e+01 +2.3953002316143642e-04 -1.4847707533187401e-01 +6.5556725084350324e+08 
+7.5500000000000000e+01 +2.3851380089646597e-04 -1.4772392349510030e-01 +6.5200268226570559e+08 
+7.5600000000000009e+01 +2.3750261827125334e-04 -1.4697518681941993e-01 +6.4847483306080937e+08 
+7.5700000000000003e+01 +2.3649642740415395e-04 -1.4623058829225885e-01 +6.4493931634448957e+08 
+7.5799999999999997e+01 +2.3549518041352283e-04 -1.4548985090103642e-01 +6.4135174522923815e+08 
+7.5900000000000006e+01 +2.3449882941771518e-04 -1.4475269763317983e-01 +6.3766773283038568e+08 
+7.6000000000000000e+01 +2.3350732653508642e-04 -1.4401885147612567e-01 +6.3384289226934516e+08 
+7.6100000000000009e+01 +2.3252063042243854e-04 -1.4328811521084717e-01 +6.2984706560497284e+08 
+7.6200000000000003e+01 +2.3153872589035934e-04 -1.4256061079250873e-01 +6.2570701068519163e+08 
+7.6299999999999997e+01 +2.3056160428788644e-04 -1.4183653996990425e-01 +6.2146371432963336e+08 
+7.6400000000000006e+01 +2.2958925696405430e-04 -1.4111610449175713e-01 +6.1715816333566737e+08 
+7.6500000000000000e+01 +2.2862167526789955e-04 -1.4039950610682728e-01 +6.1283134451270628e+08 
+7.6600000000000009e+01 +2.2765885054845767e-04 -1.3968694656386160e-01 +6.0852424466422260e+08 
+7.6700000000000003e+01 +2.2670077415476404e-04 -1.3897862761159438e-01 +6.0427785059127533e+08 
+7.6800000000000011e+01 +2.2574743743585484e-04 -1.3827475099878694e-01 +6.0013314910242605e+08 
+7.6900000000000006e+01 +2.2479883174076609e-04 -1.3757551847419389e-01 +5.9613112700700653e+08 
+7.7000000000000000e+01 +2.2385494841853341e-04 -1.3688113178655889e-01 +5.9231277110660326e+08 
+7.7100000000000009e+01 +2.2291577319875458e-04 -1.3619171930376242e-01 +5.8870582586211741e+08 
+7.7200000000000003e+01 +2.2198126933327693e-04 -1.3550711587023848e-01 +5.8528506636368001e+08 
+7.7300000000000011e+01 +2.2105139445450879e-04 -1.3482708294953788e-01 +5.8201202535203826e+08 
+7.7400000000000006e+01 +2.2012610619486026e-04 -1.3415138200523791e-01 +5.7884823557481301e+08 
+7.7500000000000000e+01 +2.1920536218673965e-04 -1.3347977450088822e-01 +5.7575522977311659e+08 
+7.7600000000000009e+01 +2.1828912006255626e-04 -1.3281202190005920e-01 +5.7269454069282603e+08 
+7.7700000000000003e+01 +2.1737733745471924e-04 -1.3214788566631172e-01 +5.6962770107825720e+08 
+7.7800000000000011e+01 +2.1646997199563787e-04 -1.3148712726321055e-01 +5.6651624367317867e+08 
+7.7900000000000006e+01 +2.1556698131772100e-04 -1.3082950815431210e-01 +5.6332170122042584e+08 
+7.8000000000000000e+01 +2.1466832305337805e-04 -1.3017478980319089e-01 +5.6000560646784294e+08 
+7.8100000000000009e+01 +2.1377396068228839e-04 -1.2952280252100032e-01 +5.5654182148153710e+08 
+7.8200000000000003e+01 +2.1288388107321685e-04 -1.2887365200934994e-01 +5.5295352564620960e+08 
+7.8300000000000011e+01 +2.1199807694219841e-04 -1.2822751281745259e-01 +5.4927622767202306e+08 
+7.8400000000000006e+01 +2.1111654100526889e-04 -1.2758455949452399e-01 +5.4554543627045810e+08 
+7.8500000000000000e+01 +2.1023926597846281e-04 -1.2694496658976306e-01 +5.4179666014867640e+08 
+7.8600000000000009e+01 +2.0936624457781574e-04 -1.2630890865238339e-01 +5.3806540801588774e+08 
+7.8700000000000003e+01 +2.0849746951936290e-04 -1.2567656023160020e-01 +5.3438718858553946e+08 
+7.8800000000000011e+01 +2.0763293351913921e-04 -1.2504809587661128e-01 +5.3079751056114364e+08 
+7.8900000000000006e+01 +2.0677262929318029e-04 -1.2442369013663655e-01 +5.2733188265714121e+08 
+7.9000000000000000e+01 +2.0591654955752145e-04 -1.2380351756088438e-01 +5.2402581358120078e+08 
+7.9100000000000009e+01 +2.0506468197717707e-04 -1.2318768926277950e-01 +5.2090331403932452e+08 
+7.9200000000000003e+01 +2.0421699401307870e-04 -1.2257606261257177e-01 +5.1794240270377982e+08 
+7.9300000000000011e+01 +2.0337344807513745e-04 -1.2196843154473624e-01 +5.1510960024415362e+08 
+7.9400000000000006e+01 +2.0253400657326326e-04 -1.2136458999371530e-01 +5.1237142732137519e+08 
+7.9500000000000000e+01 +2.0169863191736776e-04 -1.2076433189399473e-01 +5.0969440460872173e+08 
+7.9600000000000009e+01 +2.0086728651736165e-04 -1.2016745118003856e-01 +5.0704505277354985e+08 
+7.9700000000000003e+01 +2.0003993278315540e-04 -1.1957374178630342e-01 +5.0438989248088455e+08 
+7.9800000000000011e+01 +1.9921653312465965e-04 -1.1898299764724810e-01 +5.0169544439498025e+08 
+7.9900000000000006e+01 +1.9839704995178615e-04 -1.1839501269736548e-01 +4.9892822919341260e+08 
+8.0000000000000000e+01 +1.9758144567444503e-04 -1.1780958087109400e-01 +4.9605476753368425e+08 
+8.0100000000000009e+01 +1.9676968794291060e-04 -1.1722655570361108e-01 +4.9305232156512755e+08 
+8.0200000000000003e+01 +1.9596176536890977e-04 -1.1664602913282028e-01 +4.8994111931803942e+08 
+8.0300000000000011e+01 +1.9515767180453307e-04 -1.1606815269734573e-01 +4.8675213030718660e+08 
+8.0400000000000006e+01 +1.9435740110187099e-04 -1.1549307793579307e-01 +4.8351632404058373e+08 
+8.0500000000000000e+01 +1.9356094711301349e-04 -1.1492095638676875e-01 +4.8026467002758390e+08 
+8.0600000000000009e+01 +1.9276830369005076e-04 -1.1435193958887828e-01 +4.7702813777614099e+08 
+8.0700000000000003e+01 +1.9197946468507395e-04 -1.1378617908075601e-01 +4.7383769680473202e+08 
+8.0800000000000011e+01 +1.9119442395017295e-04 -1.1322382640099686e-01 +4.7072431661713427e+08 
+8.0900000000000006e+01 +1.9041317533743826e-04 -1.1266503308821660e-01 +4.6771896672624892e+08 
+8.1000000000000000e+01 +1.8963571269895997e-04 -1.1210995068101670e-01 +4.6485261663810366e+08 
+8.1100000000000009e+01 +1.8886202533949551e-04 -1.1155867571039145e-01 +4.6214620274787986e+08 
+8.1200000000000003e+01 +1.8809208437446916e-04 -1.1101108467677838e-01 +4.5958052895289195e+08 
+8.1300000000000011e+01 +1.8732585637197270e-04 -1.1046699907301055e-01 +4.5712636603938496e+08 
+8.1400000000000006e+01 +1.8656330790009677e-04 -1.0992624039188738e-01 +4.5475448478263456e+08 
+8.1500000000000000e+01 +1.8580440552693305e-04 -1.0938863012623655e-01 +4.5243565596629047e+08 
+8.1600000000000009e+01 +1.8504911582057281e-04 -1.0885398976887792e-01 +4.5014065037240064e+08 
+8.1700000000000003e+01 +1.8429740534910729e-04 -1.0832214081262413e-01 +4.4784023878045815e+08 
+8.1800000000000011e+01 +1.8354924068062764e-04 -1.0779290475029528e-01 +4.4550519197200400e+08 
+8.1900000000000006e+01 +1.8280458838322521e-04 -1.0726610307469933e-01 +4.4310628072428071e+08 
+8.2000000000000000e+01 +1.8206341502499177e-04 -1.0674155727867654e-01 +4.4061427582606775e+08 
+8.2100000000000009e+01 +1.8132569187846151e-04 -1.0621914056186479e-01 +4.3800931436428076e+08 
+8.2200000000000003e+01 +1.8059140903394614e-04 -1.0569893295134086e-01 +4.3530899869982791e+08 
+8.2300000000000011e+01 +1.7986056128619859e-04 -1.0518106618097176e-01 +4.3254029749059790e+08 
+8.2400000000000006e+01 +1.7913314342997368e-04 -1.0466567198465875e-01 +4.2973017940457672e+08 
+8.2500000000000000e+01 +1.7840915026002567e-04 -1.0415288209630003e-01 +4.2690561310914218e+08 
+8.2600000000000009e+01 +1.7768857657110882e-04 -1.0364282824979268e-01 +4.2409356727207744e+08 
+8.2700000000000003e+01 +1.7697141715797781e-04 -1.0313564217903450e-01 +4.2132101055968565e+08 
+8.2800000000000011e+01 +1.7625766681538611e-04 -1.0263145561790638e-01 +4.1861491163470143e+08 
+8.2900000000000006e+01 +1.7554732033808846e-04 -1.0213040030030940e-01 +4.1600223916531354e+08 
+8.3000000000000000e+01 +1.7484037252083910e-04 -1.0163260796014109e-01 +4.1350996181859553e+08 
+8.3100000000000009e+01 +1.7413681406029053e-04 -1.0113816258128629e-01 +4.1115633482046211e+08 
+8.3200000000000003e+01 +1.7343661926068907e-04 -1.0064695714761461e-01 +4.0892475964320165e+08 
+8.3300000000000011e+01 +1.7273975832817978e-04 -1.0015883689300006e-01 +4.0678992432214081e+08 
+8.3400000000000006e+01 +1.7204620146890785e-04 -9.9673647051320813e-02 +4.0472651689526230e+08 
+8.3500000000000000e+01 +1.7135591888901746e-04 -9.9191232856430014e-02 +4.0270922539185047e+08 
+8.3600000000000009e+01 +1.7066888079465391e-04 -9.8711439542207277e-02 +4.0071273784905672e+08 
+8.3700000000000003e+01 +1.6998505739196173e-04 -9.8234112342513308e-02 +3.9871174229947042e+08 
+8.3800000000000011e+01 +1.6930441888708580e-04 -9.7759096491220873e-02 +3.9668092677849925e+08 
+8.3900000000000006e+01 +1.6862693548617145e-04 -9.7286237222205377e-02 +3.9459497932211858e+08 
+8.4000000000000000e+01 +1.6795257739536302e-04 -9.6815379769326720e-02 +3.9242858796230954e+08 
+8.4100000000000009e+01 +1.6728131904930217e-04 -9.6346414245006021e-02 +3.9016454481706935e+08 
+8.4200000000000003e+01 +1.6661315179661654e-04 -9.5879410275826069e-02 +3.8781805832441276e+08 
+8.4300000000000011e+01 +1.6594807121443080e-04 -9.5414482366934811e-02 +3.8541244101005369e+08 
+8.4400000000000006e+01 +1.6528607287986946e-04 -9.4951745023465706e-02 +3.8297100539483982e+08 
+8.4500000000000000e+01 +1.6462715237005704e-04 -9.4491312750559192e-02 +3.8051706400239646e+08 
+8.4600000000000009e+01 +1.6397130526211770e-04 -9.4033300053347826e-02 +3.7807392935347003e+08 
+8.4700000000000003e+01 +1.6331852713317624e-04 -9.3577821436975267e-02 +3.7566491397229421e+08 
+8.4800000000000011e+01 +1.6266881356035687e-04 -9.3124991406574778e-02 +3.7331333037995994e+08 
+8.4900000000000006e+01 +1.6202216012078420e-04 -9.2674924467285771e-02 +3.7104249110021436e+08 
+8.5000000000000000e+01 +1.6137856239158323e-04 -9.2227735124259580e-02 +3.6887570865913630e+08 
+8.5100000000000009e+01 +1.6073801225278405e-04 -9.1783496366445019e-02 +3.6682873598542351e+08 
+8.5200000000000003e+01 +1.6010048679604359e-04 -9.1342115118125677e-02 +3.6488708766054493e+08 
+8.5300000000000011e+01 +1.5946595941592555e-04 -9.0903456787431822e-02 +3.6302871868426180e+08 
+8.5400000000000006e+01 +1.5883440350699307e-04 -9.0467386782470238e-02 +3.6123158404749495e+08 
+8.5500000000000000e+01 +1.5820579246380928e-04 -9.0033770511356512e-02 +3.5947363874538273e+08 
+8.5600000000000009e+01 +1.5758009968093784e-04 -8.9602473382216941e-02 +3.5773283777549636e+08 
+8.5700000000000003e+01 +1.5695729855294140e-04 -8.9173360803146778e-02 +3.5598713612624270e+08 
+8.5800000000000011e+01 +1.5633736247438324e-04 -8.8746298182261124e-02 +3.5421448879071206e+08 
+8.5900000000000006e+01 +1.5572026483982751e-04 -8.8321150927698017e-02 +3.5239285077178806e+08 
+8.6000000000000000e+01 +1.5510597904383664e-04 -8.7897784447548935e-02 +3.5050017705518073e+08 
+8.6100000000000009e+01 +1.5449448228826597e-04 -8.7476103259230026e-02 +3.4852151721300209e+08 
+8.6200000000000003e+01 +1.5388576700413613e-04 -8.7056168317245122e-02 +3.4647029908334875e+08 
+8.6300000000000011e+01 +1.5327982942975975e-04 -8.6638079685399869e-02 +3.4436704508313632e+08 
+8.6400000000000006e+01 +1.5267666580344924e-04 -8.6221937427491485e-02 +3.4223227762611717e+08 
+8.6500000000000000e+01 +1.5207627236351747e-04 -8.5807841607328808e-02 +3.4008651912859851e+08 
+8.6600000000000009e+01 +1.5147864534827669e-04 -8.5395892288707961e-02 +3.3795029200443435e+08 
+8.6700000000000003e+01 +1.5088378099603974e-04 -8.4986189535439252e-02 +3.3584411867183769e+08 
+8.6800000000000011e+01 +1.5029167554511869e-04 -8.4578833411305399e-02 +3.3378852153821468e+08 
+8.6900000000000006e+01 +1.4970232523382686e-04 -8.4173923980130974e-02 +3.3180402302682728e+08 
+8.7000000000000000e+01 +1.4911572630047604e-04 -8.3771561305697934e-02 +3.2991114554623717e+08 
+8.7100000000000009e+01 +1.4853187164268493e-04 -8.3371809169183131e-02 +3.2812373751649380e+08 
+8.7200000000000003e+01 +1.4795074079529429e-04 -8.2974586221203323e-02 +3.2642895136059082e+08 
+8.7300000000000011e+01 +1.4737230995245140e-04 -8.2579774829758409e-02 +3.2480726550917745e+08 
+8.7400000000000006e+01 +1.4679655530830374e-04 -8.2187257362855565e-02 +3.2323915839549792e+08 
+8.7500000000000000e+01 +1.4622345305699726e-04 -8.1796916188459565e-02 +3.2170510843880641e+08 
+8.7600000000000009e+01 +1.4565297939267974e-04 -8.1408633674587519e-02 +3.2018559407467896e+08 
+8.7700000000000003e+01 +1.4508511050949775e-04 -8.1022292189219663e-02 +3.1866109372859436e+08 
+8.7800000000000011e+01 +1.4451982260159797e-04 -8.0637774100348655e-02 +3.1711208582895106e+08 
+8.7900000000000006e+01 +1.4395709186312822e-04 -8.0254961775977116e-02 +3.1551904880617505e+08 
+8.8000000000000000e+01 +1.4339689448823471e-04 -7.9873737584089693e-02 +3.1386246108726585e+08 
+8.8100000000000009e+01 +1.4283921010431011e-04 -7.9494018102797825e-02 +3.1212907785669398e+08 
+8.8200000000000003e+01 +1.4228403207172834e-04 -7.9115856750679572e-02 +3.1033076132500309e+08 
+8.8300000000000011e+01 +1.4173135718410825e-04 -7.8739341156410445e-02 +3.0848565045221913e+08 
+8.8400000000000006e+01 +1.4118118223506955e-04 -7.8364558948689850e-02 +3.0661188420528227e+08 
+8.8500000000000000e+01 +1.4063350401823089e-04 -7.7991597756190800e-02 +3.0472760154393476e+08 
+8.8600000000000009e+01 +1.4008831932721199e-04 -7.7620545207617631e-02 +3.0285094143717462e+08 
+8.8700000000000003e+01 +1.3954562495563198e-04 -7.7251488931653539e-02 +3.0100004284812003e+08 
+8.8800000000000011e+01 +1.3900541769710983e-04 -7.6884516556976326e-02 +2.9919304473607725e+08 
+8.8900000000000006e+01 +1.3846769434526510e-04 -7.6519715712285691e-02 +2.9744808607025725e+08 
+8.9000000000000000e+01 +1.3793245169371662e-04 -7.6157174026256408e-02 +2.9578330580910468e+08 
+8.9100000000000009e+01 +1.3739968351536642e-04 -7.5796947390031053e-02 +2.9421096823405856e+08 
+8.9200000000000003e+01 +1.3686937150024549e-04 -7.5438964744478934e-02 +2.9271983886120677e+08 
+8.9300000000000011e+01 +1.3634149431766747e-04 -7.5083123292921217e-02 +2.9129280852283913e+08 
+8.9400000000000006e+01 +1.3581603063694613e-04 -7.4729320238683200e-02 +2.8991276805295891e+08 
+8.9500000000000000e+01 +1.3529295912739455e-04 -7.4377452785066120e-02 +2.8856260827641487e+08 
+8.9600000000000009e+01 +1.3477225845832759e-04 -7.4027418135425196e-02 +2.8722522003701365e+08 
+8.9700000000000003e+01 +1.3425390729905758e-04 -7.3679113493045123e-02 +2.8588349415502149e+08 
+8.9800000000000011e+01 +1.3373788431889896e-04 -7.3332436061266118e-02 +2.8452032146884161e+08 
+8.9900000000000006e+01 +1.3322416818716511e-04 -7.2987283043400755e-02 +2.8311859280757046e+08 
+9.0000000000000000e+01 +1.3271273757316937e-04 -7.2643551642762483e-02 +2.8166119900164276e+08 
+9.0100000000000009e+01 +1.3220357424394792e-04 -7.2301168957549011e-02 +2.8013651809121895e+08 
+9.0200000000000003e+01 +1.3169667235742423e-04 -7.1960181665393350e-02 +2.7855487693001741e+08 
+9.0300000000000011e+01 +1.3119202916924463e-04 -7.1620666338814101e-02 +2.7693208958213109e+08 
+9.0400000000000006e+01 +1.3068964193505434e-04 -7.1282699550307513e-02 +2.7528397010640150e+08 
+9.0500000000000000e+01 +1.3018950791049975e-04 -7.0946357872389995e-02 +2.7362633256618154e+08 
+9.0600000000000009e+01 +1.2969162435122643e-04 -7.0611717877566663e-02 +2.7197499102181315e+08 
+9.0700000000000003e+01 +1.2919598851288065e-04 -7.0278856138353107e-02 +2.7034575953778464e+08 
+9.0800000000000011e+01 +1.2870259765110755e-04 -6.9947849227241343e-02 +2.6875445216998744e+08 
+9.0900000000000006e+01 +1.2821144902155378e-04 -6.9618773716756219e-02 +2.6721688298520097e+08 
+9.1000000000000000e+01 +1.2772253987986492e-04 -6.9291706179400253e-02 +2.6574886604347324e+08 
+9.1100000000000009e+01 +1.2723586474953772e-04 -6.8966695455015659e-02 +2.6436110414786947e+08 
+9.1200000000000003e+01 +1.2675140722547408e-04 -6.8643679452793718e-02 +2.6304385507115203e+08 
+9.1300000000000011e+01 +1.2626914817042667e-04 -6.8322568349263674e-02 +2.6178226533015501e+08 
+9.1400000000000006e+01 +1.2578906844714816e-04 -6.8003272320948091e-02 +2.6056148143848863e+08 
+9.1500000000000000e+01 +1.2531114891839118e-04 -6.7685701544372520e-02 +2.5936664991181090e+08 
+9.1600000000000009e+01 +1.2483537044690815e-04 -6.7369766196054795e-02 +2.5818291726145101e+08 
+9.1700000000000003e+01 +1.2436171389545241e-04 -6.7055376452537258e-02 +2.5699543000869361e+08 
+9.1800000000000011e+01 +1.2389016012677586e-04 -6.6742442490326848e-02 +2.5578933466240430e+08 
+9.1900000000000006e+01 +1.2342069000363179e-04 -6.6430874485961910e-02 +2.5454977774193138e+08 
+9.2000000000000000e+01 +1.2295328438877276e-04 -6.6120582615965609e-02 +2.5326190576117903e+08 
+9.2100000000000009e+01 +1.2248792694185523e-04 -6.5811503182171341e-02 +2.5191563307353222e+08 
+9.2200000000000003e+01 +1.2202461251015109e-04 -6.5503676987666876e-02 +2.5051994539673644e+08 
+9.2300000000000011e+01 +1.2156333873783699e-04 -6.5197170960859890e-02 +2.4908859628809899e+08 
+9.2400000000000006e+01 +1.2110410326908808e-04 -6.4892052030137481e-02 +2.4763533930235219e+08 
+9.2500000000000000e+01 +1.2064690374808069e-04 -6.4588387123902594e-02 +2.4617392799529284e+08 
+9.2600000000000009e+01 +1.2019173781899064e-04 -6.4286243170554799e-02 +2.4471811592429921e+08 
+9.2700000000000003e+01 +1.1973860312599417e-04 -6.3985687098498542e-02 +2.4328165664756063e+08 
+9.2800000000000011e+01 +1.1928749731326706e-04 -6.3686785836125331e-02 +2.4187830371857259e+08 
+9.2900000000000006e+01 +1.1883841802498506e-04 -6.3389606311835156e-02 +2.4052181069477421e+08 
+9.3000000000000000e+01 +1.1839136290532442e-04 -6.3094215454027922e-02 +2.3922593113185078e+08 
+9.3100000000000009e+01 +1.1794632712552143e-04 -6.2800655916533193e-02 +2.3799995787283421e+08 
+9.3200000000000003e+01 +1.1750329596505620e-04 -6.2508873254914374e-02 +2.3683534090414172e+08 
+9.3300000000000011e+01 +1.1706225223046889e-04 -6.2218788750157947e-02 +2.3571906949605989e+08 
+9.3400000000000006e+01 +1.1662317872829989e-04 -6.1930323683253317e-02 +2.3463813291996005e+08 
